Size,Algo,Trial,Stampms,GB/s,Iters,GHz
132,fill1,5,0.00,37.0,752,3.50
132,fill1,6,0.00,37.1,752,3.50
132,fill1,7,0.00,37.0,752,3.49
132,fill1,8,0.00,37.1,752,3.50
132,fill1,9,0.00,36.9,752,3.49
132,fill1,10,0.00,37.1,752,3.49
132,fill1,11,0.00,36.9,752,3.49
132,fill1,12,0.00,37.0,752,3.49
132,fill1,13,0.00,36.9,752,3.49
132,fill1,14,0.00,37.1,752,3.49
132,fill1,15,0.00,37.0,752,3.49
132,fill1,16,0.00,37.1,752,3.50
176,fill0,0,0.00,31.7,565,3.49
176,fill0,1,0.00,31.8,565,3.49
176,fill0,2,0.00,31.7,565,3.49
176,fill0,3,0.00,31.9,565,3.49
176,fill0,4,0.00,31.7,565,3.50
176,fill0,5,0.00,32.0,565,3.50
176,fill0,6,0.00,31.8,565,3.50
176,fill0,7,0.00,31.7,565,3.50
176,fill0,8,0.00,31.9,565,3.49
176,fill0,9,0.00,31.7,565,3.49
176,fill0,10,0.00,32.2,565,3.49
176,fill0,11,0.00,31.6,565,3.49
176,fill0,12,0.00,31.8,565,3.49
176,fill0,13,0.00,31.7,565,3.49
176,fill0,14,0.00,31.9,565,3.50
176,fill0,15,0.00,31.8,565,3.50
176,fill0,16,0.00,32.0,565,3.50
176,fill1,0,0.00,32.5,565,3.49
176,fill1,1,0.00,29.7,565,3.49
176,fill1,2,0.00,29.8,565,3.49
176,fill1,3,0.00,29.8,565,3.49
176,fill1,4,0.00,29.9,565,3.49
176,fill1,5,0.00,29.9,565,3.50
176,fill1,6,0.00,29.9,565,3.50
176,fill1,7,0.00,30.0,565,3.50
176,fill1,8,0.00,29.9,565,3.50
176,fill1,9,0.00,29.9,565,3.49
176,fill1,10,0.00,29.8,565,3.49
176,fill1,11,0.00,29.9,565,3.48
176,fill1,12,0.00,29.8,565,3.49
176,fill1,13,0.00,29.9,565,3.49
176,fill1,14,0.00,29.8,565,3.49
176,fill1,15,0.00,30.0,565,3.50
176,fill1,16,0.00,29.9,565,3.50
236,fill0,0,0.00,41.7,424,3.50
236,fill0,1,0.00,41.0,424,3.49
236,fill0,2,0.00,41.3,424,3.49
236,fill0,3,0.00,41.2,424,3.49
236,fill0,4,0.00,41.2,424,3.48
236,fill0,5,0.00,41.3,424,3.49
236,fill0,6,0.00,41.3,424,3.49
236,fill0,7,0.00,41.0,424,3.49
236,fill0,8,0.00,41.7,424,3.49
236,fill0,9,0.00,40.9,424,3.50
236,fill0,10,0.00,41.8,424,3.50
236,fill0,11,0.00,41.1,424,3.50
236,fill0,12,0.00,41.5,424,3.50
236,fill0,13,0.00,41.1,424,3.49
236,fill0,14,0.00,41.3,424,3.49
236,fill0,15,0.00,41.2,424,3.49
236,fill0,16,0.00,41.2,424,3.49
236,fill1,0,0.00,49.3,424,3.49
236,fill1,1,0.00,49.2,424,3.49
236,fill1,2,0.00,49.4,424,3.49
236,fill1,3,0.00,49.3,424,3.49
236,fill1,4,0.00,49.4,424,3.49
236,fill1,5,0.00,49.3,424,3.50
236,fill1,6,0.00,49.5,424,3.50
236,fill1,7,0.00,49.3,424,3.50
236,fill1,8,0.00,49.5,424,3.50
236,fill1,9,0.00,49.4,424,3.50
236,fill1,10,0.00,49.4,424,3.50
236,fill1,11,0.00,49.3,424,3.50
236,fill1,12,0.00,49.4,424,3.49
236,fill1,13,0.00,49.2,424,3.49
236,fill1,14,0.00,49.4,424,3.49
236,fill1,15,0.00,49.2,424,3.49
236,fill1,16,0.00,49.3,424,3.48
312,fill0,0,0.00,67.8,319,3.49
312,fill0,1,0.00,67.9,319,3.48
312,fill0,2,0.00,67.8,319,3.49
312,fill0,3,0.00,68.0,319,3.49
312,fill0,4,0.00,67.8,319,3.49
312,fill0,5,0.00,68.3,319,3.49
312,fill0,6,0.00,68.4,319,3.50
312,fill0,7,0.00,68.6,319,3.50
312,fill0,8,0.00,68.5,319,3.50
312,fill0,9,0.00,68.7,319,3.50
312,fill0,10,0.00,68.5,319,3.50
312,fill0,11,0.00,68.7,319,3.50
312,fill0,12,0.00,68.5,319,3.50
312,fill0,13,0.00,68.7,319,3.50
312,fill0,14,0.00,69.0,319,3.50
312,fill0,15,0.00,69.2,319,3.50
312,fill0,16,0.00,69.3,319,3.50
312,fill1,0,0.00,67.9,319,3.50
312,fill1,1,0.00,67.9,319,3.49
312,fill1,2,0.00,67.8,319,3.49
312,fill1,3,0.00,68.1,319,3.49
312,fill1,4,0.00,67.5,319,3.49
312,fill1,5,0.00,67.8,319,3.49
312,fill1,6,0.00,67.5,319,3.49
312,fill1,7,0.00,67.9,319,3.48
312,fill1,8,0.00,67.6,319,3.49
312,fill1,9,0.00,68.1,319,3.49
312,fill1,10,0.00,67.8,319,3.49
312,fill1,11,0.00,67.9,319,3.50
312,fill1,12,0.00,67.9,319,3.49
312,fill1,13,0.00,67.9,319,3.49
312,fill1,14,0.00,67.8,319,3.49
312,fill1,15,0.00,68.0,319,3.50
312,fill1,16,0.00,68.0,319,3.50
416,fill0,0,0.00,76.6,240,3.49
416,fill0,1,0.00,77.0,240,3.49
416,fill0,2,0.00,76.7,240,3.50
416,fill0,3,0.00,77.0,240,3.49
416,fill0,4,0.00,76.6,240,3.49
416,fill0,5,0.00,77.2,240,3.50
416,fill0,6,0.00,76.7,240,3.50
416,fill0,7,0.00,77.3,240,3.50
416,fill0,8,0.00,76.7,240,3.50
416,fill0,9,0.00,77.2,240,3.50
416,fill0,10,0.00,76.6,240,3.49
416,fill0,11,0.00,77.2,240,3.50
416,fill0,12,0.00,76.6,240,3.49
416,fill0,13,0.00,77.1,240,3.50
416,fill0,14,0.00,76.6,240,3.49
416,fill0,15,0.00,76.9,240,3.49
416,fill0,16,0.00,76.6,240,3.49
416,fill1,0,0.00,97.2,240,3.50
416,fill1,1,0.00,96.7,240,3.49
416,fill1,2,0.00,96.7,240,3.49
416,fill1,3,0.00,96.8,240,3.49
416,fill1,4,0.00,97.0,240,3.50
416,fill1,5,0.00,96.7,240,3.49
416,fill1,6,0.00,96.8,240,3.49
416,fill1,7,0.00,96.7,240,3.49
416,fill1,8,0.00,96.7,240,3.48
416,fill1,9,0.00,96.7,240,3.49
416,fill1,10,0.00,96.7,240,3.49
416,fill1,11,0.00,96.6,240,3.48
416,fill1,12,0.00,97.0,240,3.50
416,fill1,13,0.00,96.7,240,3.49
416,fill1,14,0.00,96.8,240,3.49
416,fill1,15,0.00,96.7,240,3.49
416,fill1,16,0.00,96.9,240,3.49
556,fill0,0,0.00,117.6,180,3.49
556,fill0,1,0.00,118.4,180,3.49
556,fill0,2,0.00,117.1,180,3.49
556,fill0,3,0.00,118.2,180,3.49
556,fill0,4,0.00,117.5,180,3.48
556,fill0,5,0.00,118.0,180,3.50
556,fill0,6,0.00,117.5,180,3.48
556,fill0,7,0.00,116.1,180,3.49
556,fill0,8,0.00,114.5,180,3.49
556,fill0,9,0.00,116.1,180,3.50
556,fill0,10,0.00,115.2,180,3.49
556,fill0,11,0.00,116.0,180,3.49
556,fill0,12,0.00,114.9,180,3.50
556,fill0,13,0.00,116.5,180,3.49
556,fill0,14,0.00,115.3,180,3.49
556,fill0,15,0.00,115.8,180,3.50
556,fill0,16,0.00,108.9,180,3.50
556,fill1,0,0.00,118.0,180,3.48
556,fill1,1,0.00,118.0,180,3.49
556,fill1,2,0.00,118.3,180,3.49
556,fill1,3,0.00,118.7,180,3.49
556,fill1,4,0.00,117.7,180,3.49
556,fill1,5,0.00,118.7,180,3.49
556,fill1,6,0.00,118.4,180,3.49
556,fill1,7,0.00,119.0,180,3.50
556,fill1,8,0.00,117.6,180,3.49
556,fill1,9,0.00,118.9,180,3.50
556,fill1,10,0.00,117.7,180,3.49
556,fill1,11,0.00,118.2,180,3.49
556,fill1,12,0.00,118.4,180,3.50
556,fill1,13,0.00,119.1,180,3.50
556,fill1,14,0.00,117.6,180,3.49
556,fill1,15,0.00,119.0,180,3.50
556,fill1,16,0.00,118.3,180,3.50
740,fill0,0,0.00,120.9,135,3.48
740,fill0,1,0.00,122.4,135,3.50
740,fill0,2,0.00,120.9,135,3.49
740,fill0,3,0.00,122.9,135,3.49
740,fill0,4,0.00,120.4,135,3.49
740,fill0,5,0.00,122.9,135,3.49
740,fill0,6,0.00,121.4,135,3.50
740,fill0,7,0.00,121.7,135,3.49
740,fill0,8,0.00,121.4,135,3.50
740,fill0,9,0.00,122.9,135,3.49
740,fill0,10,0.00,121.7,135,3.50
740,fill0,11,0.00,122.0,135,3.50
740,fill0,12,0.00,121.7,135,3.50
740,fill0,13,0.00,122.9,135,3.50
740,fill0,14,0.00,121.1,135,3.49
740,fill0,15,0.00,122.6,135,3.50
740,fill0,16,0.00,121.7,135,3.51
740,fill1,0,0.00,119.8,135,3.49
740,fill1,1,0.00,122.3,135,3.49
740,fill1,2,0.00,120.8,135,3.49
740,fill1,3,0.00,122.0,135,3.49
740,fill1,4,0.00,120.8,135,3.50
740,fill1,5,0.00,122.9,135,3.49
740,fill1,6,0.00,121.5,135,3.50
740,fill1,7,0.00,122.0,135,3.50
740,fill1,8,0.00,120.5,135,3.49
740,fill1,9,0.00,123.2,135,3.50
740,fill1,10,0.00,120.4,135,3.50
740,fill1,11,0.00,122.9,135,3.50
740,fill1,12,0.00,121.7,135,3.50
740,fill1,13,0.00,123.2,135,3.50
740,fill1,14,0.00,120.5,135,3.50
740,fill1,15,0.00,123.2,135,3.50
740,fill1,16,0.00,121.5,135,3.50
988,fill0,0,0.00,134.2,102,3.50
988,fill0,1,0.00,133.1,102,3.50
988,fill0,2,0.00,133.8,102,3.50
988,fill0,3,0.00,134.0,102,3.50
988,fill0,4,0.00,134.0,102,3.50
988,fill0,5,0.00,134.0,102,3.50
988,fill0,6,0.00,133.8,102,3.51
988,fill0,7,0.00,133.5,102,3.50
988,fill0,8,0.00,132.8,102,3.50
988,fill0,9,0.00,134.0,102,3.50
988,fill0,10,0.00,132.6,102,3.51
988,fill0,11,0.00,133.5,102,3.50
988,fill0,12,0.00,133.1,102,3.50
988,fill0,13,0.00,133.5,102,3.50
988,fill0,14,0.00,133.5,102,3.49
988,fill0,15,0.00,132.6,102,3.50
988,fill0,16,0.00,130.7,102,3.50
988,fill1,0,0.00,130.5,102,3.50
988,fill1,1,0.00,131.4,102,3.50
988,fill1,2,0.00,132.1,102,3.49
988,fill1,3,0.00,131.7,102,3.51
988,fill1,4,0.00,131.4,102,3.50
988,fill1,5,0.00,131.4,102,3.50
988,fill1,6,0.00,130.7,102,3.50
988,fill1,7,0.00,129.5,102,3.51
988,fill1,8,0.00,130.2,102,3.51
988,fill1,9,0.00,129.0,102,3.50
988,fill1,10,0.00,131.9,102,3.50
988,fill1,11,0.00,133.8,102,3.50
988,fill1,12,0.00,128.9,102,3.50
988,fill1,13,0.00,129.4,102,3.50
988,fill1,14,0.00,128.2,102,3.50
988,fill1,15,0.00,131.6,102,3.50
988,fill1,16,0.00,132.1,102,3.49
1316,fill0,0,0.00,46.1,76,3.50
1316,fill0,1,0.00,46.1,76,3.50
1316,fill0,2,0.00,46.0,76,3.49
1316,fill0,3,0.00,46.0,76,3.49
1316,fill0,4,0.00,46.0,76,3.49
1316,fill0,5,0.00,45.9,76,3.49
1316,fill0,6,0.00,45.9,76,3.49
1316,fill0,7,0.00,45.9,76,3.49
1316,fill0,8,0.00,45.9,76,3.49
1316,fill0,9,0.00,73.2,76,3.49
1316,fill0,10,0.00,142.1,76,3.50
1316,fill0,11,0.00,141.9,76,3.50
1316,fill0,12,0.00,140.9,76,3.49
1316,fill0,13,0.00,141.3,76,3.50
1316,fill0,14,0.00,142.1,76,3.49
1316,fill0,15,0.00,141.3,76,3.50
1316,fill0,16,0.00,142.1,76,3.50
1316,fill1,0,0.00,45.8,76,3.48
1316,fill1,1,0.00,45.9,76,3.49
1316,fill1,2,0.00,143.9,76,3.49
1316,fill1,3,0.00,158.0,76,3.49
1316,fill1,4,0.00,158.5,76,3.49
1316,fill1,5,0.00,157.8,76,3.49
1316,fill1,6,0.00,157.8,76,3.49
1316,fill1,7,0.00,158.0,76,3.50
1316,fill1,8,0.00,158.0,76,3.49
1316,fill1,9,0.00,159.0,76,3.50
1316,fill1,10,0.00,158.8,76,3.50
1316,fill1,11,0.00,157.5,76,3.49
1316,fill1,12,0.00,158.0,76,3.49
1316,fill1,13,0.00,158.0,76,3.50
1316,fill1,14,0.00,158.3,76,3.50
1316,fill1,15,0.00,159.0,76,3.50
1316,fill1,16,0.00,158.8,76,3.50
1756,fill0,0,0.00,148.7,57,3.49
1756,fill0,1,0.00,151.2,57,3.50
1756,fill0,2,0.00,150.7,57,3.49
1756,fill0,3,0.00,151.4,57,3.49
1756,fill0,4,0.00,151.4,57,3.49
1756,fill0,5,0.00,151.9,57,3.49
1756,fill0,6,0.00,150.5,57,3.49
1756,fill0,7,0.00,150.7,57,3.49
1756,fill0,8,0.00,148.7,57,3.49
1756,fill0,9,0.00,150.5,57,3.48
1756,fill0,10,0.00,151.4,57,3.49
1756,fill0,11,0.00,150.5,57,3.48
1756,fill0,12,0.00,151.4,57,3.49
1756,fill0,13,0.00,150.5,57,3.48
1756,fill0,14,0.00,148.9,57,3.49
1756,fill0,15,0.00,150.5,57,3.48
1756,fill0,16,0.00,151.4,57,3.49
1756,fill1,0,0.00,150.5,57,3.51
1756,fill1,1,0.00,150.3,57,3.49
1756,fill1,2,0.00,150.7,57,3.50
1756,fill1,3,0.00,151.0,57,3.49
1756,fill1,4,0.00,150.5,57,3.49
1756,fill1,5,0.00,149.4,57,3.50
1756,fill1,6,0.00,150.5,57,3.49
1756,fill1,7,0.00,151.0,57,3.49
1756,fill1,8,0.00,150.3,57,3.49
1756,fill1,9,0.00,151.0,57,3.49
1756,fill1,10,0.00,147.8,57,3.49
1756,fill1,11,0.00,151.0,57,3.49
1756,fill1,12,0.00,150.1,57,3.48
1756,fill1,13,0.00,150.5,57,3.49
1756,fill1,14,0.00,150.1,57,3.48
1756,fill1,15,0.00,150.5,57,3.49
1756,fill1,16,0.00,147.8,57,3.49
2340,fill0,0,0.00,172.9,43,3.50
2340,fill0,1,0.00,174.4,43,3.50
2340,fill0,2,0.00,171.7,43,3.50
2340,fill0,3,0.00,171.1,43,3.51
2340,fill0,4,0.00,172.3,43,3.50
2340,fill0,5,0.00,174.7,43,3.50
2340,fill0,6,0.00,172.3,43,3.50
2340,fill0,7,0.00,174.7,43,3.50
2340,fill0,8,0.00,172.3,43,3.50
2340,fill0,9,0.00,171.7,43,3.51
2340,fill0,10,0.00,172.3,43,3.50
2340,fill0,11,0.00,174.4,43,3.50
2340,fill0,12,0.00,172.3,43,3.50
2340,fill0,13,0.00,174.7,43,3.50
2340,fill0,14,0.00,172.0,43,3.49
2340,fill0,15,0.00,174.1,43,3.49
2340,fill0,16,0.00,169.7,43,3.50
2340,fill1,0,0.00,164.4,43,3.49
2340,fill1,1,0.00,165.5,43,3.50
2340,fill1,2,0.00,163.9,43,3.50
2340,fill1,3,0.00,165.8,43,3.50
2340,fill1,4,0.00,165.0,43,3.50
2340,fill1,5,0.00,166.0,43,3.51
2340,fill1,6,0.00,165.0,43,3.50
2340,fill1,7,0.00,166.0,43,3.51
2340,fill1,8,0.00,163.6,43,3.50
2340,fill1,9,0.00,165.5,43,3.50
2340,fill1,10,0.00,165.5,43,3.51
2340,fill1,11,0.00,166.0,43,3.51
2340,fill1,12,0.00,165.0,43,3.50
2340,fill1,13,0.00,165.8,43,3.50
2340,fill1,14,0.00,163.9,43,3.50
2340,fill1,15,0.00,165.5,43,3.50
2340,fill1,16,0.00,165.0,43,3.50
3120,fill0,0,0.00,171.3,33,3.50
3120,fill0,1,0.00,171.0,33,3.49
3120,fill0,2,0.00,171.6,33,3.50
3120,fill0,3,0.00,171.0,33,3.49
3120,fill0,4,0.00,171.3,33,3.50
3120,fill0,5,0.00,171.0,33,3.49
3120,fill0,6,0.00,171.3,33,3.50
3120,fill0,7,0.00,171.6,33,3.50
3120,fill0,8,0.00,171.6,33,3.50
3120,fill0,9,0.00,171.3,33,3.50
3120,fill0,10,0.00,172.2,33,3.51
3120,fill0,11,0.00,171.3,33,3.50
3120,fill0,12,0.00,172.2,33,3.51
3120,fill0,13,0.00,171.3,33,3.50
3120,fill0,14,0.00,171.3,33,3.50
3120,fill0,15,0.00,172.2,33,3.51
3120,fill0,16,0.00,172.2,33,3.50
3120,fill1,0,0.00,179.1,33,3.48
3120,fill1,1,0.00,176.9,33,3.49
3120,fill1,2,0.00,177.5,33,3.49
3120,fill1,3,0.00,180.3,33,3.50
3120,fill1,4,0.00,179.4,33,3.49
3120,fill1,5,0.00,179.4,33,3.49
3120,fill1,6,0.00,180.0,33,3.50
3120,fill1,7,0.00,179.4,33,3.49
3120,fill1,8,0.00,179.4,33,3.49
3120,fill1,9,0.00,180.0,33,3.50
3120,fill1,10,0.00,179.4,33,3.49
3120,fill1,11,0.00,180.0,33,3.50
3120,fill1,12,0.00,180.0,33,3.50
3120,fill1,13,0.00,180.0,33,3.50
3120,fill1,14,0.00,180.0,33,3.50
3120,fill1,15,0.00,180.0,33,3.50
3120,fill1,16,0.00,180.0,33,3.50
4160,fill0,0,0.00,67.5,25,3.48
4160,fill0,1,0.00,186.4,25,3.49
4160,fill0,2,0.00,187.7,25,3.49
4160,fill0,3,0.00,188.1,25,3.49
4160,fill0,4,0.00,188.4,25,3.48
4160,fill0,5,0.00,187.7,25,3.49
4160,fill0,6,0.00,189.1,25,3.49
4160,fill0,7,0.00,188.4,25,3.50
4160,fill0,8,0.00,189.1,25,3.49
4160,fill0,9,0.00,187.7,25,3.49
4160,fill0,10,0.00,189.4,25,3.50
4160,fill0,11,0.00,187.7,25,3.49
4160,fill0,12,0.00,189.4,25,3.50
4160,fill0,13,0.00,188.1,25,3.49
4160,fill0,14,0.00,189.1,25,3.49
4160,fill0,15,0.00,188.1,25,3.49
4160,fill0,16,0.00,189.1,25,3.49
4160,fill1,0,0.00,189.8,25,3.49
4160,fill1,1,0.00,190.5,25,3.50
4160,fill1,2,0.00,189.8,25,3.49
4160,fill1,3,0.00,189.8,25,3.49
4160,fill1,4,0.00,189.4,25,3.48
4160,fill1,5,0.00,190.8,25,3.50
4160,fill1,6,0.00,189.4,25,3.48
4160,fill1,7,0.00,190.8,25,3.50
4160,fill1,8,0.00,189.4,25,3.48
4160,fill1,9,0.00,190.5,25,3.49
4160,fill1,10,0.00,189.8,25,3.49
4160,fill1,11,0.00,190.5,25,3.49
4160,fill1,12,0.00,189.1,25,3.48
4160,fill1,13,0.00,190.5,25,3.49
4160,fill1,14,0.00,189.8,25,3.49
4160,fill1,15,0.00,190.5,25,3.49
4160,fill1,16,0.00,189.8,25,3.49
5548,fill0,0,0.00,150.4,19,3.50
5548,fill0,1,0.00,146.6,19,3.49
5548,fill0,2,0.00,150.6,19,3.50
5548,fill0,3,0.00,147.0,19,3.50
5548,fill0,4,0.00,149.9,19,3.49
5548,fill0,5,0.00,146.0,19,3.49
5548,fill0,6,0.00,150.4,19,3.50
5548,fill0,7,0.00,147.0,19,3.50
5548,fill0,8,0.00,149.9,19,3.49
5548,fill0,9,0.00,146.6,19,3.49
5548,fill0,10,0.00,149.9,19,3.49
5548,fill0,11,0.00,145.8,19,3.49
5548,fill0,12,0.00,149.9,19,3.49
5548,fill0,13,0.00,146.6,19,3.49
5548,fill0,14,0.00,150.4,19,3.50
5548,fill0,15,0.00,146.2,19,3.48
5548,fill0,16,0.00,149.7,19,3.49
5548,fill1,0,0.00,145.8,19,3.50
5548,fill1,1,0.00,146.6,19,3.50
5548,fill1,2,0.00,146.8,19,3.49
5548,fill1,3,0.00,146.8,19,3.50
5548,fill1,4,0.00,146.4,19,3.49
5548,fill1,5,0.00,146.0,19,3.49
5548,fill1,6,0.00,146.6,19,3.50
5548,fill1,7,0.00,146.2,19,3.50
5548,fill1,8,0.00,146.8,19,3.49
5548,fill1,9,0.00,145.4,19,3.49
5548,fill1,10,0.00,146.6,19,3.50
5548,fill1,11,0.00,145.8,19,3.48
5548,fill1,12,0.00,147.0,19,3.50
5548,fill1,13,0.00,146.4,19,3.49
5548,fill1,14,0.00,146.6,19,3.49
5548,fill1,15,0.00,145.4,19,3.48
5548,fill1,16,0.00,146.8,19,3.49
7396,fill0,0,0.00,84.5,14,3.49
7396,fill0,1,0.00,155.9,14,3.50
7396,fill0,2,0.00,155.5,14,3.49
7396,fill0,3,0.00,156.2,14,3.50
7396,fill0,4,0.00,156.6,14,3.50
7396,fill0,5,0.00,156.9,14,3.49
7396,fill0,6,0.00,157.8,14,3.50
7396,fill0,7,0.00,155.7,14,3.49
7396,fill0,8,0.00,156.9,14,3.49
7396,fill0,9,0.00,155.7,14,3.49
7396,fill0,10,0.00,155.2,14,3.49
7396,fill0,11,0.00,157.1,14,3.49
7396,fill0,12,0.00,157.6,14,3.49
7396,fill0,13,0.00,155.2,14,3.48
7396,fill0,14,0.00,157.1,14,3.49
7396,fill0,15,0.00,155.7,14,3.49
7396,fill0,16,0.00,156.6,14,3.49
7396,fill1,0,0.00,156.6,14,3.50
7396,fill1,1,0.00,157.1,14,3.50
7396,fill1,2,0.00,157.1,14,3.49
7396,fill1,3,0.00,155.5,14,3.50
7396,fill1,4,0.00,156.9,14,3.50
7396,fill1,5,0.00,155.2,14,3.50
7396,fill1,6,0.00,157.1,14,3.51
7396,fill1,7,0.00,157.1,14,3.50
7396,fill1,8,0.00,157.6,14,3.50
7396,fill1,9,0.00,154.8,14,3.49
7396,fill1,10,0.00,157.1,14,3.50
7396,fill1,11,0.00,154.5,14,3.49
7396,fill1,12,0.00,157.1,14,3.50
7396,fill1,13,0.00,156.9,14,3.50
7396,fill1,14,0.00,157.1,14,3.50
7396,fill1,15,0.00,155.2,14,3.50
7396,fill1,16,0.00,156.6,14,3.49
9864,fill0,0,0.00,165.4,11,3.50
9864,fill0,1,0.00,167.2,11,3.50
9864,fill0,2,0.00,167.2,11,3.50
9864,fill0,3,0.00,167.7,11,3.51
9864,fill0,4,0.00,165.4,11,3.50
9864,fill0,5,0.00,166.7,11,3.49
9864,fill0,6,0.00,165.4,11,3.50
9864,fill0,7,0.00,167.2,11,3.50
9864,fill0,8,0.00,167.4,11,3.51
9864,fill0,9,0.00,167.2,11,3.49
9864,fill0,10,0.00,165.4,11,3.50
9864,fill0,11,0.00,167.2,11,3.50
9864,fill0,12,0.00,165.2,11,3.49
9864,fill0,13,0.00,166.7,11,3.49
9864,fill0,14,0.00,166.4,11,3.49
9864,fill0,15,0.00,167.4,11,3.50
9864,fill0,16,0.00,165.2,11,3.49
9864,fill1,0,0.00,49.4,11,3.50
9864,fill1,1,0.00,167.4,11,3.50
9864,fill1,2,0.00,167.7,11,3.50
9864,fill1,3,0.00,166.4,11,3.51
9864,fill1,4,0.00,167.2,11,3.50
9864,fill1,5,0.00,165.9,11,3.50
9864,fill1,6,0.00,167.2,11,3.50
9864,fill1,7,0.00,167.4,11,3.50
9864,fill1,8,0.00,167.7,11,3.50
9864,fill1,9,0.00,165.7,11,3.50
9864,fill1,10,0.00,166.7,11,3.49
9864,fill1,11,0.00,166.2,11,3.50
9864,fill1,12,0.00,166.7,11,3.49
9864,fill1,13,0.00,167.4,11,3.50
9864,fill1,14,0.00,167.4,11,3.50
9864,fill1,15,0.00,165.4,11,3.49
9864,fill1,16,0.00,167.2,11,3.50
13152,fill0,0,0.00,174.8,8,3.50
13152,fill0,1,0.00,177.1,8,3.51
13152,fill0,2,0.00,174.8,8,3.50
13152,fill0,3,0.00,175.1,8,3.50
13152,fill0,4,0.00,177.4,8,3.51
13152,fill0,5,0.00,174.2,8,3.49
13152,fill0,6,0.00,175.1,8,3.51
13152,fill0,7,0.00,177.1,8,3.51
13152,fill0,8,0.00,175.1,8,3.50
13152,fill0,9,0.00,174.8,8,3.50
13152,fill0,10,0.00,176.5,8,3.50
13152,fill0,11,0.00,175.1,8,3.50
13152,fill0,12,0.00,174.5,8,3.49
13152,fill0,13,0.00,172.5,8,3.50
13152,fill0,14,0.00,174.8,8,3.50
13152,fill0,15,0.00,174.2,8,3.49
13152,fill0,16,0.00,177.1,8,3.51
13152,fill1,0,0.00,173.3,8,3.50
13152,fill1,1,0.00,174.2,8,3.49
13152,fill1,2,0.00,172.8,8,3.48
13152,fill1,3,0.00,173.3,8,3.50
13152,fill1,4,0.00,173.9,8,3.49
13152,fill1,5,0.00,173.1,8,3.50
13152,fill1,6,0.00,173.1,8,3.49
13152,fill1,7,0.00,174.2,8,3.50
13152,fill1,8,0.00,173.1,8,3.50
13152,fill1,9,0.00,173.1,8,3.50
13152,fill1,10,0.00,174.2,8,3.49
13152,fill1,11,0.00,173.6,8,3.51
13152,fill1,12,0.00,173.1,8,3.50
13152,fill1,13,0.00,174.5,8,3.50
13152,fill1,14,0.00,173.6,8,3.50
13152,fill1,15,0.00,173.1,8,3.50
13152,fill1,16,0.00,174.8,8,3.51
17536,fill0,0,0.00,59.5,6,3.48
17536,fill0,1,0.00,181.1,6,3.49
17536,fill0,2,0.00,181.4,6,3.50
17536,fill0,3,0.00,181.4,6,3.50
17536,fill0,4,0.00,181.1,6,3.49
17536,fill0,5,0.00,181.4,6,3.50
