Size,Algo,Trial,Stampms,GB/s,Iters,GHz
312,fill0,11,0.00,69.1,319,3.49
312,fill0,12,0.00,69.0,319,3.49
312,fill0,13,0.00,69.2,319,3.50
312,fill0,14,0.00,69.0,319,3.49
312,fill0,15,0.00,69.3,319,3.50
312,fill0,16,0.00,69.1,319,3.49
312,fill1,0,0.00,69.0,319,3.49
312,fill1,1,0.00,69.1,319,3.49
312,fill1,2,0.00,69.0,319,3.49
312,fill1,3,0.00,69.1,319,3.49
312,fill1,4,0.00,69.2,319,3.49
312,fill1,5,0.00,69.1,319,3.49
312,fill1,6,0.00,69.1,319,3.49
312,fill1,7,0.00,69.0,319,3.49
312,fill1,8,0.00,69.3,319,3.50
312,fill1,9,0.00,69.1,319,3.50
312,fill1,10,0.00,69.3,319,3.50
312,fill1,11,0.00,69.2,319,3.50
312,fill1,12,0.00,69.4,319,3.50
312,fill1,13,0.00,69.3,319,3.50
312,fill1,14,0.00,69.3,319,3.50
312,fill1,15,0.00,69.2,319,3.50
312,fill1,16,0.00,69.3,319,3.50
416,fill0,0,0.00,88.0,240,3.49
416,fill0,1,0.00,89.0,240,3.49
416,fill0,2,0.00,87.9,240,3.49
416,fill0,3,0.00,88.9,240,3.50
416,fill0,4,0.00,88.0,240,3.49
416,fill0,5,0.00,88.7,240,3.49
416,fill0,6,0.00,88.4,240,3.50
416,fill0,7,0.00,89.1,240,3.50
416,fill0,8,0.00,88.3,240,3.50
416,fill0,9,0.00,88.7,240,3.49
416,fill0,10,0.00,88.5,240,3.50
416,fill0,11,0.00,89.0,240,3.50
416,fill0,12,0.00,88.4,240,3.50
416,fill0,13,0.00,89.2,240,3.50
416,fill0,14,0.00,88.3,240,3.50
416,fill0,15,0.00,88.9,240,3.50
416,fill0,16,0.00,88.3,240,3.50
416,fill1,0,0.00,88.4,240,3.49
416,fill1,1,0.00,88.7,240,3.49
416,fill1,2,0.00,88.4,240,3.49
416,fill1,3,0.00,88.8,240,3.49
416,fill1,4,0.00,88.4,240,3.49
416,fill1,5,0.00,88.7,240,3.49
416,fill1,6,0.00,88.6,240,3.50
416,fill1,7,0.00,89.1,240,3.50
416,fill1,8,0.00,88.6,240,3.50
416,fill1,9,0.00,89.1,240,3.50
416,fill1,10,0.00,88.6,240,3.50
416,fill1,11,0.00,89.1,240,3.50
416,fill1,12,0.00,88.7,240,3.50
416,fill1,13,0.00,88.9,240,3.50
416,fill1,14,0.00,88.7,240,3.50
416,fill1,15,0.00,88.9,240,3.50
416,fill1,16,0.00,88.7,240,3.50
556,fill0,0,0.00,108.9,180,3.49
556,fill0,1,0.00,109.7,180,3.49
556,fill0,2,0.00,109.0,180,3.49
556,fill0,3,0.00,109.5,180,3.49
556,fill0,4,0.00,109.0,180,3.49
556,fill0,5,0.00,109.9,180,3.49
556,fill0,6,0.00,109.4,180,3.50
556,fill0,7,0.00,109.9,180,3.49
556,fill0,8,0.00,109.3,180,3.50
556,fill0,9,0.00,110.0,180,3.49
556,fill0,10,0.00,109.4,180,3.50
556,fill0,11,0.00,110.8,180,3.50
556,fill0,12,0.00,110.8,180,3.50
556,fill0,13,0.00,111.7,180,3.50
556,fill0,14,0.00,110.8,180,3.50
556,fill0,15,0.00,111.4,180,3.50
556,fill0,16,0.00,110.8,180,3.50
556,fill1,0,0.00,108.4,180,3.49
556,fill1,1,0.00,109.5,180,3.49
556,fill1,2,0.00,108.8,180,3.49
556,fill1,3,0.00,109.9,180,3.49
556,fill1,4,0.00,108.4,180,3.48
556,fill1,5,0.00,109.5,180,3.49
556,fill1,6,0.00,109.0,180,3.49
556,fill1,7,0.00,109.0,180,3.49
556,fill1,8,0.00,108.9,180,3.49
556,fill1,9,0.00,109.7,180,3.49
556,fill1,10,0.00,109.3,180,3.49
556,fill1,11,0.00,109.3,180,3.50
556,fill1,12,0.00,110.2,180,3.49
556,fill1,13,0.00,111.4,180,3.49
556,fill1,14,0.00,110.0,180,3.49
556,fill1,15,0.00,111.2,180,3.49
556,fill1,16,0.00,110.5,180,3.49
740,fill0,0,0.00,122.0,135,3.50
740,fill0,1,0.00,124.3,135,3.49
740,fill0,2,0.00,122.0,135,3.50
740,fill0,3,0.00,123.5,135,3.49
740,fill0,4,0.00,122.6,135,3.50
740,fill0,5,0.00,123.0,135,3.49
740,fill0,6,0.00,122.0,135,3.49
740,fill0,7,0.00,124.1,135,3.50
740,fill0,8,0.00,121.5,135,3.49
740,fill0,9,0.00,122.3,135,3.49
740,fill0,10,0.00,122.1,135,3.49
740,fill0,11,0.00,122.6,135,3.49
740,fill0,12,0.00,122.1,135,3.48
740,fill0,13,0.00,122.4,135,3.49
740,fill0,14,0.00,122.4,135,3.49
740,fill0,15,0.00,122.3,135,3.48
740,fill0,16,0.00,122.4,135,3.49
740,fill1,0,0.00,123.0,135,3.50
740,fill1,1,0.00,124.7,135,3.50
740,fill1,2,0.00,124.3,135,3.50
740,fill1,3,0.00,123.8,135,3.50
740,fill1,4,0.00,123.0,135,3.50
740,fill1,5,0.00,124.9,135,3.50
740,fill1,6,0.00,122.6,135,3.50
740,fill1,7,0.00,124.3,135,3.50
740,fill1,8,0.00,123.8,135,3.50
740,fill1,9,0.00,124.4,135,3.49
740,fill1,10,0.00,122.4,135,3.50
740,fill1,11,0.00,124.3,135,3.50
740,fill1,12,0.00,122.9,135,3.50
740,fill1,13,0.00,124.1,135,3.49
740,fill1,14,0.00,122.6,135,3.50
740,fill1,15,0.00,124.3,135,3.50
740,fill1,16,0.00,124.1,135,3.49
988,fill0,0,0.00,131.4,102,3.49
988,fill0,1,0.00,133.5,102,3.50
988,fill0,2,0.00,132.4,102,3.49
988,fill0,3,0.00,133.3,102,3.49
988,fill0,4,0.00,132.1,102,3.50
988,fill0,5,0.00,133.5,102,3.49
988,fill0,6,0.00,132.1,102,3.49
988,fill0,7,0.00,133.1,102,3.50
988,fill0,8,0.00,133.1,102,3.50
988,fill0,9,0.00,132.8,102,3.49
988,fill0,10,0.00,134.4,102,3.50
988,fill0,11,0.00,132.8,102,3.50
988,fill0,12,0.00,133.3,102,3.50
988,fill0,13,0.00,134.0,102,3.50
988,fill0,14,0.00,134.2,102,3.51
988,fill0,15,0.00,133.5,102,3.50
988,fill0,16,0.00,134.5,102,3.50
988,fill1,0,0.00,131.9,102,3.50
988,fill1,1,0.00,129.7,102,3.49
988,fill1,2,0.00,132.1,102,3.49
988,fill1,3,0.00,131.9,102,3.50
988,fill1,4,0.00,131.0,102,3.48
988,fill1,5,0.00,130.7,102,3.49
988,fill1,6,0.00,130.7,102,3.49
988,fill1,7,0.00,131.6,102,3.49
988,fill1,8,0.00,129.5,102,3.48
988,fill1,9,0.00,132.1,102,3.50
988,fill1,10,0.00,131.7,102,3.49
988,fill1,11,0.00,131.7,102,3.49
988,fill1,12,0.00,130.0,102,3.49
988,fill1,13,0.00,132.1,102,3.50
988,fill1,14,0.00,132.6,102,3.49
988,fill1,15,0.00,131.0,102,3.49
988,fill1,16,0.00,131.0,102,3.49
1316,fill0,0,0.00,158.5,76,3.50
1316,fill0,1,0.00,158.8,76,3.50
1316,fill0,2,0.00,159.0,76,3.50
1316,fill0,3,0.00,157.5,76,3.50
1316,fill0,4,0.00,158.5,76,3.50
1316,fill0,5,0.00,159.0,76,3.50
1316,fill0,6,0.00,159.0,76,3.50
1316,fill0,7,0.00,157.0,76,3.50
1316,fill0,8,0.00,158.8,76,3.50
1316,fill0,9,0.00,158.0,76,3.49
1316,fill0,10,0.00,158.8,76,3.50
1316,fill0,11,0.00,157.3,76,3.50
1316,fill0,12,0.00,158.5,76,3.49
1316,fill0,13,0.00,158.8,76,3.50
1316,fill0,14,0.00,159.0,76,3.50
1316,fill0,15,0.00,157.0,76,3.49
1316,fill0,16,0.00,158.5,76,3.49
1316,fill1,0,0.00,159.0,76,3.49
1316,fill1,1,0.00,158.0,76,3.49
1316,fill1,2,0.00,159.5,76,3.49
1316,fill1,3,0.00,158.5,76,3.49
1316,fill1,4,0.00,158.8,76,3.49
1316,fill1,5,0.00,158.5,76,3.49
1316,fill1,6,0.00,159.3,76,3.50
1316,fill1,7,0.00,158.8,76,3.49
1316,fill1,8,0.00,159.0,76,3.49
1316,fill1,9,0.00,158.8,76,3.50
1316,fill1,10,0.00,159.0,76,3.49
1316,fill1,11,0.00,158.5,76,3.49
1316,fill1,12,0.00,159.5,76,3.50
1316,fill1,13,0.00,158.8,76,3.50
1316,fill1,14,0.00,158.8,76,3.49
1316,fill1,15,0.00,159.0,76,3.50
1316,fill1,16,0.00,159.5,76,3.50
1756,fill0,0,0.00,151.2,57,3.50
1756,fill0,1,0.00,150.7,57,3.50
1756,fill0,2,0.00,151.0,57,3.49
1756,fill0,3,0.00,150.7,57,3.50
1756,fill0,4,0.00,151.2,57,3.50
1756,fill0,5,0.00,150.5,57,3.49
1756,fill0,6,0.00,151.2,57,3.50
1756,fill0,7,0.00,150.7,57,3.50
1756,fill0,8,0.00,151.0,57,3.49
1756,fill0,9,0.00,150.5,57,3.49
1756,fill0,10,0.00,151.0,57,3.49
1756,fill0,11,0.00,150.5,57,3.49
1756,fill0,12,0.00,151.0,57,3.49
1756,fill0,13,0.00,150.5,57,3.49
1756,fill0,14,0.00,150.5,57,3.48
1756,fill0,15,0.00,150.5,57,3.49
1756,fill0,16,0.00,151.0,57,3.49
1756,fill1,0,0.00,150.7,57,3.49
1756,fill1,1,0.00,151.2,57,3.50
1756,fill1,2,0.00,151.0,57,3.50
1756,fill1,3,0.00,151.0,57,3.49
1756,fill1,4,0.00,151.2,57,3.50
1756,fill1,5,0.00,151.0,57,3.49
1756,fill1,6,0.00,151.0,57,3.50
1756,fill1,7,0.00,151.4,57,3.50
1756,fill1,8,0.00,151.2,57,3.50
1756,fill1,9,0.00,151.0,57,3.49
1756,fill1,10,0.00,151.2,57,3.50
1756,fill1,11,0.00,151.7,57,3.51
1756,fill1,12,0.00,151.0,57,3.50
1756,fill1,13,0.00,151.2,57,3.50
1756,fill1,14,0.00,151.0,57,3.50
1756,fill1,15,0.00,151.2,57,3.50
1756,fill1,16,0.00,151.0,57,3.50
2340,fill0,0,0.00,181.3,43,3.50
2340,fill0,1,0.00,177.1,43,3.49
2340,fill0,2,0.00,181.0,43,3.50
2340,fill0,3,0.00,177.1,43,3.49
2340,fill0,4,0.00,180.3,43,3.49
2340,fill0,5,0.00,177.5,43,3.50
2340,fill0,6,0.00,180.6,43,3.49
2340,fill0,7,0.00,177.1,43,3.49
2340,fill0,8,0.00,180.3,43,3.49
2340,fill0,9,0.00,176.5,43,3.48
2340,fill0,10,0.00,180.6,43,3.49
2340,fill0,11,0.00,177.5,43,3.50
2340,fill0,12,0.00,180.3,43,3.49
2340,fill0,13,0.00,177.1,43,3.49
2340,fill0,14,0.00,181.6,43,3.51
2340,fill0,15,0.00,177.1,43,3.49
2340,fill0,16,0.00,180.3,43,3.49
2340,fill1,0,0.00,180.0,43,3.50
2340,fill1,1,0.00,181.6,43,3.50
2340,fill1,2,0.00,180.3,43,3.51
2340,fill1,3,0.00,181.6,43,3.50
2340,fill1,4,0.00,180.3,43,3.51
2340,fill1,5,0.00,181.3,43,3.50
2340,fill1,6,0.00,179.7,43,3.49
2340,fill1,7,0.00,182.3,43,3.52
2340,fill1,8,0.00,179.7,43,3.49
2340,fill1,9,0.00,181.6,43,3.50
2340,fill1,10,0.00,180.0,43,3.50
2340,fill1,11,0.00,182.0,43,3.51
2340,fill1,12,0.00,179.7,43,3.49
2340,fill1,13,0.00,181.6,43,3.50
2340,fill1,14,0.00,179.7,43,3.49
2340,fill1,15,0.00,181.3,43,3.50
2340,fill1,16,0.00,179.7,43,3.49
3120,fill0,0,0.00,179.1,33,3.49
3120,fill0,1,0.00,179.4,33,3.49
3120,fill0,2,0.00,179.1,33,3.49
3120,fill0,3,0.00,180.0,33,3.50
3120,fill0,4,0.00,178.8,33,3.48
3120,fill0,5,0.00,179.1,33,3.48
3120,fill0,6,0.00,179.4,33,3.49
3120,fill0,7,0.00,179.1,33,3.48
3120,fill0,8,0.00,179.4,33,3.49
3120,fill0,9,0.00,179.4,33,3.49
3120,fill0,10,0.00,179.1,33,3.49
3120,fill0,11,0.00,179.4,33,3.49
3120,fill0,12,0.00,179.4,33,3.49
3120,fill0,13,0.00,179.4,33,3.49
3120,fill0,14,0.00,179.4,33,3.49
3120,fill0,15,0.00,179.4,33,3.49
3120,fill0,16,0.00,179.4,33,3.49
3120,fill1,0,0.00,180.6,33,3.51
3120,fill1,1,0.00,178.1,33,3.49
3120,fill1,2,0.00,180.3,33,3.51
3120,fill1,3,0.00,178.8,33,3.51
3120,fill1,4,0.00,180.3,33,3.51
3120,fill1,5,0.00,178.1,33,3.49
3120,fill1,6,0.00,180.3,33,3.51
3120,fill1,7,0.00,178.1,33,3.49
3120,fill1,8,0.00,180.3,33,3.51
3120,fill1,9,0.00,177.8,33,3.49
3120,fill1,10,0.00,180.3,33,3.51
3120,fill1,11,0.00,178.1,33,3.49
3120,fill1,12,0.00,180.0,33,3.50
3120,fill1,13,0.00,178.4,33,3.50
3120,fill1,14,0.00,180.0,33,3.50
3120,fill1,15,0.00,178.1,33,3.49
3120,fill1,16,0.00,179.4,33,3.49
4160,fill0,0,0.00,183.4,25,3.50
4160,fill0,1,0.00,182.5,25,3.48
4160,fill0,2,0.00,183.4,25,3.49
4160,fill0,3,0.00,183.4,25,3.49
4160,fill0,4,0.00,183.1,25,3.49
4160,fill0,5,0.00,183.1,25,3.49
4160,fill0,6,0.00,183.4,25,3.49
4160,fill0,7,0.00,183.4,25,3.49
4160,fill0,8,0.00,183.4,25,3.49
4160,fill0,9,0.00,183.1,25,3.49
4160,fill0,10,0.00,183.4,25,3.49
4160,fill0,11,0.00,183.7,25,3.50
4160,fill0,12,0.00,183.1,25,3.49
4160,fill0,13,0.00,183.7,25,3.50
4160,fill0,14,0.00,182.8,25,3.49
4160,fill0,15,0.00,184.4,25,3.51
4160,fill0,16,0.00,183.1,25,3.49
4160,fill1,0,0.00,183.7,25,3.51
4160,fill1,1,0.00,183.4,25,3.50
4160,fill1,2,0.00,183.4,25,3.50
4160,fill1,3,0.00,183.7,25,3.50
4160,fill1,4,0.00,183.1,25,3.50
4160,fill1,5,0.00,183.7,25,3.50
4160,fill1,6,0.00,183.4,25,3.50
4160,fill1,7,0.00,183.1,25,3.50
4160,fill1,8,0.00,183.1,25,3.50
4160,fill1,9,0.00,183.7,25,3.50
4160,fill1,10,0.00,183.1,25,3.49
4160,fill1,11,0.00,183.7,25,3.50
4160,fill1,12,0.00,187.4,25,3.50
4160,fill1,13,0.00,186.7,25,3.49
4160,fill1,14,0.00,185.7,25,3.49
4160,fill1,15,0.00,188.4,25,3.49
4160,fill1,16,0.00,186.4,25,3.49
5548,fill0,0,0.00,148.3,19,3.49
5548,fill0,1,0.00,148.3,19,3.50
5548,fill0,2,0.00,148.1,19,3.48
5548,fill0,3,0.00,147.8,19,3.49
5548,fill0,4,0.00,147.6,19,3.50
5548,fill0,5,0.00,148.1,19,3.49
5548,fill0,6,0.00,148.7,19,3.50
5548,fill0,7,0.00,148.3,19,3.50
5548,fill0,8,0.00,148.3,19,3.49
5548,fill0,9,0.00,148.3,19,3.50
5548,fill0,10,0.00,148.5,19,3.50
5548,fill0,11,0.00,148.1,19,3.49
5548,fill0,12,0.00,148.7,19,3.50
5548,fill0,13,0.00,148.5,19,3.50
5548,fill0,14,0.00,148.7,19,3.50
5548,fill0,15,0.00,148.3,19,3.50
5548,fill0,16,0.00,148.7,19,3.50
5548,fill1,0,0.00,146.2,19,3.50
5548,fill1,1,0.00,148.7,19,3.49
5548,fill1,2,0.00,142.6,19,3.49
5548,fill1,3,0.00,147.2,19,3.49
5548,fill1,4,0.00,147.4,19,3.49
5548,fill1,5,0.00,147.0,19,3.49
5548,fill1,6,0.00,147.4,19,3.49
5548,fill1,7,0.00,147.0,19,3.49
5548,fill1,8,0.00,146.2,19,3.49
5548,fill1,9,0.00,147.2,19,3.49
5548,fill1,10,0.00,146.8,19,3.48
5548,fill1,11,0.00,146.8,19,3.49
5548,fill1,12,0.00,147.2,19,3.49
5548,fill1,13,0.00,147.0,19,3.49
5548,fill1,14,0.00,146.4,19,3.49
5548,fill1,15,0.00,146.8,19,3.49
5548,fill1,16,0.00,147.2,19,3.49
7396,fill0,0,0.00,156.4,14,3.50
7396,fill0,1,0.00,156.2,14,3.49
7396,fill0,2,0.00,156.6,14,3.50
7396,fill0,3,0.00,155.7,14,3.51
7396,fill0,4,0.00,156.2,14,3.50
7396,fill0,5,0.00,155.2,14,3.50
7396,fill0,6,0.00,156.4,14,3.50
7396,fill0,7,0.00,156.2,14,3.50
7396,fill0,8,0.00,156.6,14,3.50
7396,fill0,9,0.00,155.0,14,3.50
7396,fill0,10,0.00,156.4,14,3.50
7396,fill0,11,0.00,155.0,14,3.50
7396,fill0,12,0.00,156.2,14,3.50
7396,fill0,13,0.00,155.9,14,3.49
7396,fill0,14,0.00,156.4,14,3.50
7396,fill0,15,0.00,155.0,14,3.50
7396,fill0,16,0.00,156.4,14,3.50
7396,fill1,0,0.00,157.1,14,3.49
7396,fill1,1,0.00,157.6,14,3.49
7396,fill1,2,0.00,155.7,14,3.49
7396,fill1,3,0.00,156.6,14,3.49
7396,fill1,4,0.00,155.7,14,3.49
7396,fill1,5,0.00,157.1,14,3.49
7396,fill1,6,0.00,157.1,14,3.49
7396,fill1,7,0.00,157.8,14,3.50
7396,fill1,8,0.00,155.7,14,3.49
7396,fill1,9,0.00,157.6,14,3.50
7396,fill1,10,0.00,155.7,14,3.49
7396,fill1,11,0.00,157.1,14,3.50
7396,fill1,12,0.00,157.1,14,3.50
7396,fill1,13,0.00,157.6,14,3.49
7396,fill1,14,0.00,156.4,14,3.50
7396,fill1,15,0.00,157.1,14,3.49
7396,fill1,16,0.00,156.2,14,3.50
9864,fill0,0,0.00,167.4,11,3.49
9864,fill0,1,0.00,166.4,11,3.50
9864,fill0,2,0.00,167.4,11,3.49
9864,fill0,3,0.00,168.2,11,3.51
9864,fill0,4,0.00,168.2,11,3.50
9864,fill0,5,0.00,165.7,11,3.49
9864,fill0,6,0.00,167.7,11,3.49
9864,fill0,7,0.00,166.4,11,3.49
9864,fill0,8,0.00,167.4,11,3.49
9864,fill0,9,0.00,167.2,11,3.49
9864,fill0,10,0.00,168.0,11,3.49
9864,fill0,11,0.00,166.4,11,3.50
9864,fill0,12,0.00,167.2,11,3.49
9864,fill0,13,0.00,165.9,11,3.49
9864,fill0,14,0.00,167.2,11,3.48
9864,fill0,15,0.00,167.4,11,3.49
9864,fill0,16,0.00,167.4,11,3.48
9864,fill1,0,0.00,167.4,11,3.49
9864,fill1,1,0.00,168.7,11,3.51
9864,fill1,2,0.00,166.7,11,3.50
9864,fill1,3,0.00,167.2,11,3.49
9864,fill1,4,0.00,166.7,11,3.50
9864,fill1,5,0.00,167.4,11,3.49
9864,fill1,6,0.00,168.2,11,3.51
9864,fill1,7,0.00,168.5,11,3.50
9864,fill1,8,0.00,166.7,11,3.50
9864,fill1,9,0.00,167.7,11,3.50
9864,fill1,10,0.00,166.7,11,3.50
9864,fill1,11,0.00,167.7,11,3.50
9864,fill1,12,0.00,168.0,11,3.50
9864,fill1,13,0.00,168.2,11,3.50
9864,fill1,14,0.00,166.7,11,3.50
9864,fill1,15,0.00,167.7,11,3.49
9864,fill1,16,0.00,166.4,11,3.50
13152,fill0,0,0.00,176.2,8,3.49
13152,fill0,1,0.00,174.2,8,3.49
13152,fill0,2,0.00,174.2,8,3.49
13152,fill0,3,0.00,176.2,8,3.49
13152,fill0,4,0.00,174.2,8,3.49
13152,fill0,5,0.00,174.8,8,3.50
13152,fill0,6,0.00,175.4,8,3.48
13152,fill0,7,0.00,174.8,8,3.50
13152,fill0,8,0.00,174.2,8,3.49
13152,fill0,9,0.00,175.9,8,3.49
13152,fill0,10,0.00,174.8,8,3.50
13152,fill0,11,0.00,174.2,8,3.49
13152,fill0,12,0.00,176.5,8,3.50
13152,fill0,13,0.00,174.5,8,3.49
13152,fill0,14,0.00,174.2,8,3.49
13152,fill0,15,0.00,176.2,8,3.49
13152,fill0,16,0.00,174.8,8,3.50
13152,fill1,0,0.00,176.5,8,3.50
13152,fill1,1,0.00,174.8,8,3.50
13152,fill1,2,0.00,175.1,8,3.50
13152,fill1,3,0.00,176.5,8,3.50
13152,fill1,4,0.00,175.1,8,3.51
13152,fill1,5,0.00,174.8,8,3.50
13152,fill1,6,0.00,176.5,8,3.50
13152,fill1,7,0.00,174.8,8,3.50
13152,fill1,8,0.00,175.1,8,3.51
13152,fill1,9,0.00,176.5,8,3.50
13152,fill1,10,0.00,174.8,8,3.50
13152,fill1,11,0.00,174.8,8,3.50
13152,fill1,12,0.00,176.5,8,3.50
13152,fill1,13,0.00,174.8,8,3.50
13152,fill1,14,0.00,174.2,8,3.49
13152,fill1,15,0.00,176.5,8,3.50
13152,fill1,16,0.00,174.8,8,3.50
17536,fill0,0,0.00,181.4,6,3.49
17536,fill0,1,0.00,181.1,6,3.49
17536,fill0,2,0.00,180.8,6,3.48
17536,fill0,3,0.00,181.7,6,3.50
17536,fill0,4,0.00,181.1,6,3.49
17536,fill0,5,0.00,181.4,6,3.49
