Size,Algo,Trial,Stampms,GB/s,Iters,uncR,uncW
660000,alt01,0,0.01,51.1,2,0.00,0.00
660000,alt01,1,0.01,50.2,2,0.00,0.00
660000,alt01,2,0.01,51.5,2,0.00,0.00
660000,alt01,3,0.01,51.0,2,0.00,0.00
660000,alt01,4,0.01,50.6,2,0.00,0.00
660000,alt01,5,0.01,50.3,2,0.00,0.00
660000,alt01,6,0.01,51.3,2,0.00,0.00
660000,alt01,7,0.01,51.1,2,0.00,0.00
660000,alt01,8,0.01,50.4,2,0.00,0.00
660000,alt01,9,0.01,51.2,2,0.00,0.00
660000,alt01,10,0.01,51.2,2,0.00,0.00
660000,alt01,11,0.01,50.9,2,0.00,0.00
660000,alt01,12,0.01,50.8,2,0.00,0.00
660000,alt01,13,0.01,51.3,2,0.00,0.00
660000,alt01,14,0.01,51.2,2,0.00,0.00
660000,alt01,15,0.01,50.5,2,0.00,0.00
660000,alt01,16,0.01,50.9,2,0.00,0.00
726000,fill0,0,0.01,59.3,2,0.00,0.00
726000,fill0,1,0.01,58.8,2,0.00,0.00
726000,fill0,2,0.01,59.1,2,0.00,0.00
726000,fill0,3,0.01,59.2,2,0.00,0.00
726000,fill0,4,0.01,59.4,2,0.00,0.00
726000,fill0,5,0.01,59.0,2,0.00,0.00
726000,fill0,6,0.01,58.7,2,0.00,0.00
726000,fill0,7,0.01,57.7,2,0.00,0.00
726000,fill0,8,0.01,59.2,2,0.00,0.00
726000,fill0,9,0.01,58.6,2,0.00,0.00
726000,fill0,10,0.01,58.3,2,0.00,0.00
726000,fill0,11,0.01,59.4,2,0.00,0.00
726000,fill0,12,0.01,58.8,2,0.00,0.00
726000,fill0,13,0.01,57.9,2,0.00,0.00
726000,fill0,14,0.01,59.5,2,0.00,0.00
726000,fill0,15,0.01,60.1,2,0.00,0.00
726000,fill0,16,0.01,58.6,2,0.00,0.00
726000,fill1,0,0.02,44.6,2,0.00,0.00
726000,fill1,1,0.02,44.2,2,0.00,0.00
726000,fill1,2,0.03,21.9,2,0.00,0.00
726000,fill1,3,0.02,41.8,2,0.00,0.00
726000,fill1,4,0.02,41.8,2,0.00,0.00
726000,fill1,5,0.03,20.8,2,0.02,0.01
726000,fill1,6,0.02,43.7,2,0.00,0.00
726000,fill1,7,0.02,44.6,2,0.00,0.00
726000,fill1,8,0.02,44.0,2,0.00,0.00
726000,fill1,9,0.02,44.5,2,0.00,0.00
726000,fill1,10,0.02,43.4,2,0.00,0.00
726000,fill1,11,0.02,44.7,2,0.00,0.00
726000,fill1,12,0.02,44.5,2,0.00,0.00
726000,fill1,13,0.02,44.7,2,0.00,0.00
726000,fill1,14,0.02,44.7,2,0.00,0.00
726000,fill1,15,0.02,43.7,2,0.00,0.00
726000,fill1,16,0.02,44.2,2,0.00,0.00
726000,alt01,0,0.02,48.1,2,0.00,0.00
726000,alt01,1,0.02,48.1,2,0.00,0.00
726000,alt01,2,0.02,47.7,2,0.00,0.00
726000,alt01,3,0.02,48.0,2,0.00,0.00
726000,alt01,4,0.02,32.4,2,0.00,0.00
726000,alt01,5,0.02,47.9,2,0.00,0.00
726000,alt01,6,0.02,48.0,2,0.00,0.00
726000,alt01,7,0.02,48.1,2,0.00,0.00
726000,alt01,8,0.01,48.5,2,0.00,0.00
726000,alt01,9,0.02,48.0,2,0.00,0.00
726000,alt01,10,0.02,47.8,2,0.00,0.00
726000,alt01,11,0.02,47.7,2,0.00,0.00
726000,alt01,12,0.01,48.6,2,0.00,0.00
726000,alt01,13,0.02,47.5,2,0.00,0.00
726000,alt01,14,0.02,47.5,2,0.00,0.00
726000,alt01,15,0.02,48.1,2,0.00,0.00
726000,alt01,16,0.02,48.2,2,0.00,0.00
798600,fill0,0,0.01,57.8,2,0.00,0.00
798600,fill0,1,0.01,57.9,2,0.00,0.00
798600,fill0,2,0.01,57.9,2,0.00,0.00
798600,fill0,3,0.01,57.7,2,0.00,0.00
798600,fill0,4,0.01,57.0,2,0.00,0.00
798600,fill0,5,0.01,58.3,2,0.00,0.00
798600,fill0,6,0.01,57.1,2,0.00,0.00
798600,fill0,7,0.02,49.4,2,0.00,0.00
798600,fill0,8,0.01,57.9,2,0.00,0.00
798600,fill0,9,0.01,58.3,2,0.00,0.00
798600,fill0,10,0.01,57.9,2,0.00,0.00
798600,fill0,11,0.01,58.0,2,0.00,0.00
798600,fill0,12,0.01,56.6,2,0.00,0.00
798600,fill0,13,0.01,58.2,2,0.00,0.00
798600,fill0,14,0.01,58.3,2,0.00,0.00
798600,fill0,15,0.01,56.8,2,0.00,0.00
798600,fill0,16,0.01,57.9,2,0.00,0.00
798600,fill1,0,0.02,42.6,2,0.00,0.00
798600,fill1,1,0.02,42.3,2,0.00,0.00
798600,fill1,2,0.02,42.7,2,0.00,0.00
798600,fill1,3,0.02,42.8,2,0.00,0.00
798600,fill1,4,0.02,42.3,2,0.00,0.00
798600,fill1,5,0.02,42.8,2,0.00,0.00
798600,fill1,6,0.02,43.0,2,0.00,0.00
798600,fill1,7,0.02,42.5,2,0.00,0.00
798600,fill1,8,0.02,42.4,2,0.00,0.00
798600,fill1,9,0.02,42.7,2,0.00,0.00
798600,fill1,10,0.02,42.6,2,0.00,0.00
798600,fill1,11,0.02,42.7,2,0.00,0.00
798600,fill1,12,0.02,42.6,2,0.00,0.00
798600,fill1,13,0.02,42.7,2,0.00,0.00
798600,fill1,14,0.02,42.9,2,0.00,0.00
798600,fill1,15,0.02,42.5,2,0.00,0.00
798600,fill1,16,0.02,42.3,2,0.00,0.00
798600,alt01,0,0.02,45.1,2,0.00,0.00
798600,alt01,1,0.02,45.5,2,0.00,0.00
798600,alt01,2,0.02,45.6,2,0.00,0.00
798600,alt01,3,0.02,45.8,2,0.00,0.00
798600,alt01,4,0.02,45.3,2,0.00,0.00
798600,alt01,5,0.02,45.5,2,0.00,0.00
798600,alt01,6,0.02,45.4,2,0.00,0.00
798600,alt01,7,0.02,45.4,2,0.00,0.00
798600,alt01,8,0.02,45.8,2,0.00,0.00
798600,alt01,9,0.02,45.2,2,0.00,0.00
798600,alt01,10,0.02,45.6,2,0.00,0.00
798600,alt01,11,0.02,43.9,2,0.00,0.00
798600,alt01,12,0.03,24.5,2,0.00,0.00
798600,alt01,13,0.02,43.0,2,0.00,0.00
798600,alt01,14,0.04,22.0,2,0.00,0.00
798600,alt01,15,0.02,45.6,2,0.00,0.00
798600,alt01,16,0.02,45.3,2,0.00,0.00
878460,fill0,0,0.02,57.1,2,0.00,0.00
878460,fill0,1,0.02,56.7,2,0.00,0.00
878460,fill0,2,0.02,57.0,2,0.00,0.00
878460,fill0,3,0.02,56.4,2,0.00,0.00
878460,fill0,4,0.02,57.0,2,0.00,0.00
878460,fill0,5,0.02,56.6,2,0.00,0.00
878460,fill0,6,0.02,56.2,2,0.00,0.00
878460,fill0,7,0.02,56.6,2,0.00,0.00
878460,fill0,8,0.02,57.2,2,0.00,0.00
878460,fill0,9,0.02,56.9,2,0.00,0.00
878460,fill0,10,0.02,56.5,2,0.00,0.00
878460,fill0,11,0.02,56.7,2,0.00,0.00
878460,fill0,12,0.02,56.9,2,0.00,0.00
878460,fill0,13,0.02,56.0,2,0.00,0.00
878460,fill0,14,0.02,56.6,2,0.00,0.00
878460,fill0,15,0.02,56.9,2,0.00,0.00
878460,fill0,16,0.02,56.9,2,0.00,0.00
878460,fill1,0,0.04,21.0,2,0.01,0.01
878460,fill1,1,0.05,19.5,2,0.01,0.01
878460,fill1,2,0.04,23.8,2,0.05,0.03
878460,fill1,3,0.02,38.3,2,0.04,0.04
878460,fill1,4,0.02,35.5,2,0.06,0.04
878460,fill1,5,0.02,38.2,2,0.04,0.03
878460,fill1,6,0.05,16.7,2,0.03,0.01
878460,fill1,7,0.04,20.2,2,0.00,0.00
878460,fill1,8,0.02,38.9,2,0.02,0.01
878460,fill1,9,0.02,39.6,2,0.00,0.00
878460,fill1,10,0.04,19.6,2,0.01,0.00
878460,fill1,11,0.05,17.8,2,0.01,0.01
878460,fill1,12,0.05,17.9,2,0.04,0.04
878460,fill1,13,0.02,38.0,2,0.01,0.00
878460,fill1,14,0.03,26.2,2,0.00,0.00
878460,fill1,15,0.02,39.7,2,0.00,0.00
878460,fill1,16,0.02,39.5,2,0.00,0.00
878460,alt01,0,0.02,40.6,2,0.00,0.00
878460,alt01,1,0.02,40.4,2,0.00,0.00
878460,alt01,2,0.02,40.6,2,0.00,0.00
878460,alt01,3,0.02,40.3,2,0.00,0.00
878460,alt01,4,0.02,40.7,2,0.00,0.00
878460,alt01,5,0.02,40.6,2,0.00,0.00
878460,alt01,6,0.02,40.7,2,0.00,0.00
878460,alt01,7,0.02,40.5,2,0.00,0.00
878460,alt01,8,0.02,40.5,2,0.00,0.00
878460,alt01,9,0.02,40.7,2,0.00,0.00
878460,alt01,10,0.02,40.7,2,0.00,0.00
878460,alt01,11,0.02,40.1,2,0.00,0.00
878460,alt01,12,0.02,40.4,2,0.00,0.00
878460,alt01,13,0.02,40.4,2,0.00,0.00
878460,alt01,14,0.02,40.2,2,0.00,0.00
878460,alt01,15,0.02,40.4,2,0.00,0.00
878460,alt01,16,0.02,40.4,2,0.00,0.00
966304,fill0,0,0.02,56.4,2,0.00,0.00
966304,fill0,1,0.02,55.9,2,0.00,0.00
966304,fill0,2,0.02,56.3,2,0.00,0.00
966304,fill0,3,0.02,56.2,2,0.00,0.00
966304,fill0,4,0.02,55.7,2,0.00,0.00
966304,fill0,5,0.02,56.2,2,0.00,0.00
966304,fill0,6,0.02,56.8,2,0.00,0.00
966304,fill0,7,0.02,55.8,2,0.00,0.00
966304,fill0,8,0.02,56.5,2,0.00,0.00
966304,fill0,9,0.02,55.7,2,0.00,0.00
966304,fill0,10,0.02,57.0,2,0.00,0.00
966304,fill0,11,0.02,56.2,2,0.00,0.00
966304,fill0,12,0.02,56.5,2,0.00,0.00
966304,fill0,13,0.02,56.7,2,0.00,0.00
966304,fill0,14,0.02,56.7,2,0.00,0.00
966304,fill0,15,0.02,56.7,2,0.00,0.00
966304,fill0,16,0.02,49.6,2,0.00,0.00
966304,fill1,0,0.02,40.7,2,0.00,0.00
966304,fill1,1,0.02,40.4,2,0.00,0.00
966304,fill1,2,0.02,40.6,2,0.00,0.00
966304,fill1,3,0.02,40.8,2,0.00,0.00
966304,fill1,4,0.02,40.7,2,0.00,0.00
966304,fill1,5,0.02,40.6,2,0.00,0.00
966304,fill1,6,0.02,40.3,2,0.00,0.00
966304,fill1,7,0.02,40.6,2,0.00,0.00
966304,fill1,8,0.02,40.6,2,0.00,0.00
966304,fill1,9,0.02,40.6,2,0.00,0.00
966304,fill1,10,0.02,40.6,2,0.00,0.00
966304,fill1,11,0.03,37.2,2,0.00,0.00
966304,fill1,12,0.02,40.8,2,0.00,0.00
966304,fill1,13,0.02,40.7,2,0.00,0.00
966304,fill1,14,0.02,40.2,2,0.00,0.00
966304,fill1,15,0.02,40.7,2,0.00,0.00
966304,fill1,16,0.02,40.6,2,0.00,0.00
966304,alt01,0,0.02,42.8,2,0.00,0.00
966304,alt01,1,0.02,43.3,2,0.00,0.00
966304,alt01,2,0.02,40.0,2,0.00,0.00
966304,alt01,3,0.02,43.2,2,0.00,0.00
966304,alt01,4,0.02,43.4,2,0.00,0.00
966304,alt01,5,0.02,43.1,2,0.00,0.00
966304,alt01,6,0.02,43.3,2,0.00,0.00
966304,alt01,7,0.02,43.2,2,0.00,0.00
966304,alt01,8,0.02,43.4,2,0.00,0.00
966304,alt01,9,0.02,43.0,2,0.00,0.00
966304,alt01,10,0.02,43.1,2,0.00,0.00
966304,alt01,11,0.02,43.0,2,0.00,0.00
966304,alt01,12,0.02,43.4,2,0.00,0.00
966304,alt01,13,0.02,43.2,2,0.00,0.00
966304,alt01,14,0.02,43.3,2,0.00,0.00
966304,alt01,15,0.02,43.2,2,0.00,0.00
966304,alt01,16,0.02,43.3,2,0.00,0.00
1062936,fill0,0,0.02,56.5,2,0.00,0.00
1062936,fill0,1,0.02,55.9,2,0.00,0.00
1062936,fill0,2,0.04,28.3,2,0.00,0.00
1062936,fill0,3,0.02,53.3,2,0.00,0.00
1062936,fill0,4,0.02,52.7,2,0.00,0.00
1062936,fill0,5,0.04,28.6,2,0.00,0.00
1062936,fill0,6,0.02,56.8,2,0.00,0.00
1062936,fill0,7,0.02,56.5,2,0.00,0.00
1062936,fill0,8,0.02,56.7,2,0.00,0.00
1062936,fill0,9,0.02,56.8,2,0.00,0.00
1062936,fill0,10,0.02,56.1,2,0.00,0.00
1062936,fill0,11,0.02,56.0,2,0.00,0.00
1062936,fill0,12,0.02,56.7,2,0.00,0.00
1062936,fill0,13,0.02,56.5,2,0.00,0.00
1062936,fill0,14,0.02,56.5,2,0.00,0.00
1062936,fill0,15,0.02,56.6,2,0.00,0.00
1062936,fill0,16,0.02,56.6,2,0.00,0.00
1062936,fill1,0,0.03,40.5,2,0.00,0.00
1062936,fill1,1,0.03,40.5,2,0.00,0.00
1062936,fill1,2,0.03,40.7,2,0.00,0.00
1062936,fill1,3,0.03,40.5,2,0.00,0.00
1062936,fill1,4,0.03,40.5,2,0.00,0.00
1062936,fill1,5,0.03,40.3,2,0.00,0.00
1062936,fill1,6,0.03,40.6,2,0.00,0.00
1062936,fill1,7,0.03,40.4,2,0.00,0.00
1062936,fill1,8,0.03,40.5,2,0.00,0.00
1062936,fill1,9,0.03,40.3,2,0.00,0.00
1062936,fill1,10,0.03,40.5,2,0.00,0.00
1062936,fill1,11,0.03,40.5,2,0.00,0.00
1062936,fill1,12,0.03,40.4,2,0.00,0.00
1062936,fill1,13,0.03,37.9,2,0.00,0.00
1062936,fill1,14,0.03,40.4,2,0.00,0.00
1062936,fill1,15,0.03,40.1,2,0.00,0.00
1062936,fill1,16,0.03,40.3,2,0.00,0.00
1062936,alt01,0,0.02,43.2,2,0.00,0.00
1062936,alt01,1,0.02,43.2,2,0.01,0.00
1062936,alt01,2,0.07,15.2,2,0.00,0.00
1062936,alt01,3,0.06,18.6,2,0.00,0.00
1062936,alt01,4,0.02,42.8,2,0.03,0.02
1062936,alt01,5,0.02,42.9,2,0.04,0.02
1062936,alt01,6,0.03,40.0,2,0.04,0.01
1062936,alt01,7,0.02,42.8,2,0.04,0.01
1062936,alt01,8,0.02,42.7,2,0.04,0.01
1062936,alt01,9,0.04,25.5,2,0.00,0.00
1062936,alt01,10,0.03,40.6,2,0.01,0.00
1062936,alt01,11,0.03,40.4,2,0.05,0.01
1062936,alt01,12,0.03,40.7,2,0.03,0.01
1062936,alt01,13,0.03,40.7,2,0.02,0.01
1062936,alt01,14,0.03,37.3,2,0.00,0.00
1062936,alt01,15,0.03,37.1,2,0.02,0.01
1062936,alt01,16,0.03,39.7,2,0.01,0.00
1169228,fill0,0,0.02,47.0,2,0.19,0.10
1169228,fill0,1,0.02,50.1,2,0.10,0.06
1169228,fill0,2,0.02,50.4,2,0.09,0.05
1169228,fill0,3,0.02,50.4,2,0.08,0.06
1169228,fill0,4,0.02,50.2,2,0.07,0.06
1169228,fill0,5,0.02,50.7,2,0.04,0.06
1169228,fill0,6,0.02,50.5,2,0.00,0.03
1169228,fill0,7,0.02,51.6,2,0.00,0.00
1169228,fill0,8,0.02,51.3,2,0.00,0.00
1169228,fill0,9,0.03,37.9,2,0.00,0.00
1169228,fill0,10,0.03,46.4,2,0.01,0.00
1169228,fill0,11,0.03,37.7,2,0.00,0.00
1169228,fill0,12,0.02,51.6,2,0.00,0.00
1169228,fill0,13,0.02,51.6,2,0.00,0.00
1169228,fill0,14,0.03,36.0,2,0.00,0.00
1169228,fill0,15,0.02,50.8,2,0.00,0.00
1169228,fill0,16,0.02,50.2,2,0.00,0.00
1169228,fill1,0,0.03,39.1,2,0.00,0.00
1169228,fill1,1,0.03,39.0,2,0.00,0.00
1169228,fill1,2,0.03,39.1,2,0.00,0.00
1169228,fill1,3,0.03,36.3,2,0.00,0.00
1169228,fill1,4,0.03,39.0,2,0.00,0.00
1169228,fill1,5,0.03,39.0,2,0.00,0.00
1169228,fill1,6,0.03,38.9,2,0.00,0.00
1169228,fill1,7,0.03,39.3,2,0.00,0.00
1169228,fill1,8,0.03,38.8,2,0.00,0.00
1169228,fill1,9,0.03,39.0,2,0.00,0.00
1169228,fill1,10,0.03,39.2,2,0.00,0.00
1169228,fill1,11,0.03,39.1,2,0.00,0.00
1169228,fill1,12,0.03,39.0,2,0.00,0.00
1169228,fill1,13,0.03,38.9,2,0.00,0.00
1169228,fill1,14,0.03,39.1,2,0.00,0.00
1169228,fill1,15,0.03,39.2,2,0.00,0.00
1169228,fill1,16,0.03,39.0,2,0.00,0.00
1169228,alt01,0,0.03,43.3,2,0.00,0.00
1169228,alt01,1,0.03,43.4,2,0.00,0.00
1169228,alt01,2,0.03,43.2,2,0.00,0.00
1169228,alt01,3,0.03,43.4,2,0.00,0.00
1169228,alt01,4,0.03,43.3,2,0.00,0.00
1169228,alt01,5,0.03,43.5,2,0.00,0.00
1169228,alt01,6,0.03,43.3,2,0.00,0.00
1169228,alt01,7,0.03,43.3,2,0.00,0.00
1169228,alt01,8,0.03,43.4,2,0.00,0.00
1169228,alt01,9,0.03,40.8,2,0.00,0.00
1169228,alt01,10,0.03,43.2,2,0.00,0.00
1169228,alt01,11,0.03,42.0,2,0.00,0.00
1169228,alt01,12,0.04,27.4,2,0.00,0.00
1169228,alt01,13,0.03,40.8,2,0.00,0.00
1169228,alt01,14,0.04,26.3,2,0.00,0.00
1169228,alt01,15,0.03,43.3,2,0.00,0.00
1169228,alt01,16,0.03,43.4,2,0.00,0.00
1286148,fill0,0,0.02,57.2,2,0.00,0.00
1286148,fill0,1,0.02,57.1,2,0.00,0.00
1286148,fill0,2,0.02,57.1,2,0.00,0.00
1286148,fill0,3,0.02,55.0,2,0.00,0.00
1286148,fill0,4,0.02,57.2,2,0.00,0.00
1286148,fill0,5,0.02,56.0,2,0.03,0.00
1286148,fill0,6,0.02,56.7,2,0.02,0.00
1286148,fill0,7,0.02,56.5,2,0.02,0.00
1286148,fill0,8,0.02,56.8,2,0.01,0.00
1286148,fill0,9,0.02,56.8,2,0.00,0.00
1286148,fill0,10,0.02,54.1,2,0.01,0.00
1286148,fill0,11,0.02,56.9,2,0.01,0.00
1286148,fill0,12,0.02,56.8,2,0.01,0.00
1286148,fill0,13,0.02,56.7,2,0.01,0.00
1286148,fill0,14,0.02,56.4,2,0.01,0.00
1286148,fill0,15,0.05,24.0,2,0.01,0.00
1286148,fill0,16,0.02,56.4,2,0.02,0.00
1286148,fill1,0,0.04,29.5,2,0.01,0.05
1286148,fill1,1,0.05,24.7,2,0.01,0.05
1286148,fill1,2,0.03,37.2,2,0.01,0.04
1286148,fill1,3,0.04,36.4,2,0.04,0.13
1286148,fill1,4,0.04,36.3,2,0.04,0.12
1286148,fill1,5,0.03,37.1,2,0.02,0.07
1286148,fill1,6,0.03,36.8,2,0.01,0.05
1286148,fill1,7,0.03,37.4,2,0.00,0.03
1286148,fill1,8,0.03,37.1,2,0.00,0.02
1286148,fill1,9,0.03,37.4,2,0.00,0.02
1286148,fill1,10,0.03,37.2,2,0.00,0.06
1286148,fill1,11,0.03,37.3,2,0.00,0.05
1286148,fill1,12,0.03,37.1,2,0.00,0.02
1286148,fill1,13,0.03,37.3,2,0.00,0.02
1286148,fill1,14,0.03,37.4,2,0.00,0.01
1286148,fill1,15,0.03,36.9,2,0.00,0.01
1286148,fill1,16,0.03,37.3,2,0.00,0.01
1286148,alt01,0,0.03,40.7,2,0.02,0.12
1286148,alt01,1,0.03,40.6,2,0.02,0.11
1286148,alt01,2,0.03,40.5,2,0.03,0.17
1286148,alt01,3,0.03,40.9,2,0.02,0.09
1286148,alt01,4,0.03,40.9,2,0.01,0.08
1286148,alt01,5,0.03,40.8,2,0.02,0.09
1286148,alt01,6,0.03,40.9,2,0.01,0.10
1286148,alt01,7,0.03,41.1,2,0.00,0.05
1286148,alt01,8,0.03,41.3,2,0.00,0.03
1286148,alt01,9,0.06,20.3,2,0.00,0.02
1286148,alt01,10,0.03,37.8,2,0.02,0.05
1286148,alt01,11,0.03,41.4,2,0.00,0.00
1286148,alt01,12,0.03,41.3,2,0.00,0.00
1286148,alt01,13,0.03,38.4,2,0.00,0.00
1286148,alt01,14,0.03,41.4,2,0.00,0.00
1286148,alt01,15,0.03,41.4,2,0.00,0.00
1286148,alt01,16,0.03,39.6,2,0.00,0.00
1414764,fill0,0,0.03,52.2,2,0.00,0.00
1414764,fill0,1,0.03,51.6,2,0.00,0.00
1414764,fill0,2,0.03,52.0,2,0.00,0.00
1414764,fill0,3,0.03,51.9,2,0.00,0.00
1414764,fill0,4,0.03,51.9,2,0.00,0.00
1414764,fill0,5,0.03,51.9,2,0.00,0.00
1414764,fill0,6,0.03,52.1,2,0.00,0.00
1414764,fill0,7,0.03,51.6,2,0.00,0.00
1414764,fill0,8,0.03,52.0,2,0.00,0.00
1414764,fill0,9,0.03,52.0,2,0.00,0.00
1414764,fill0,10,0.03,51.9,2,0.00,0.00
1414764,fill0,11,0.03,52.1,2,0.00,0.00
1414764,fill0,12,0.03,52.0,2,0.00,0.00
1414764,fill0,13,0.03,51.9,2,0.00,0.00
1414764,fill0,14,0.03,52.1,2,0.00,0.00
1414764,fill0,15,0.03,52.1,2,0.00,0.00
1414764,fill0,16,0.03,52.0,2,0.00,0.00
1414764,fill1,0,0.04,36.5,2,0.03,0.07
1414764,fill1,1,0.04,36.8,2,0.04,0.07
1414764,fill1,2,0.05,28.4,2,0.02,0.02
1414764,fill1,3,0.03,40.8,2,0.00,0.00
1414764,fill1,4,0.04,33.5,2,0.00,0.00
1414764,fill1,5,0.03,40.8,2,0.00,0.00
1414764,fill1,6,0.03,40.7,2,0.00,0.00
1414764,fill1,7,0.03,40.8,2,0.00,0.00
1414764,fill1,8,0.03,40.7,2,0.00,0.00
1414764,fill1,9,0.03,40.8,2,0.00,0.00
1414764,fill1,10,0.03,40.8,2,0.00,0.00
1414764,fill1,11,0.03,40.8,2,0.00,0.00
1414764,fill1,12,0.03,40.8,2,0.00,0.00
1414764,fill1,13,0.03,40.7,2,0.00,0.00
1414764,fill1,14,0.03,40.8,2,0.00,0.00
1414764,fill1,15,0.04,38.3,2,0.00,0.00
1414764,fill1,16,0.03,40.8,2,0.00,0.00
1414764,alt01,0,0.03,43.4,2,0.00,0.00
1414764,alt01,1,0.03,41.1,2,0.00,0.00
1414764,alt01,2,0.03,43.3,2,0.00,0.00
1414764,alt01,3,0.03,43.4,2,0.00,0.00
1414764,alt01,4,0.03,43.3,2,0.00,0.00
1414764,alt01,5,0.03,43.3,2,0.00,0.00
1414764,alt01,6,0.03,43.4,2,0.00,0.00
1414764,alt01,7,0.03,43.4,2,0.00,0.00
1414764,alt01,8,0.03,43.4,2,0.00,0.00
1414764,alt01,9,0.03,43.6,2,0.00,0.00
1414764,alt01,10,0.03,43.3,2,0.00,0.00
1414764,alt01,11,0.03,43.4,2,0.00,0.00
1414764,alt01,12,0.03,43.3,2,0.00,0.00
1414764,alt01,13,0.03,43.3,2,0.00,0.00
1414764,alt01,14,0.03,43.3,2,0.00,0.00
