Size,Algo,Trial,Stampms,GB/s,Iters,l2-out-silent,l2-out-non-silent
48620,alt01,13,0.00,103.7,3,0.00,0.00
48620,alt01,14,0.00,103.4,3,0.00,0.00
48620,alt01,15,0.00,101.9,3,0.00,0.00
48620,alt01,16,0.00,105.8,3,0.00,0.00
51048,fill0,0,0.00,61.6,2,0.00,0.00
51048,fill0,1,0.00,62.4,2,0.00,0.00
51048,fill0,2,0.00,64.5,2,0.00,0.00
51048,fill0,3,0.00,64.7,2,0.00,0.00
51048,fill0,4,0.00,62.6,2,0.00,0.00
51048,fill0,5,0.00,64.1,2,0.00,0.00
51048,fill0,6,0.00,62.0,2,0.00,0.00
51048,fill0,7,0.00,64.7,2,0.00,0.00
51048,fill0,8,0.00,62.9,2,0.00,0.00
51048,fill0,9,0.00,63.0,2,0.00,0.00
51048,fill0,10,0.00,63.3,2,0.00,0.00
51048,fill0,11,0.00,63.9,2,0.00,0.00
51048,fill0,12,0.00,65.5,2,0.00,0.00
51048,fill0,13,0.00,65.5,2,0.00,0.00
51048,fill0,14,0.00,65.8,2,0.00,0.00
51048,fill0,15,0.00,64.6,2,0.00,0.00
51048,fill0,16,0.00,63.4,2,0.00,0.00
51048,fill1,0,0.00,63.8,2,0.00,0.00
51048,fill1,1,0.00,64.3,2,0.00,0.00
51048,fill1,2,0.00,64.3,2,0.00,0.00
51048,fill1,3,0.00,65.5,2,0.00,0.00
51048,fill1,4,0.00,67.2,2,0.00,0.00
51048,fill1,5,0.00,64.8,2,0.00,0.00
51048,fill1,6,0.00,65.6,2,0.00,0.00
51048,fill1,7,0.00,62.5,2,0.00,0.00
51048,fill1,8,0.00,66.2,2,0.00,0.00
51048,fill1,9,0.00,66.8,2,0.00,0.00
51048,fill1,10,0.00,63.6,2,0.00,0.00
51048,fill1,11,0.00,68.6,2,0.00,0.00
51048,fill1,12,0.00,63.9,2,0.00,0.00
51048,fill1,13,0.00,65.8,2,0.00,0.00
51048,fill1,14,0.00,66.4,2,0.00,0.00
51048,fill1,15,0.00,66.0,2,0.00,0.00
51048,fill1,16,0.00,64.6,2,0.00,0.00
51048,alt01,0,0.00,65.4,2,0.00,0.00
51048,alt01,1,0.00,64.3,2,0.00,0.00
51048,alt01,2,0.00,64.9,2,0.00,0.00
51048,alt01,3,0.00,64.3,2,0.00,0.00
51048,alt01,4,0.00,64.6,2,0.00,0.00
51048,alt01,5,0.00,66.0,2,0.00,0.00
51048,alt01,6,0.00,65.4,2,0.00,0.00
51048,alt01,7,0.00,64.7,2,0.00,0.00
51048,alt01,8,0.00,66.1,2,0.00,0.00
51048,alt01,9,0.00,67.1,2,0.00,0.00
51048,alt01,10,0.00,62.3,2,0.00,0.00
51048,alt01,11,0.00,67.6,2,0.00,0.00
51048,alt01,12,0.00,68.1,2,0.00,0.00
51048,alt01,13,0.00,65.7,2,0.00,0.00
51048,alt01,14,0.00,65.2,2,0.00,0.00
51048,alt01,15,0.00,66.8,2,0.00,0.00
51048,alt01,16,0.00,67.6,2,0.00,0.00
53600,fill0,0,0.00,53.7,2,0.00,0.00
53600,fill0,1,0.00,50.8,2,0.00,0.00
53600,fill0,2,0.00,56.0,2,0.00,0.00
53600,fill0,3,0.00,50.5,2,0.00,0.00
53600,fill0,4,0.00,52.0,2,0.00,0.00
53600,fill0,5,0.00,54.9,2,0.00,0.00
53600,fill0,6,0.00,56.7,2,0.00,0.00
53600,fill0,7,0.00,54.1,2,0.00,0.00
53600,fill0,8,0.00,57.8,2,0.00,0.00
53600,fill0,9,0.00,56.0,2,0.00,0.00
53600,fill0,10,0.00,53.0,2,0.00,0.00
53600,fill0,11,0.00,52.0,2,0.00,0.00
53600,fill0,12,0.00,59.0,2,0.00,0.00
53600,fill0,13,0.00,51.7,2,0.00,0.00
53600,fill0,14,0.00,55.2,2,0.00,0.00
53600,fill0,15,0.00,54.9,2,0.00,0.00
53600,fill0,16,0.00,56.1,2,0.00,0.00
53600,fill1,0,0.00,54.5,2,0.00,0.00
53600,fill1,1,0.00,58.4,2,0.00,0.00
53600,fill1,2,0.00,53.8,2,0.00,0.00
53600,fill1,3,0.00,56.8,2,0.00,0.00
53600,fill1,4,0.00,52.6,2,0.00,0.00
53600,fill1,5,0.00,54.1,2,0.00,0.00
53600,fill1,6,0.00,55.1,2,0.00,0.00
53600,fill1,7,0.00,54.4,2,0.00,0.00
53600,fill1,8,0.00,59.8,2,0.00,0.00
53600,fill1,9,0.00,55.4,2,0.00,0.00
53600,fill1,10,0.00,55.9,2,0.00,0.00
53600,fill1,11,0.00,54.6,2,0.00,0.00
53600,fill1,12,0.00,60.2,2,0.00,0.00
53600,fill1,13,0.00,57.4,2,0.00,0.00
53600,fill1,14,0.00,58.1,2,0.00,0.00
53600,fill1,15,0.00,56.6,2,0.00,0.00
53600,fill1,16,0.00,53.7,2,0.00,0.00
53600,alt01,0,0.00,60.5,2,0.00,0.00
53600,alt01,1,0.00,55.4,2,0.00,0.00
53600,alt01,2,0.00,57.0,2,0.00,0.00
53600,alt01,3,0.00,59.4,2,0.00,0.00
53600,alt01,4,0.00,52.6,2,0.00,0.00
53600,alt01,5,0.00,56.2,2,0.00,0.00
53600,alt01,6,0.00,60.9,2,0.00,0.00
53600,alt01,7,0.00,54.9,2,0.00,0.00
53600,alt01,8,0.00,61.1,2,0.00,0.00
53600,alt01,9,0.00,55.9,2,0.00,0.00
53600,alt01,10,0.00,61.5,2,0.00,0.00
53600,alt01,11,0.00,56.4,2,0.00,0.00
53600,alt01,12,0.00,55.9,2,0.00,0.00
53600,alt01,13,0.00,58.9,2,0.00,0.00
53600,alt01,14,0.00,59.5,2,0.00,0.00
53600,alt01,15,0.00,55.8,2,0.00,0.00
53600,alt01,16,0.00,58.7,2,0.00,0.00
56280,fill0,0,0.00,58.9,2,0.00,0.00
56280,fill0,1,0.00,53.8,2,0.00,0.00
56280,fill0,2,0.00,63.2,2,0.00,0.00
56280,fill0,3,0.00,56.2,2,0.00,0.00
56280,fill0,4,0.00,58.4,2,0.00,0.00
56280,fill0,5,0.00,60.5,2,0.00,0.00
56280,fill0,6,0.00,56.4,2,0.00,0.00
56280,fill0,7,0.00,59.2,2,0.00,0.00
56280,fill0,8,0.00,57.5,2,0.00,0.00
56280,fill0,9,0.00,54.9,2,0.00,0.00
56280,fill0,10,0.00,58.9,2,0.00,0.00
56280,fill0,11,0.00,58.8,2,0.00,0.00
56280,fill0,12,0.00,54.1,2,0.00,0.00
56280,fill0,13,0.00,52.9,2,0.00,0.00
56280,fill0,14,0.00,58.6,2,0.00,0.00
56280,fill0,15,0.00,60.6,2,0.00,0.00
56280,fill0,16,0.00,55.8,2,0.00,0.00
56280,fill1,0,0.00,57.5,2,0.00,0.00
56280,fill1,1,0.00,56.0,2,0.00,0.00
56280,fill1,2,0.00,57.3,2,0.00,0.00
56280,fill1,3,0.00,55.0,2,0.00,0.00
56280,fill1,4,0.00,64.6,2,0.00,0.00
56280,fill1,5,0.00,57.8,2,0.00,0.00
56280,fill1,6,0.00,62.4,2,0.00,0.00
56280,fill1,7,0.00,58.0,2,0.00,0.00
56280,fill1,8,0.00,53.9,2,0.00,0.00
56280,fill1,9,0.00,57.8,2,0.00,0.00
56280,fill1,10,0.00,58.0,2,0.00,0.00
56280,fill1,11,0.00,59.7,2,0.00,0.00
56280,fill1,12,0.00,60.1,2,0.00,0.00
56280,fill1,13,0.00,59.1,2,0.00,0.00
56280,fill1,14,0.00,57.9,2,0.00,0.00
56280,fill1,15,0.00,60.5,2,0.00,0.00
56280,fill1,16,0.00,63.4,2,0.00,0.00
56280,alt01,0,0.00,65.2,2,0.00,0.00
56280,alt01,1,0.00,61.0,2,0.00,0.00
56280,alt01,2,0.00,64.8,2,0.00,0.00
56280,alt01,3,0.00,58.8,2,0.00,0.00
56280,alt01,4,0.00,64.0,2,0.00,0.00
56280,alt01,5,0.00,59.3,2,0.00,0.00
56280,alt01,6,0.00,59.1,2,0.00,0.00
56280,alt01,7,0.00,61.4,2,0.00,0.00
56280,alt01,8,0.00,62.1,2,0.00,0.00
56280,alt01,9,0.00,60.7,2,0.00,0.00
56280,alt01,10,0.00,57.6,2,0.00,0.00
56280,alt01,11,0.00,63.6,2,0.00,0.00
56280,alt01,12,0.00,61.5,2,0.00,0.00
56280,alt01,13,0.00,57.9,2,0.00,0.00
56280,alt01,14,0.00,59.7,2,0.00,0.00
56280,alt01,15,0.00,60.6,2,0.00,0.00
56280,alt01,16,0.00,64.4,2,0.00,0.00
59096,fill0,0,0.00,56.7,2,0.00,0.00
59096,fill0,1,0.00,55.4,2,0.00,0.00
59096,fill0,2,0.00,59.1,2,0.00,0.00
59096,fill0,3,0.00,61.5,2,0.00,0.00
59096,fill0,4,0.00,61.2,2,0.00,0.00
59096,fill0,5,0.00,61.0,2,0.00,0.00
59096,fill0,6,0.00,59.0,2,0.00,0.00
59096,fill0,7,0.00,59.1,2,0.00,0.00
59096,fill0,8,0.00,61.9,2,0.00,0.00
59096,fill0,9,0.00,60.2,2,0.00,0.00
59096,fill0,10,0.00,58.5,2,0.00,0.00
59096,fill0,11,0.00,62.9,2,0.00,0.00
59096,fill0,12,0.00,61.4,2,0.00,0.00
59096,fill0,13,0.00,59.5,2,0.00,0.00
59096,fill0,14,0.00,58.0,2,0.00,0.00
59096,fill0,15,0.00,58.0,2,0.00,0.00
59096,fill0,16,0.00,63.0,2,0.00,0.00
59096,fill1,0,0.00,60.5,2,0.00,0.00
59096,fill1,1,0.00,60.3,2,0.00,0.00
59096,fill1,2,0.00,57.3,2,0.00,0.00
59096,fill1,3,0.00,58.9,2,0.00,0.00
59096,fill1,4,0.00,58.0,2,0.00,0.00
59096,fill1,5,0.00,57.3,2,0.00,0.00
59096,fill1,6,0.00,62.4,2,0.00,0.00
59096,fill1,7,0.00,56.8,2,0.00,0.00
59096,fill1,8,0.00,61.0,2,0.00,0.00
59096,fill1,9,0.00,60.1,2,0.00,0.00
59096,fill1,10,0.00,65.5,2,0.00,0.00
59096,fill1,11,0.00,55.9,2,0.00,0.00
59096,fill1,12,0.00,56.4,2,0.00,0.00
59096,fill1,13,0.00,63.6,2,0.00,0.00
59096,fill1,14,0.00,60.1,2,0.00,0.00
59096,fill1,15,0.00,56.6,2,0.00,0.00
59096,fill1,16,0.00,61.0,2,0.00,0.00
59096,alt01,0,0.00,61.8,2,0.00,0.00
59096,alt01,1,0.00,62.4,2,0.00,0.00
59096,alt01,2,0.00,59.1,2,0.00,0.00
59096,alt01,3,0.00,61.0,2,0.00,0.00
59096,alt01,4,0.00,57.9,2,0.00,0.00
59096,alt01,5,0.00,58.3,2,0.00,0.00
59096,alt01,6,0.00,61.8,2,0.00,0.00
59096,alt01,7,0.00,59.5,2,0.00,0.00
59096,alt01,8,0.00,58.6,2,0.00,0.00
59096,alt01,9,0.00,61.5,2,0.00,0.00
59096,alt01,10,0.00,56.5,2,0.00,0.00
59096,alt01,11,0.00,61.2,2,0.00,0.00
59096,alt01,12,0.00,57.8,2,0.00,0.00
59096,alt01,13,0.00,61.5,2,0.00,0.00
59096,alt01,14,0.00,63.5,2,0.00,0.00
59096,alt01,15,0.00,58.9,2,0.00,0.00
59096,alt01,16,0.00,62.5,2,0.00,0.00
62048,fill0,0,0.00,64.0,2,0.00,0.00
62048,fill0,1,0.00,57.7,2,0.00,0.00
62048,fill0,2,0.00,58.4,2,0.00,0.00
62048,fill0,3,0.00,54.7,2,0.00,0.00
62048,fill0,4,0.00,57.9,2,0.00,0.00
62048,fill0,5,0.00,57.0,2,0.00,0.00
62048,fill0,6,0.00,58.2,2,0.00,0.00
62048,fill0,7,0.00,56.2,2,0.00,0.00
62048,fill0,8,0.00,57.1,2,0.00,0.00
62048,fill0,9,0.00,54.3,2,0.00,0.00
62048,fill0,10,0.00,53.8,2,0.00,0.00
62048,fill0,11,0.00,57.3,2,0.00,0.00
62048,fill0,12,0.00,55.8,2,0.00,0.00
62048,fill0,13,0.00,57.7,2,0.00,0.00
62048,fill0,14,0.00,52.0,2,0.00,0.00
62048,fill0,15,0.00,53.4,2,0.00,0.00
62048,fill0,16,0.00,52.8,2,0.00,0.00
62048,fill1,0,0.00,59.9,2,0.00,0.00
62048,fill1,1,0.00,60.4,2,0.00,0.00
62048,fill1,2,0.00,58.0,2,0.00,0.00
62048,fill1,3,0.00,59.0,2,0.00,0.00
62048,fill1,4,0.00,63.5,2,0.00,0.00
62048,fill1,5,0.00,56.2,2,0.00,0.00
62048,fill1,6,0.00,64.8,2,0.00,0.00
62048,fill1,7,0.00,58.5,2,0.00,0.00
62048,fill1,8,0.00,57.4,2,0.00,0.00
62048,fill1,9,0.00,61.5,2,0.00,0.00
62048,fill1,10,0.00,56.6,2,0.00,0.00
62048,fill1,11,0.00,60.1,2,0.00,0.00
62048,fill1,12,0.00,57.6,2,0.00,0.00
62048,fill1,13,0.00,62.0,2,0.00,0.00
62048,fill1,14,0.00,61.8,2,0.00,0.00
62048,fill1,15,0.00,64.5,2,0.00,0.00
62048,fill1,16,0.00,60.4,2,0.00,0.00
62048,alt01,0,0.00,60.6,2,0.00,0.00
62048,alt01,1,0.00,62.5,2,0.00,0.00
62048,alt01,2,0.00,58.8,2,0.00,0.00
62048,alt01,3,0.00,58.4,2,0.00,0.00
62048,alt01,4,0.00,64.3,2,0.00,0.00
62048,alt01,5,0.00,61.0,2,0.00,0.00
62048,alt01,6,0.00,62.8,2,0.00,0.00
62048,alt01,7,0.00,59.6,2,0.00,0.00
62048,alt01,8,0.00,64.2,2,0.00,0.00
62048,alt01,9,0.00,62.8,2,0.00,0.00
62048,alt01,10,0.00,58.9,2,0.00,0.00
62048,alt01,11,0.00,62.1,2,0.00,0.00
62048,alt01,12,0.00,59.3,2,0.00,0.00
62048,alt01,13,0.00,61.8,2,0.00,0.00
62048,alt01,14,0.00,60.8,2,0.00,0.00
62048,alt01,15,0.00,57.7,2,0.00,0.00
62048,alt01,16,0.00,61.8,2,0.00,0.00
65152,fill0,0,0.00,60.3,2,0.00,0.00
65152,fill0,1,0.00,61.0,2,0.00,0.00
65152,fill0,2,0.00,59.9,2,0.00,0.00
65152,fill0,3,0.00,58.9,2,0.00,0.00
65152,fill0,4,0.00,55.8,2,0.00,0.00
