Size,Algo,Trial,Stampms,GB/s,Iters,GHz
1756,fill1,16,0.00,163.3,57,3.50
2340,fill0,0,0.00,174.1,43,3.50
2340,fill0,1,0.00,174.1,43,3.50
2340,fill0,2,0.00,174.1,43,3.50
2340,fill0,3,0.00,174.1,43,3.50
2340,fill0,4,0.00,173.8,43,3.50
2340,fill0,5,0.00,172.6,43,3.50
2340,fill0,6,0.00,173.8,43,3.49
2340,fill0,7,0.00,174.4,43,3.51
2340,fill0,8,0.00,173.8,43,3.50
2340,fill0,9,0.00,173.8,43,3.50
2340,fill0,10,0.00,174.1,43,3.50
2340,fill0,11,0.00,173.5,43,3.49
2340,fill0,12,0.00,173.8,43,3.50
2340,fill0,13,0.00,172.3,43,3.50
2340,fill0,14,0.00,173.5,43,3.49
2340,fill0,15,0.00,173.8,43,3.50
2340,fill0,16,0.00,173.8,43,3.50
2340,fill1,0,0.00,175.0,43,3.49
2340,fill1,1,0.00,175.3,43,3.50
2340,fill1,2,0.00,171.4,43,3.49
2340,fill1,3,0.00,171.7,43,3.49
2340,fill1,4,0.00,172.9,43,3.49
2340,fill1,5,0.00,171.1,43,3.49
2340,fill1,6,0.00,171.1,43,3.50
2340,fill1,7,0.00,172.0,43,3.49
2340,fill1,8,0.00,175.0,43,3.50
2340,fill1,9,0.00,173.5,43,3.49
2340,fill1,10,0.00,175.3,43,3.50
2340,fill1,11,0.00,175.0,43,3.49
2340,fill1,12,0.00,174.7,43,3.50
2340,fill1,13,0.00,170.8,43,3.50
2340,fill1,14,0.00,175.0,43,3.49
2340,fill1,15,0.00,171.7,43,3.51
2340,fill1,16,0.00,167.4,43,3.49
3120,fill0,0,0.00,176.0,33,3.50
3120,fill0,1,0.00,176.3,33,3.50
3120,fill0,2,0.00,176.9,33,3.50
3120,fill0,3,0.00,175.4,33,3.49
3120,fill0,4,0.00,177.5,33,3.51
3120,fill0,5,0.00,176.9,33,3.49
3120,fill0,6,0.00,175.7,33,3.50
3120,fill0,7,0.00,176.9,33,3.50
3120,fill0,8,0.00,175.7,33,3.49
3120,fill0,9,0.00,176.9,33,3.49
3120,fill0,10,0.00,176.6,33,3.51
3120,fill0,11,0.00,176.0,33,3.49
3120,fill0,12,0.00,176.9,33,3.49
3120,fill0,13,0.00,176.6,33,3.49
3120,fill0,14,0.00,176.0,33,3.50
3120,fill0,15,0.00,176.6,33,3.50
3120,fill0,16,0.00,175.1,33,3.48
3120,fill1,0,0.00,176.3,33,3.49
3120,fill1,1,0.00,176.3,33,3.50
3120,fill1,2,0.00,176.9,33,3.49
3120,fill1,3,0.00,174.5,33,3.50
3120,fill1,4,0.00,175.7,33,3.50
3120,fill1,5,0.00,176.9,33,3.49
3120,fill1,6,0.00,176.0,33,3.50
3120,fill1,7,0.00,175.7,33,3.50
3120,fill1,8,0.00,177.2,33,3.50
3120,fill1,9,0.00,174.5,33,3.50
3120,fill1,10,0.00,175.7,33,3.50
3120,fill1,11,0.00,177.5,33,3.51
3120,fill1,12,0.00,176.0,33,3.50
3120,fill1,13,0.00,175.7,33,3.50
3120,fill1,14,0.00,177.5,33,3.51
3120,fill1,15,0.00,176.9,33,3.51
3120,fill1,16,0.00,176.3,33,3.50
4160,fill0,0,0.00,195.9,25,3.50
4160,fill0,1,0.00,195.5,25,3.49
4160,fill0,2,0.00,195.5,25,3.50
4160,fill0,3,0.00,195.5,25,3.49
4160,fill0,4,0.00,195.5,25,3.50
4160,fill0,5,0.00,195.5,25,3.49
4160,fill0,6,0.00,195.5,25,3.50
4160,fill0,7,0.00,195.1,25,3.49
4160,fill0,8,0.00,195.9,25,3.50
4160,fill0,9,0.00,195.1,25,3.49
4160,fill0,10,0.00,194.8,25,3.49
4160,fill0,11,0.00,195.9,25,3.50
4160,fill0,12,0.00,194.8,25,3.49
4160,fill0,13,0.00,195.5,25,3.50
4160,fill0,14,0.00,195.1,25,3.49
4160,fill0,15,0.00,194.8,25,3.48
4160,fill0,16,0.00,195.5,25,3.50
4160,fill1,0,0.00,195.5,25,3.49
4160,fill1,1,0.00,195.5,25,3.49
4160,fill1,2,0.00,195.5,25,3.49
4160,fill1,3,0.00,195.9,25,3.50
4160,fill1,4,0.00,195.5,25,3.49
4160,fill1,5,0.00,195.9,25,3.50
4160,fill1,6,0.00,195.5,25,3.49
4160,fill1,7,0.00,195.9,25,3.50
4160,fill1,8,0.00,195.1,25,3.49
4160,fill1,9,0.00,196.2,25,3.51
4160,fill1,10,0.00,195.9,25,3.50
4160,fill1,11,0.00,195.5,25,3.49
4160,fill1,12,0.00,195.5,25,3.49
4160,fill1,13,0.00,196.6,25,3.51
4160,fill1,14,0.00,195.5,25,3.49
4160,fill1,15,0.00,196.2,25,3.51
4160,fill1,16,0.00,195.5,25,3.49
5548,fill0,0,0.00,188.2,19,3.50
5548,fill0,1,0.00,188.2,19,3.50
5548,fill0,2,0.00,187.6,19,3.49
5548,fill0,3,0.00,187.9,19,3.49
5548,fill0,4,0.00,188.2,19,3.50
5548,fill0,5,0.00,188.2,19,3.50
5548,fill0,6,0.00,187.6,19,3.49
5548,fill0,7,0.00,187.6,19,3.49
5548,fill0,8,0.00,187.9,19,3.49
5548,fill0,9,0.00,188.2,19,3.50
5548,fill0,10,0.00,187.9,19,3.49
5548,fill0,11,0.00,187.6,19,3.49
5548,fill0,12,0.00,187.9,19,3.49
5548,fill0,13,0.00,187.6,19,3.49
5548,fill0,14,0.00,187.6,19,3.49
5548,fill0,15,0.00,187.6,19,3.49
5548,fill0,16,0.00,188.2,19,3.50
5548,fill1,0,0.00,186.2,19,3.50
5548,fill1,1,0.00,184.9,19,3.49
5548,fill1,2,0.00,186.2,19,3.50
5548,fill1,3,0.00,184.3,19,3.49
5548,fill1,4,0.00,185.9,19,3.50
5548,fill1,5,0.00,186.9,19,3.50
5548,fill1,6,0.00,188.2,19,3.51
5548,fill1,7,0.00,186.9,19,3.50
5548,fill1,8,0.00,186.2,19,3.49
5548,fill1,9,0.00,184.9,19,3.49
5548,fill1,10,0.00,186.2,19,3.50
5548,fill1,11,0.00,185.3,19,3.51
5548,fill1,12,0.00,185.9,19,3.50
5548,fill1,13,0.00,187.2,19,3.50
5548,fill1,14,0.00,186.9,19,3.50
5548,fill1,15,0.00,186.9,19,3.50
5548,fill1,16,0.00,186.9,19,3.51
7396,fill0,0,0.00,190.3,14,3.49
7396,fill0,1,0.00,190.3,14,3.50
7396,fill0,2,0.00,189.6,14,3.49
7396,fill0,3,0.00,190.3,14,3.50
7396,fill0,4,0.00,190.7,14,3.49
7396,fill0,5,0.00,190.3,14,3.49
7396,fill0,6,0.00,190.0,14,3.49
7396,fill0,7,0.00,190.3,14,3.49
7396,fill0,8,0.00,190.0,14,3.49
7396,fill0,9,0.00,190.3,14,3.50
7396,fill0,10,0.00,190.3,14,3.49
7396,fill0,11,0.00,190.0,14,3.49
7396,fill0,12,0.00,190.0,14,3.49
7396,fill0,13,0.00,190.0,14,3.49
7396,fill0,14,0.00,190.3,14,3.49
7396,fill0,15,0.00,189.6,14,3.48
7396,fill0,16,0.00,190.0,14,3.49
7396,fill1,0,0.00,190.3,14,3.49
7396,fill1,1,0.00,190.7,14,3.50
7396,fill1,2,0.00,188.9,14,3.51
7396,fill1,3,0.00,190.3,14,3.50
7396,fill1,4,0.00,190.0,14,3.49
7396,fill1,5,0.00,190.3,14,3.50
7396,fill1,6,0.00,191.0,14,3.51
7396,fill1,7,0.00,188.9,14,3.50
7396,fill1,8,0.00,190.3,14,3.49
7396,fill1,9,0.00,190.3,14,3.50
7396,fill1,10,0.00,191.0,14,3.51
7396,fill1,11,0.00,190.3,14,3.50
7396,fill1,12,0.00,191.0,14,3.51
7396,fill1,13,0.00,190.0,14,3.50
7396,fill1,14,0.00,191.0,14,3.51
7396,fill1,15,0.00,188.6,14,3.50
7396,fill1,16,0.00,190.3,14,3.49
9864,fill0,0,0.00,197.3,11,3.50
9864,fill0,1,0.00,196.6,11,3.49
9864,fill0,2,0.00,197.3,11,3.51
9864,fill0,3,0.00,196.6,11,3.49
9864,fill0,4,0.00,196.6,11,3.49
9864,fill0,5,0.00,196.6,11,3.49
9864,fill0,6,0.00,197.3,11,3.51
9864,fill0,7,0.00,196.2,11,3.48
9864,fill0,8,0.00,196.6,11,3.49
9864,fill0,9,0.00,196.6,11,3.49
9864,fill0,10,0.00,196.6,11,3.49
9864,fill0,11,0.00,196.6,11,3.49
9864,fill0,12,0.00,196.2,11,3.48
9864,fill0,13,0.00,196.6,11,3.49
9864,fill0,14,0.00,196.9,11,3.50
9864,fill0,15,0.00,196.2,11,3.48
9864,fill0,16,0.00,197.3,11,3.50
9864,fill1,0,0.00,197.3,11,3.50
9864,fill1,1,0.00,197.6,11,3.50
9864,fill1,2,0.00,197.3,11,3.50
9864,fill1,3,0.00,197.6,11,3.50
9864,fill1,4,0.00,196.6,11,3.49
9864,fill1,5,0.00,198.0,11,3.51
9864,fill1,6,0.00,197.3,11,3.50
9864,fill1,7,0.00,198.0,11,3.51
9864,fill1,8,0.00,196.6,11,3.49
9864,fill1,9,0.00,197.6,11,3.50
9864,fill1,10,0.00,197.6,11,3.51
9864,fill1,11,0.00,197.6,11,3.50
9864,fill1,12,0.00,196.6,11,3.49
9864,fill1,13,0.00,198.0,11,3.51
9864,fill1,14,0.00,197.3,11,3.50
9864,fill1,15,0.00,197.3,11,3.50
9864,fill1,16,0.00,197.3,11,3.50
13152,fill0,0,0.00,186.2,8,3.49
13152,fill0,1,0.00,186.6,8,3.49
13152,fill0,2,0.00,185.6,8,3.48
13152,fill0,3,0.00,186.6,8,3.49
13152,fill0,4,0.00,185.9,8,3.49
13152,fill0,5,0.00,185.9,8,3.48
13152,fill0,6,0.00,185.9,8,3.49
13152,fill0,7,0.00,186.2,8,3.49
13152,fill0,8,0.00,186.6,8,3.50
13152,fill0,9,0.00,185.9,8,3.48
13152,fill0,10,0.00,185.9,8,3.49
13152,fill0,11,0.00,186.6,8,3.49
13152,fill0,12,0.00,185.9,8,3.49
13152,fill0,13,0.00,185.9,8,3.48
13152,fill0,14,0.00,186.2,8,3.49
13152,fill0,15,0.00,186.9,8,3.50
13152,fill0,16,0.00,185.9,8,3.49
13152,fill1,0,0.00,187.2,8,3.50
13152,fill1,1,0.00,187.9,8,3.51
13152,fill1,2,0.00,187.2,8,3.50
13152,fill1,3,0.00,187.9,8,3.51
13152,fill1,4,0.00,187.6,8,3.50
13152,fill1,5,0.00,187.2,8,3.50
13152,fill1,6,0.00,187.2,8,3.50
13152,fill1,7,0.00,187.2,8,3.50
13152,fill1,8,0.00,187.9,8,3.51
13152,fill1,9,0.00,187.2,8,3.50
13152,fill1,10,0.00,187.9,8,3.51
13152,fill1,11,0.00,187.2,8,3.50
13152,fill1,12,0.00,187.2,8,3.50
13152,fill1,13,0.00,187.2,8,3.50
13152,fill1,14,0.00,187.2,8,3.50
13152,fill1,15,0.00,187.2,8,3.50
13152,fill1,16,0.00,187.2,8,3.50
17536,fill0,0,0.00,195.6,6,3.49
17536,fill0,1,0.00,195.9,6,3.49
17536,fill0,2,0.00,195.6,6,3.49
17536,fill0,3,0.00,195.9,6,3.49
17536,fill0,4,0.00,195.6,6,3.49
17536,fill0,5,0.00,195.6,6,3.49
