Size,Algo,Trial,Stampms,GB/s,Iters,uncR,uncW
660000,fill1,16,0.01,44.8,2,0.00,0.00
660000,alt01,0,0.01,50.4,2,0.00,0.00
660000,alt01,1,0.01,49.8,2,0.00,0.00
660000,alt01,2,0.01,50.7,2,0.00,0.00
660000,alt01,3,0.01,50.9,2,0.00,0.00
660000,alt01,4,0.01,50.8,2,0.00,0.00
660000,alt01,5,0.01,50.2,2,0.00,0.00
660000,alt01,6,0.01,50.7,2,0.00,0.00
660000,alt01,7,0.01,49.6,2,0.00,0.00
660000,alt01,8,0.01,50.5,2,0.00,0.00
660000,alt01,9,0.01,50.2,2,0.00,0.00
660000,alt01,10,0.01,50.2,2,0.00,0.00
660000,alt01,11,0.01,49.7,2,0.00,0.00
660000,alt01,12,0.01,50.5,2,0.00,0.00
660000,alt01,13,0.01,50.4,2,0.00,0.00
660000,alt01,14,0.01,50.5,2,0.00,0.00
660000,alt01,15,0.01,47.9,2,0.00,0.00
660000,alt01,16,0.01,50.0,2,0.00,0.00
726000,fill0,0,0.02,44.4,2,0.00,0.00
726000,fill0,1,0.02,44.1,2,0.00,0.00
726000,fill0,2,0.02,43.5,2,0.00,0.00
726000,fill0,3,0.02,45.3,2,0.00,0.00
726000,fill0,4,0.02,44.1,2,0.00,0.00
726000,fill0,5,0.02,44.4,2,0.00,0.00
726000,fill0,6,0.02,42.9,2,0.00,0.00
726000,fill0,7,0.02,44.0,2,0.00,0.00
726000,fill0,8,0.02,43.2,2,0.00,0.00
726000,fill0,9,0.02,42.7,2,0.00,0.00
726000,fill0,10,0.02,42.6,2,0.00,0.00
726000,fill0,11,0.02,45.7,2,0.00,0.00
726000,fill0,12,0.02,43.2,2,0.00,0.00
726000,fill0,13,0.02,43.0,2,0.00,0.00
726000,fill0,14,0.02,43.1,2,0.00,0.00
726000,fill0,15,0.02,43.4,2,0.00,0.00
726000,fill0,16,0.02,43.0,2,0.00,0.00
726000,fill1,0,0.02,40.8,2,0.00,0.00
726000,fill1,1,0.02,41.8,2,0.00,0.00
726000,fill1,2,0.02,41.0,2,0.00,0.00
726000,fill1,3,0.02,42.0,2,0.00,0.00
726000,fill1,4,0.02,41.9,2,0.00,0.00
726000,fill1,5,0.02,43.5,2,0.00,0.00
726000,fill1,6,0.02,41.0,2,0.00,0.00
726000,fill1,7,0.02,41.9,2,0.00,0.00
726000,fill1,8,0.02,41.9,2,0.00,0.00
726000,fill1,9,0.02,41.1,2,0.00,0.00
726000,fill1,10,0.02,41.9,2,0.00,0.00
726000,fill1,11,0.02,42.0,2,0.00,0.00
726000,fill1,12,0.02,42.1,2,0.00,0.00
726000,fill1,13,0.02,40.6,2,0.00,0.00
726000,fill1,14,0.02,40.4,2,0.00,0.00
726000,fill1,15,0.02,43.4,2,0.00,0.00
726000,fill1,16,0.02,41.6,2,0.00,0.00
726000,alt01,0,0.02,46.6,2,0.00,0.00
726000,alt01,1,0.02,46.7,2,0.00,0.00
726000,alt01,2,0.02,46.8,2,0.00,0.00
726000,alt01,3,0.02,46.9,2,0.00,0.00
726000,alt01,4,0.02,46.4,2,0.00,0.00
726000,alt01,5,0.02,46.7,2,0.00,0.00
726000,alt01,6,0.02,46.3,2,0.00,0.00
726000,alt01,7,0.02,46.7,2,0.00,0.00
726000,alt01,8,0.02,46.4,2,0.00,0.00
726000,alt01,9,0.02,46.3,2,0.00,0.00
726000,alt01,10,0.02,46.5,2,0.00,0.00
726000,alt01,11,0.02,46.4,2,0.00,0.00
726000,alt01,12,0.02,45.9,2,0.00,0.00
726000,alt01,13,0.02,46.5,2,0.00,0.00
726000,alt01,14,0.02,46.4,2,0.00,0.00
726000,alt01,15,0.02,46.9,2,0.00,0.00
726000,alt01,16,0.02,42.9,2,0.00,0.00
798600,fill0,0,0.02,44.3,2,0.00,0.00
798600,fill0,1,0.02,44.5,2,0.00,0.00
798600,fill0,2,0.02,47.3,2,0.00,0.00
798600,fill0,3,0.02,45.6,2,0.00,0.00
798600,fill0,4,0.02,44.9,2,0.00,0.00
798600,fill0,5,0.02,44.3,2,0.00,0.00
798600,fill0,6,0.02,44.4,2,0.00,0.00
798600,fill0,7,0.02,45.1,2,0.00,0.00
798600,fill0,8,0.02,46.2,2,0.00,0.00
798600,fill0,9,0.02,47.0,2,0.00,0.00
798600,fill0,10,0.02,45.4,2,0.00,0.00
798600,fill0,11,0.02,47.8,2,0.00,0.00
798600,fill0,12,0.02,46.9,2,0.00,0.00
798600,fill0,13,0.02,45.0,2,0.00,0.00
798600,fill0,14,0.02,43.3,2,0.00,0.00
798600,fill0,15,0.02,45.6,2,0.00,0.00
798600,fill0,16,0.02,45.2,2,0.00,0.00
798600,fill1,0,0.02,41.7,2,0.00,0.00
798600,fill1,1,0.02,41.8,2,0.00,0.00
798600,fill1,2,0.02,42.1,2,0.00,0.00
798600,fill1,3,0.02,42.0,2,0.00,0.00
798600,fill1,4,0.02,40.9,2,0.00,0.00
798600,fill1,5,0.02,40.8,2,0.00,0.00
798600,fill1,6,0.02,40.8,2,0.00,0.00
798600,fill1,7,0.02,40.9,2,0.00,0.00
798600,fill1,8,0.02,41.9,2,0.00,0.00
798600,fill1,9,0.02,41.1,2,0.00,0.00
798600,fill1,10,0.02,41.4,2,0.00,0.00
798600,fill1,11,0.02,40.9,2,0.00,0.00
798600,fill1,12,0.02,42.0,2,0.00,0.00
798600,fill1,13,0.02,41.1,2,0.00,0.00
798600,fill1,14,0.02,40.8,2,0.00,0.00
798600,fill1,15,0.02,42.1,2,0.00,0.00
798600,fill1,16,0.02,39.8,2,0.00,0.00
798600,alt01,0,0.02,45.0,2,0.00,0.00
798600,alt01,1,0.02,44.4,2,0.00,0.00
798600,alt01,2,0.02,44.9,2,0.00,0.00
798600,alt01,3,0.02,44.6,2,0.00,0.00
798600,alt01,4,0.02,44.6,2,0.00,0.00
798600,alt01,5,0.02,44.6,2,0.00,0.00
798600,alt01,6,0.02,44.9,2,0.00,0.00
798600,alt01,7,0.02,44.8,2,0.00,0.00
798600,alt01,8,0.02,44.9,2,0.00,0.00
798600,alt01,9,0.02,44.9,2,0.00,0.00
798600,alt01,10,0.02,43.9,2,0.00,0.00
798600,alt01,11,0.02,44.7,2,0.00,0.00
798600,alt01,12,0.02,44.8,2,0.00,0.00
798600,alt01,13,0.02,44.7,2,0.00,0.00
798600,alt01,14,0.02,44.9,2,0.00,0.00
798600,alt01,15,0.02,44.4,2,0.00,0.00
798600,alt01,16,0.02,44.6,2,0.00,0.00
878460,fill0,0,0.02,44.6,2,0.00,0.00
878460,fill0,1,0.02,46.3,2,0.02,0.01
878460,fill0,2,0.02,44.6,2,0.03,0.03
878460,fill0,3,0.02,45.7,2,0.02,0.02
878460,fill0,4,0.02,45.8,2,0.02,0.03
878460,fill0,5,0.02,44.6,2,0.01,0.01
878460,fill0,6,0.02,43.0,2,0.01,0.00
878460,fill0,7,0.02,44.7,2,0.01,0.01
878460,fill0,8,0.02,43.8,2,0.00,0.00
878460,fill0,9,0.02,43.8,2,0.00,0.00
878460,fill0,10,0.02,44.6,2,0.02,0.02
878460,fill0,11,0.02,42.9,2,0.02,0.02
878460,fill0,12,0.02,44.7,2,0.02,0.01
878460,fill0,13,0.02,41.4,2,0.01,0.01
878460,fill0,14,0.03,25.2,2,0.01,0.00
878460,fill0,15,0.02,41.9,2,0.01,0.01
878460,fill0,16,0.05,17.1,2,0.02,0.02
878460,fill1,0,0.02,37.7,2,0.02,0.02
878460,fill1,1,0.03,25.4,2,0.02,0.01
878460,fill1,2,0.02,36.6,2,0.03,0.01
878460,fill1,3,0.04,21.5,2,0.02,0.05
878460,fill1,4,0.03,27.6,2,0.02,0.05
878460,fill1,5,0.03,27.1,2,0.02,0.04
878460,fill1,6,0.03,28.3,2,0.01,0.04
878460,fill1,7,0.03,26.8,2,0.01,0.05
878460,fill1,8,0.02,35.5,2,0.01,0.04
878460,fill1,9,0.04,21.2,2,0.03,0.07
878460,fill1,10,0.03,28.4,2,0.01,0.05
878460,fill1,11,0.02,38.1,2,0.01,0.03
878460,fill1,12,0.03,26.7,2,0.01,0.09
878460,fill1,13,0.02,35.9,2,0.01,0.10
878460,fill1,14,0.02,37.4,2,0.01,0.06
878460,fill1,15,0.02,36.7,2,0.02,0.05
878460,fill1,16,0.02,36.0,2,0.03,0.07
878460,alt01,0,0.02,39.5,2,0.00,0.02
878460,alt01,1,0.02,40.0,2,0.00,0.02
878460,alt01,2,0.02,39.9,2,0.00,0.01
878460,alt01,3,0.02,40.0,2,0.00,0.01
878460,alt01,4,0.02,39.8,2,0.00,0.01
878460,alt01,5,0.02,39.9,2,0.00,0.01
878460,alt01,6,0.02,39.9,2,0.00,0.01
878460,alt01,7,0.02,40.0,2,0.00,0.00
878460,alt01,8,0.02,40.3,2,0.00,0.01
878460,alt01,9,0.03,30.0,2,0.00,0.04
878460,alt01,10,0.02,41.6,2,0.00,0.03
878460,alt01,11,0.02,41.6,2,0.00,0.02
878460,alt01,12,0.02,41.2,2,0.00,0.01
878460,alt01,13,0.02,41.4,2,0.00,0.01
878460,alt01,14,0.02,41.6,2,0.00,0.01
878460,alt01,15,0.02,41.6,2,0.00,0.01
878460,alt01,16,0.02,41.6,2,0.00,0.01
966304,fill0,0,0.02,43.0,2,0.00,0.00
966304,fill0,1,0.02,40.9,2,0.00,0.00
966304,fill0,2,0.02,42.2,2,0.00,0.00
966304,fill0,3,0.02,42.4,2,0.00,0.00
966304,fill0,4,0.03,29.9,2,0.00,0.00
966304,fill0,5,0.02,41.1,2,0.00,0.00
966304,fill0,6,0.02,41.1,2,0.00,0.00
966304,fill0,7,0.02,41.0,2,0.02,0.10
966304,fill0,8,0.02,39.6,2,0.02,0.22
966304,fill0,9,0.03,32.2,2,0.05,0.35
966304,fill0,10,0.03,31.3,2,0.04,0.26
966304,fill0,11,0.02,42.0,2,0.03,0.15
966304,fill0,12,0.02,40.8,2,0.01,0.10
966304,fill0,13,0.02,41.9,2,0.01,0.10
966304,fill0,14,0.02,40.2,2,0.03,0.16
966304,fill0,15,0.02,43.2,2,0.01,0.04
966304,fill0,16,0.02,42.6,2,0.01,0.07
966304,fill1,0,0.02,38.8,2,0.00,0.00
966304,fill1,1,0.03,38.4,2,0.00,0.00
966304,fill1,2,0.03,37.3,2,0.00,0.01
966304,fill1,3,0.03,38.3,2,0.00,0.00
966304,fill1,4,0.03,37.4,2,0.00,0.01
966304,fill1,5,0.03,35.9,2,0.00,0.00
966304,fill1,6,0.02,39.7,2,0.00,0.00
966304,fill1,7,0.03,32.9,2,0.00,0.01
966304,fill1,8,0.03,37.5,2,0.00,0.00
966304,fill1,9,0.03,37.5,2,0.00,0.00
966304,fill1,10,0.05,21.3,2,0.01,0.01
966304,fill1,11,0.03,37.5,2,0.00,0.00
966304,fill1,12,0.03,37.6,2,0.00,0.00
966304,fill1,13,0.03,38.1,2,0.00,0.00
966304,fill1,14,0.03,37.5,2,0.00,0.00
966304,fill1,15,0.03,37.6,2,0.00,0.00
966304,fill1,16,0.03,37.4,2,0.00,0.00
966304,alt01,0,0.02,41.2,2,0.00,0.00
966304,alt01,1,0.02,41.4,2,0.00,0.00
966304,alt01,2,0.02,41.5,2,0.00,0.00
966304,alt01,3,0.02,41.2,2,0.00,0.00
966304,alt01,4,0.02,41.3,2,0.00,0.00
966304,alt01,5,0.02,41.3,2,0.00,0.00
966304,alt01,6,0.02,41.4,2,0.00,0.00
966304,alt01,7,0.02,41.0,2,0.00,0.00
966304,alt01,8,0.02,41.1,2,0.00,0.00
966304,alt01,9,0.02,41.0,2,0.00,0.00
966304,alt01,10,0.02,41.5,2,0.00,0.00
966304,alt01,11,0.02,41.2,2,0.00,0.00
966304,alt01,12,0.02,41.2,2,0.00,0.00
966304,alt01,13,0.02,41.4,2,0.00,0.00
966304,alt01,14,0.02,41.5,2,0.00,0.00
966304,alt01,15,0.02,41.1,2,0.00,0.00
966304,alt01,16,0.02,41.5,2,0.00,0.00
1062936,fill0,0,0.02,43.6,2,0.00,0.00
1062936,fill0,1,0.02,43.4,2,0.00,0.00
1062936,fill0,2,0.04,26.2,2,0.00,0.00
1062936,fill0,3,0.03,41.1,2,0.01,0.01
1062936,fill0,4,0.03,37.3,2,0.02,0.03
1062936,fill0,5,0.04,28.0,2,0.00,0.01
1062936,fill0,6,0.02,46.0,2,0.00,0.00
1062936,fill0,7,0.02,42.7,2,0.00,0.00
1062936,fill0,8,0.02,45.2,2,0.00,0.00
1062936,fill0,9,0.02,43.5,2,0.00,0.00
1062936,fill0,10,0.02,46.1,2,0.00,0.00
1062936,fill0,11,0.02,43.6,2,0.00,0.00
1062936,fill0,12,0.02,44.0,2,0.00,0.00
1062936,fill0,13,0.02,42.8,2,0.00,0.00
1062936,fill0,14,0.02,44.1,2,0.00,0.00
1062936,fill0,15,0.02,45.9,2,0.00,0.00
1062936,fill0,16,0.02,44.6,2,0.00,0.00
1062936,fill1,0,0.03,39.5,2,0.00,0.00
1062936,fill1,1,0.03,39.4,2,0.00,0.00
1062936,fill1,2,0.03,39.2,2,0.00,0.00
1062936,fill1,3,0.03,38.9,2,0.00,0.00
1062936,fill1,4,0.03,39.6,2,0.00,0.00
1062936,fill1,5,0.03,38.9,2,0.00,0.00
1062936,fill1,6,0.03,40.0,2,0.00,0.00
1062936,fill1,7,0.03,38.9,2,0.00,0.00
1062936,fill1,8,0.03,39.2,2,0.00,0.00
1062936,fill1,9,0.03,39.1,2,0.00,0.00
1062936,fill1,10,0.03,39.4,2,0.00,0.00
1062936,fill1,11,0.03,39.7,2,0.00,0.00
1062936,fill1,12,0.03,38.8,2,0.00,0.00
1062936,fill1,13,0.03,39.4,2,0.00,0.00
1062936,fill1,14,0.03,39.3,2,0.00,0.00
1062936,fill1,15,0.03,38.9,2,0.00,0.00
1062936,fill1,16,0.03,39.2,2,0.02,0.03
1062936,alt01,0,0.05,19.7,2,0.04,0.02
1062936,alt01,1,0.02,42.8,2,0.04,0.05
1062936,alt01,2,0.02,42.7,2,0.03,0.05
1062936,alt01,3,0.02,42.8,2,0.02,0.02
1062936,alt01,4,0.04,29.3,2,0.02,0.02
1062936,alt01,5,0.03,33.2,2,0.02,0.02
1062936,alt01,6,0.03,40.8,2,0.01,0.01
1062936,alt01,7,0.03,31.6,2,0.00,0.00
1062936,alt01,8,0.03,39.8,2,0.00,0.00
1062936,alt01,9,0.03,39.6,2,0.03,0.02
1062936,alt01,10,0.03,38.3,2,0.16,0.17
1062936,alt01,11,0.03,37.0,2,0.27,0.24
1062936,alt01,12,0.03,36.7,2,0.27,0.23
1062936,alt01,13,0.03,37.6,2,0.23,0.20
1062936,alt01,14,0.03,37.1,2,0.24,0.21
1062936,alt01,15,0.03,37.5,2,0.23,0.20
1062936,alt01,16,0.03,39.0,2,0.06,0.10
1169228,fill0,0,0.03,41.6,2,0.11,0.06
1169228,fill0,1,0.03,41.3,2,0.10,0.07
1169228,fill0,2,0.03,41.4,2,0.08,0.07
1169228,fill0,3,0.03,40.4,2,0.16,0.14
1169228,fill0,4,0.03,39.8,2,0.21,0.19
1169228,fill0,5,0.03,39.6,2,0.22,0.19
1169228,fill0,6,0.03,40.1,2,0.22,0.18
1169228,fill0,7,0.03,40.3,2,0.21,0.18
1169228,fill0,8,0.03,40.1,2,0.22,0.18
1169228,fill0,9,0.03,39.8,2,0.26,0.17
1169228,fill0,10,0.03,39.5,2,0.30,0.16
1169228,fill0,11,0.03,40.3,2,0.18,0.10
1169228,fill0,12,0.03,41.6,2,0.10,0.06
1169228,fill0,13,0.03,40.5,2,0.06,0.06
1169228,fill0,14,0.03,43.0,2,0.06,0.07
1169228,fill0,15,0.03,41.3,2,0.06,0.09
1169228,fill0,16,0.03,40.7,2,0.00,0.03
1169228,fill1,0,0.03,36.6,2,0.00,0.00
1169228,fill1,1,0.03,36.8,2,0.00,0.00
1169228,fill1,2,0.04,31.1,2,0.00,0.00
1169228,fill1,3,0.03,37.5,2,0.00,0.00
1169228,fill1,4,0.03,37.7,2,0.00,0.00
1169228,fill1,5,0.03,38.8,2,0.00,0.00
1169228,fill1,6,0.03,37.9,2,0.00,0.00
1169228,fill1,7,0.03,38.0,2,0.03,0.01
1169228,fill1,8,0.03,37.3,2,0.03,0.02
1169228,fill1,9,0.03,38.0,2,0.02,0.01
1169228,fill1,10,0.03,38.5,2,0.01,0.01
1169228,fill1,11,0.03,38.5,2,0.00,0.00
1169228,fill1,12,0.03,37.6,2,0.03,0.01
1169228,fill1,13,0.04,29.5,2,0.00,0.00
1169228,fill1,14,0.03,36.8,2,0.04,0.02
1169228,fill1,15,0.03,36.7,2,0.03,0.02
1169228,fill1,16,0.03,36.8,2,0.03,0.01
1169228,alt01,0,0.03,36.5,2,0.01,0.02
1169228,alt01,1,0.04,30.4,2,0.01,0.03
1169228,alt01,2,0.03,41.1,2,0.00,0.04
1169228,alt01,3,0.03,41.0,2,0.00,0.03
1169228,alt01,4,0.03,41.1,2,0.00,0.01
1169228,alt01,5,0.03,41.1,2,0.00,0.01
1169228,alt01,6,0.03,41.2,2,0.00,0.01
1169228,alt01,7,0.03,40.9,2,0.00,0.01
1169228,alt01,8,0.03,41.0,2,0.00,0.01
1169228,alt01,9,0.03,41.4,2,0.00,0.00
1169228,alt01,10,0.03,41.3,2,0.00,0.01
1169228,alt01,11,0.03,41.0,2,0.00,0.01
1169228,alt01,12,0.03,40.9,2,0.00,0.03
1169228,alt01,13,0.03,40.8,2,0.00,0.02
1169228,alt01,14,0.03,41.1,2,0.00,0.01
1169228,alt01,15,0.03,41.3,2,0.00,0.01
1169228,alt01,16,0.03,40.9,2,0.00,0.01
1286148,fill0,0,0.03,41.0,2,0.00,0.01
1286148,fill0,1,0.03,40.5,2,0.00,0.01
1286148,fill0,2,0.03,40.2,2,0.01,0.01
1286148,fill0,3,0.03,40.2,2,0.00,0.00
1286148,fill0,4,0.03,40.6,2,0.00,0.00
1286148,fill0,5,0.03,40.0,2,0.03,0.15
1286148,fill0,6,0.03,39.8,2,0.02,0.26
1286148,fill0,7,0.03,39.5,2,0.03,0.24
1286148,fill0,8,0.03,39.5,2,0.01,0.11
1286148,fill0,9,0.03,39.8,2,0.01,0.11
1286148,fill0,10,0.03,40.0,2,0.01,0.09
1286148,fill0,11,0.03,40.5,2,0.01,0.08
1286148,fill0,12,0.03,39.8,2,0.01,0.07
1286148,fill0,13,0.03,40.6,2,0.01,0.07
1286148,fill0,14,0.03,39.7,2,0.01,0.10
1286148,fill0,15,0.03,40.4,2,0.00,0.01
1286148,fill0,16,0.03,39.9,2,0.01,0.05
1286148,fill1,0,0.04,36.5,2,0.00,0.00
1286148,fill1,1,0.04,36.7,2,0.00,0.00
1286148,fill1,2,0.04,36.0,2,0.00,0.00
1286148,fill1,3,0.03,36.8,2,0.00,0.00
1286148,fill1,4,0.03,36.8,2,0.00,0.00
1286148,fill1,5,0.04,36.4,2,0.00,0.00
1286148,fill1,6,0.04,35.7,2,0.01,0.02
1286148,fill1,7,0.04,30.4,2,0.01,0.01
1286148,fill1,8,0.03,37.8,2,0.00,0.00
1286148,fill1,9,0.03,38.8,2,0.00,0.00
1286148,fill1,10,0.03,38.4,2,0.00,0.00
1286148,fill1,11,0.03,38.8,2,0.00,0.00
1286148,fill1,12,0.03,38.4,2,0.00,0.00
1286148,fill1,13,0.03,38.9,2,0.00,0.00
1286148,fill1,14,0.03,38.2,2,0.00,0.00
1286148,fill1,15,0.03,38.3,2,0.00,0.00
1286148,fill1,16,0.03,38.6,2,0.00,0.00
1286148,alt01,0,0.03,41.5,2,0.00,0.00
1286148,alt01,1,0.03,41.5,2,0.00,0.01
1286148,alt01,2,0.03,40.4,2,0.00,0.00
1286148,alt01,3,0.03,43.3,2,0.00,0.00
1286148,alt01,4,0.03,43.3,2,0.00,0.00
1286148,alt01,5,0.03,43.4,2,0.00,0.00
1286148,alt01,6,0.03,43.3,2,0.00,0.00
1286148,alt01,7,0.03,43.3,2,0.00,0.00
1286148,alt01,8,0.03,43.3,2,0.00,0.00
1286148,alt01,9,0.03,43.4,2,0.00,0.00
1286148,alt01,10,0.03,43.3,2,0.00,0.00
1286148,alt01,11,0.03,43.3,2,0.00,0.00
1286148,alt01,12,0.03,43.4,2,0.00,0.00
1286148,alt01,13,0.03,43.3,2,0.00,0.00
1286148,alt01,14,0.03,43.2,2,0.00,0.00
1286148,alt01,15,0.03,43.2,2,0.00,0.00
1286148,alt01,16,0.03,43.2,2,0.00,0.00
1414764,fill0,0,0.03,44.2,2,0.00,0.00
1414764,fill0,1,0.03,44.9,2,0.00,0.00
1414764,fill0,2,0.03,44.0,2,0.00,0.00
1414764,fill0,3,0.03,44.1,2,0.00,0.00
1414764,fill0,4,0.03,43.5,2,0.00,0.00
1414764,fill0,5,0.05,29.0,2,0.01,0.01
1414764,fill0,6,0.03,42.8,2,0.02,0.03
1414764,fill0,7,0.03,41.2,2,0.02,0.03
1414764,fill0,8,0.03,41.1,2,0.03,0.07
1414764,fill0,9,0.03,40.8,2,0.03,0.04
1414764,fill0,10,0.03,42.6,2,0.01,0.01
1414764,fill0,11,0.03,41.8,2,0.00,0.00
1414764,fill0,12,0.03,41.8,2,0.00,0.00
1414764,fill0,13,0.04,38.5,2,0.01,0.01
1414764,fill0,14,0.05,31.2,2,0.00,0.00
1414764,fill0,15,0.03,43.9,2,0.00,0.00
1414764,fill0,16,0.03,44.2,2,0.00,0.00
1414764,fill1,0,0.04,39.4,2,0.00,0.00
1414764,fill1,1,0.03,40.5,2,0.00,0.00
1414764,fill1,2,0.04,39.8,2,0.00,0.00
1414764,fill1,3,0.04,39.5,2,0.00,0.00
1414764,fill1,4,0.04,40.2,2,0.00,0.00
1414764,fill1,5,0.04,39.4,2,0.00,0.00
1414764,fill1,6,0.04,39.9,2,0.00,0.00
1414764,fill1,7,0.04,39.9,2,0.00,0.00
1414764,fill1,8,0.04,40.3,2,0.00,0.00
1414764,fill1,9,0.04,40.0,2,0.00,0.00
1414764,fill1,10,0.04,40.4,2,0.00,0.00
1414764,fill1,11,0.04,40.2,2,0.00,0.00
1414764,fill1,12,0.03,40.7,2,0.00,0.00
1414764,fill1,13,0.04,39.3,2,0.00,0.00
1414764,fill1,14,0.04,39.8,2,0.00,0.00
1414764,fill1,15,0.04,39.1,2,0.00,0.00
1414764,fill1,16,0.04,39.7,2,0.00,0.00
1414764,alt01,0,0.08,18.4,2,0.00,0.00
1414764,alt01,1,0.03,43.2,2,0.03,0.05
1414764,alt01,2,0.03,42.8,2,0.04,0.06
1414764,alt01,3,0.03,43.2,2,0.05,0.04
1414764,alt01,4,0.03,43.2,2,0.04,0.03
1414764,alt01,5,0.06,23.4,2,0.02,0.02
1414764,alt01,6,0.06,22.2,2,0.01,0.00
1414764,alt01,7,0.03,43.2,2,0.05,0.03
1414764,alt01,8,0.03,42.8,2,0.03,0.04
1414764,alt01,9,0.03,43.4,2,0.02,0.02
1414764,alt01,10,0.04,39.7,2,0.01,0.01
1414764,alt01,11,0.04,36.5,2,0.02,0.02
1414764,alt01,12,0.04,32.4,2,0.00,0.00
1414764,alt01,13,0.04,38.5,2,0.00,0.00
1414764,alt01,14,0.04,39.0,2,0.13,0.10
