Size,Algo,Trial,Stampms,GB/s,Iters,GHz
176,fill0,16,0.00,34.9,565,3.50
176,fill1,0,0.00,34.8,565,3.49
176,fill1,1,0.00,34.8,565,3.49
176,fill1,2,0.00,34.8,565,3.49
176,fill1,3,0.00,34.9,565,3.49
176,fill1,4,0.00,34.9,565,3.50
176,fill1,5,0.00,34.9,565,3.50
176,fill1,6,0.00,34.9,565,3.50
176,fill1,7,0.00,34.9,565,3.49
176,fill1,8,0.00,34.8,565,3.49
176,fill1,9,0.00,34.8,565,3.49
176,fill1,10,0.00,34.8,565,3.49
176,fill1,11,0.00,34.8,565,3.49
176,fill1,12,0.00,34.8,565,3.49
176,fill1,13,0.00,34.8,565,3.49
176,fill1,14,0.00,34.9,565,3.50
176,fill1,15,0.00,34.9,565,3.50
176,fill1,16,0.00,34.9,565,3.50
236,fill0,0,0.00,46.1,424,3.49
236,fill0,1,0.00,46.1,424,3.49
236,fill0,2,0.00,46.0,424,3.49
236,fill0,3,0.00,46.0,424,3.49
236,fill0,4,0.00,46.0,424,3.49
236,fill0,5,0.00,46.1,424,3.49
236,fill0,6,0.00,46.1,424,3.49
236,fill0,7,0.00,46.2,424,3.49
236,fill0,8,0.00,46.1,424,3.49
236,fill0,9,0.00,46.3,424,3.50
236,fill0,10,0.00,46.2,424,3.50
236,fill0,11,0.00,46.2,424,3.50
236,fill0,12,0.00,46.1,424,3.50
236,fill0,13,0.00,46.2,424,3.50
236,fill0,14,0.00,46.1,424,3.49
236,fill0,15,0.00,46.1,424,3.49
236,fill0,16,0.00,46.0,424,3.49
236,fill1,0,0.00,46.7,424,3.49
236,fill1,1,0.00,46.8,424,3.49
236,fill1,2,0.00,46.8,424,3.49
236,fill1,3,0.00,46.9,424,3.50
236,fill1,4,0.00,46.9,424,3.50
236,fill1,5,0.00,46.9,424,3.50
236,fill1,6,0.00,46.8,424,3.50
236,fill1,7,0.00,46.8,424,3.50
236,fill1,8,0.00,46.7,424,3.49
236,fill1,9,0.00,46.8,424,3.49
236,fill1,10,0.00,46.7,424,3.49
236,fill1,11,0.00,46.7,424,3.49
236,fill1,12,0.00,46.6,424,3.49
236,fill1,13,0.00,46.7,424,3.49
236,fill1,14,0.00,46.7,424,3.49
236,fill1,15,0.00,46.8,424,3.49
236,fill1,16,0.00,46.8,424,3.49
312,fill0,0,0.00,46.1,319,3.50
312,fill0,1,0.00,45.9,319,3.49
312,fill0,2,0.00,46.1,319,3.50
312,fill0,3,0.00,45.8,319,3.49
312,fill0,4,0.00,46.0,319,3.49
312,fill0,5,0.00,45.8,319,3.49
312,fill0,6,0.00,45.9,319,3.49
312,fill0,7,0.00,45.8,319,3.49
312,fill0,8,0.00,46.0,319,3.49
312,fill0,9,0.00,45.8,319,3.49
312,fill0,10,0.00,46.0,319,3.49
312,fill0,11,0.00,46.1,319,3.50
312,fill0,12,0.00,46.0,319,3.50
312,fill0,13,0.00,46.1,319,3.50
312,fill0,14,0.00,46.0,319,3.50
312,fill0,15,0.00,46.1,319,3.50
312,fill0,16,0.00,45.9,319,3.49
312,fill1,0,0.00,51.7,319,3.49
312,fill1,1,0.00,51.8,319,3.49
312,fill1,2,0.00,51.5,319,3.49
312,fill1,3,0.00,51.6,319,3.49
312,fill1,4,0.00,51.8,319,3.49
312,fill1,5,0.00,51.6,319,3.49
312,fill1,6,0.00,51.6,319,3.49
312,fill1,7,0.00,51.8,319,3.50
312,fill1,8,0.00,51.8,319,3.50
312,fill1,9,0.00,51.8,319,3.50
312,fill1,10,0.00,51.8,319,3.50
312,fill1,11,0.00,51.9,319,3.50
312,fill1,12,0.00,51.8,319,3.50
312,fill1,13,0.00,51.7,319,3.50
312,fill1,14,0.00,51.6,319,3.49
312,fill1,15,0.00,51.8,319,3.49
312,fill1,16,0.00,51.8,319,3.49
416,fill0,0,0.00,75.9,240,3.49
416,fill0,1,0.00,75.4,240,3.49
416,fill0,2,0.00,75.4,240,3.49
416,fill0,3,0.00,75.6,240,3.49
416,fill0,4,0.00,75.6,240,3.48
416,fill0,5,0.00,75.5,240,3.49
416,fill0,6,0.00,75.9,240,3.49
416,fill0,7,0.00,75.4,240,3.49
416,fill0,8,0.00,75.3,240,3.49
416,fill0,9,0.00,75.7,240,3.49
416,fill0,10,0.00,75.6,240,3.49
416,fill0,11,0.00,76.0,240,3.49
416,fill0,12,0.00,75.8,240,3.50
416,fill0,13,0.00,75.9,240,3.50
416,fill0,14,0.00,75.9,240,3.50
416,fill0,15,0.00,76.0,240,3.50
416,fill0,16,0.00,75.7,240,3.50
416,fill1,0,0.00,75.6,240,3.50
416,fill1,1,0.00,75.7,240,3.50
416,fill1,2,0.00,75.9,240,3.50
416,fill1,3,0.00,75.8,240,3.50
416,fill1,4,0.00,76.1,240,3.50
416,fill1,5,0.00,75.5,240,3.50
416,fill1,6,0.00,75.4,240,3.50
416,fill1,7,0.00,75.8,240,3.50
416,fill1,8,0.00,75.6,240,3.50
416,fill1,9,0.00,76.0,240,3.49
416,fill1,10,0.00,75.4,240,3.49
416,fill1,11,0.00,75.6,240,3.49
416,fill1,12,0.00,75.6,240,3.49
416,fill1,13,0.00,75.6,240,3.49
416,fill1,14,0.00,75.4,240,3.49
416,fill1,15,0.00,76.0,240,3.49
416,fill1,16,0.00,75.4,240,3.49
556,fill0,0,0.00,109.5,180,3.49
556,fill0,1,0.00,107.3,180,3.49
556,fill0,2,0.00,108.9,180,3.49
556,fill0,3,0.00,108.1,180,3.49
556,fill0,4,0.00,107.8,180,3.48
556,fill0,5,0.00,108.8,180,3.49
556,fill0,6,0.00,108.4,180,3.48
556,fill0,7,0.00,108.1,180,3.50
556,fill0,8,0.00,108.3,180,3.48
556,fill0,9,0.00,108.0,180,3.49
556,fill0,10,0.00,109.3,180,3.49
556,fill0,11,0.00,107.7,180,3.49
556,fill0,12,0.00,108.3,180,3.49
556,fill0,13,0.00,108.4,180,3.50
556,fill0,14,0.00,108.4,180,3.49
556,fill0,15,0.00,108.8,180,3.49
556,fill0,16,0.00,108.3,180,3.50
556,fill1,0,0.00,108.1,180,3.50
556,fill1,1,0.00,108.3,180,3.50
556,fill1,2,0.00,108.5,180,3.50
556,fill1,3,0.00,108.8,180,3.50
556,fill1,4,0.00,109.0,180,3.49
556,fill1,5,0.00,108.7,180,3.50
556,fill1,6,0.00,108.9,180,3.50
556,fill1,7,0.00,108.7,180,3.50
556,fill1,8,0.00,108.0,180,3.50
556,fill1,9,0.00,109.4,180,3.50
556,fill1,10,0.00,108.3,180,3.50
556,fill1,11,0.00,109.5,180,3.50
556,fill1,12,0.00,108.1,180,3.50
556,fill1,13,0.00,109.3,180,3.49
556,fill1,14,0.00,108.3,180,3.50
556,fill1,15,0.00,108.3,180,3.49
556,fill1,16,0.00,108.8,180,3.50
740,fill0,0,0.00,132.7,135,3.50
740,fill0,1,0.00,133.0,135,3.50
740,fill0,2,0.00,132.1,135,3.50
740,fill0,3,0.00,132.3,135,3.50
740,fill0,4,0.00,133.6,135,3.50
740,fill0,5,0.00,132.1,135,3.50
740,fill0,6,0.00,133.6,135,3.50
740,fill0,7,0.00,133.2,135,3.50
740,fill0,8,0.00,132.8,135,3.50
740,fill0,9,0.00,132.3,135,3.50
740,fill0,10,0.00,133.7,135,3.50
740,fill0,11,0.00,132.7,135,3.50
740,fill0,12,0.00,132.7,135,3.50
740,fill0,13,0.00,132.3,135,3.49
740,fill0,14,0.00,133.4,135,3.49
740,fill0,15,0.00,132.0,135,3.50
740,fill0,16,0.00,133.6,135,3.49
740,fill1,0,0.00,119.8,135,3.50
740,fill1,1,0.00,131.3,135,3.50
740,fill1,2,0.00,121.1,135,3.50
740,fill1,3,0.00,119.8,135,3.50
740,fill1,4,0.00,120.9,135,3.49
740,fill1,5,0.00,124.1,135,3.50
740,fill1,6,0.00,124.7,135,3.50
740,fill1,7,0.00,124.6,135,3.49
740,fill1,8,0.00,124.1,135,3.50
740,fill1,9,0.00,122.9,135,3.49
740,fill1,10,0.00,123.6,135,3.49
740,fill1,11,0.00,122.9,135,3.50
740,fill1,12,0.00,125.0,135,3.49
740,fill1,13,0.00,120.7,135,3.49
740,fill1,14,0.00,123.3,135,3.49
740,fill1,15,0.00,127.3,135,3.49
740,fill1,16,0.00,123.5,135,3.49
988,fill0,0,0.00,152.9,102,3.50
988,fill0,1,0.00,150.0,102,3.49
988,fill0,2,0.00,151.3,102,3.49
988,fill0,3,0.00,151.5,102,3.49
988,fill0,4,0.00,151.8,102,3.49
988,fill0,5,0.00,151.5,102,3.50
988,fill0,6,0.00,150.9,102,3.48
988,fill0,7,0.00,150.6,102,3.50
988,fill0,8,0.00,151.1,102,3.49
988,fill0,9,0.00,151.1,102,3.49
988,fill0,10,0.00,152.2,102,3.49
988,fill0,11,0.00,152.7,102,3.49
988,fill0,12,0.00,151.5,102,3.49
988,fill0,13,0.00,152.0,102,3.48
988,fill0,14,0.00,152.5,102,3.49
988,fill0,15,0.00,151.3,102,3.49
988,fill0,16,0.00,151.3,102,3.49
988,fill1,0,0.00,34.9,102,3.49
988,fill1,1,0.00,96.8,102,3.47
988,fill1,2,0.00,144.8,102,3.48
988,fill1,3,0.00,141.5,102,3.49
988,fill1,4,0.00,146.9,102,3.49
988,fill1,5,0.00,141.1,102,3.50
988,fill1,6,0.00,141.5,102,3.49
988,fill1,7,0.00,140.6,102,3.49
988,fill1,8,0.00,145.0,102,3.50
988,fill1,9,0.00,140.4,102,3.49
988,fill1,10,0.00,145.4,102,3.50
988,fill1,11,0.00,143.8,102,3.50
988,fill1,12,0.00,144.2,102,3.49
988,fill1,13,0.00,153.2,102,3.49
988,fill1,14,0.00,140.7,102,3.50
988,fill1,15,0.00,145.8,102,3.49
988,fill1,16,0.00,147.8,102,3.50
1316,fill0,0,0.00,43.8,76,3.49
1316,fill0,1,0.00,143.5,76,3.46
1316,fill0,2,0.00,159.0,76,3.49
1316,fill0,3,0.00,159.0,76,3.49
1316,fill0,4,0.00,159.0,76,3.49
1316,fill0,5,0.00,159.3,76,3.50
1316,fill0,6,0.00,159.0,76,3.49
1316,fill0,7,0.00,159.0,76,3.49
1316,fill0,8,0.00,159.5,76,3.50
1316,fill0,9,0.00,158.5,76,3.49
1316,fill0,10,0.00,158.5,76,3.50
1316,fill0,11,0.00,158.5,76,3.50
1316,fill0,12,0.00,159.0,76,3.49
1316,fill0,13,0.00,158.8,76,3.50
1316,fill0,14,0.00,159.5,76,3.50
1316,fill0,15,0.00,159.8,76,3.50
1316,fill0,16,0.00,159.5,76,3.50
1316,fill1,0,0.00,55.3,76,3.48
1316,fill1,1,0.00,159.0,76,3.49
1316,fill1,2,0.00,149.1,76,3.49
1316,fill1,3,0.00,146.9,76,3.50
1316,fill1,4,0.00,147.7,76,3.48
1316,fill1,5,0.00,153.2,76,3.50
1316,fill1,6,0.00,148.2,76,3.50
1316,fill1,7,0.00,159.5,76,3.50
1316,fill1,8,0.00,159.5,76,3.49
1316,fill1,9,0.00,148.6,76,3.50
1316,fill1,10,0.00,159.3,76,3.50
1316,fill1,11,0.00,146.9,76,3.50
1316,fill1,12,0.00,146.7,76,3.50
1316,fill1,13,0.00,147.3,76,3.50
1316,fill1,14,0.00,159.5,76,3.50
1316,fill1,15,0.00,148.6,76,3.50
1316,fill1,16,0.00,152.2,76,3.51
1756,fill0,0,0.00,63.6,57,3.49
1756,fill0,1,0.00,63.7,57,3.49
1756,fill0,2,0.00,63.3,57,3.49
1756,fill0,3,0.00,63.3,57,3.49
1756,fill0,4,0.00,143.6,57,3.46
1756,fill0,5,0.00,172.0,57,3.49
1756,fill0,6,0.00,172.3,57,3.49
1756,fill0,7,0.00,172.6,57,3.50
1756,fill0,8,0.00,172.6,57,3.50
1756,fill0,9,0.00,172.3,57,3.49
1756,fill0,10,0.00,172.6,57,3.50
1756,fill0,11,0.00,172.0,57,3.49
1756,fill0,12,0.00,172.6,57,3.50
1756,fill0,13,0.00,172.6,57,3.50
1756,fill0,14,0.00,172.6,57,3.50
1756,fill0,15,0.00,172.6,57,3.50
1756,fill0,16,0.00,172.6,57,3.50
1756,fill1,0,0.00,63.8,57,3.49
1756,fill1,1,0.00,63.7,57,3.49
1756,fill1,2,0.00,85.0,57,3.47
1756,fill1,3,0.00,166.3,57,3.49
1756,fill1,4,0.00,172.0,57,3.49
1756,fill1,5,0.00,172.6,57,3.49
1756,fill1,6,0.00,159.6,57,3.48
1756,fill1,7,0.00,162.0,57,3.49
1756,fill1,8,0.00,168.5,57,3.50
1756,fill1,9,0.00,164.4,57,3.49
1756,fill1,10,0.00,161.7,57,3.49
1756,fill1,11,0.00,172.0,57,3.49
1756,fill1,12,0.00,163.8,57,3.50
1756,fill1,13,0.00,172.0,57,3.49
1756,fill1,14,0.00,159.9,57,3.49
1756,fill1,15,0.00,163.0,57,3.50
1756,fill1,16,0.00,169.1,57,3.51
2340,fill0,0,0.00,70.4,43,3.50
2340,fill0,1,0.00,70.4,43,3.50
2340,fill0,2,0.00,70.3,43,3.49
2340,fill0,3,0.00,70.3,43,3.49
2340,fill0,4,0.00,70.3,43,3.49
2340,fill0,5,0.00,70.3,43,3.49
2340,fill0,6,0.00,125.1,43,3.46
2340,fill0,7,0.00,174.7,43,3.50
2340,fill0,8,0.00,174.7,43,3.49
2340,fill0,9,0.00,174.1,43,3.49
2340,fill0,10,0.00,174.7,43,3.49
2340,fill0,11,0.00,174.1,43,3.49
2340,fill0,12,0.00,174.7,43,3.49
2340,fill0,13,0.00,174.7,43,3.50
2340,fill0,14,0.00,174.7,43,3.49
2340,fill0,15,0.00,175.0,43,3.49
2340,fill0,16,0.00,174.1,43,3.49
2340,fill1,0,0.00,70.7,43,3.50
2340,fill1,1,0.00,70.7,43,3.50
2340,fill1,2,0.00,70.6,43,3.50
2340,fill1,3,0.00,70.6,43,3.49
2340,fill1,4,0.00,70.7,43,3.50
2340,fill1,5,0.00,70.6,43,3.49
2340,fill1,6,0.00,70.6,43,3.49
2340,fill1,7,0.00,70.6,43,3.49
2340,fill1,8,0.00,70.4,43,3.48
2340,fill1,9,0.00,122.0,43,3.48
2340,fill1,10,0.00,170.0,43,3.49
2340,fill1,11,0.00,171.7,43,3.49
2340,fill1,12,0.00,174.1,43,3.48
2340,fill1,13,0.00,174.1,43,3.49
2340,fill1,14,0.00,168.5,43,3.49
2340,fill1,15,0.00,175.0,43,3.49
2340,fill1,16,0.00,170.0,43,3.49
3120,fill0,0,0.00,75.4,33,3.50
3120,fill0,1,0.00,75.4,33,3.50
3120,fill0,2,0.00,75.3,33,3.50
3120,fill0,3,0.00,75.2,33,3.50
3120,fill0,4,0.00,75.2,33,3.50
3120,fill0,5,0.00,75.3,33,3.50
3120,fill0,6,0.00,149.7,33,3.48
3120,fill0,7,0.00,175.4,33,3.50
3120,fill0,8,0.00,176.0,33,3.49
3120,fill0,9,0.00,176.6,33,3.50
3120,fill0,10,0.00,175.1,33,3.48
3120,fill0,11,0.00,176.3,33,3.50
3120,fill0,12,0.00,176.3,33,3.49
3120,fill0,13,0.00,175.1,33,3.48
3120,fill0,14,0.00,176.0,33,3.49
3120,fill0,15,0.00,176.6,33,3.50
3120,fill0,16,0.00,175.1,33,3.48
3120,fill1,0,0.00,75.5,33,3.49
3120,fill1,1,0.00,75.3,33,3.50
3120,fill1,2,0.00,75.3,33,3.50
3120,fill1,3,0.00,75.4,33,3.50
3120,fill1,4,0.00,75.5,33,3.50
3120,fill1,5,0.00,75.5,33,3.50
3120,fill1,6,0.00,110.9,33,3.50
3120,fill1,7,0.00,176.3,33,3.51
3120,fill1,8,0.00,176.9,33,3.49
3120,fill1,9,0.00,176.6,33,3.50
3120,fill1,10,0.00,176.9,33,3.50
3120,fill1,11,0.00,176.9,33,3.50
3120,fill1,12,0.00,176.3,33,3.49
3120,fill1,13,0.00,176.9,33,3.50
3120,fill1,14,0.00,176.6,33,3.49
3120,fill1,15,0.00,176.9,33,3.50
3120,fill1,16,0.00,176.6,33,3.49
4160,fill0,0,0.00,92.0,25,3.49
4160,fill0,1,0.00,92.0,25,3.49
4160,fill0,2,0.00,91.6,25,3.49
4160,fill0,3,0.00,92.0,25,3.49
4160,fill0,4,0.00,92.2,25,3.50
4160,fill0,5,0.00,91.7,25,3.50
4160,fill0,6,0.00,92.6,25,3.49
4160,fill0,7,0.00,92.1,25,3.50
4160,fill0,8,0.00,92.3,25,3.50
4160,fill0,9,0.00,92.0,25,3.51
4160,fill0,10,0.00,92.1,25,3.49
4160,fill0,11,0.00,92.4,25,3.50
4160,fill0,12,0.00,164.3,25,3.49
4160,fill0,13,0.00,196.2,25,3.51
4160,fill0,14,0.00,195.9,25,3.50
4160,fill0,15,0.00,195.5,25,3.49
4160,fill0,16,0.00,195.5,25,3.50
4160,fill1,0,0.00,92.4,25,3.49
4160,fill1,1,0.00,92.0,25,3.49
4160,fill1,2,0.00,91.8,25,3.48
4160,fill1,3,0.00,92.0,25,3.49
4160,fill1,4,0.00,92.0,25,3.49
4160,fill1,5,0.00,91.6,25,3.49
4160,fill1,6,0.00,92.0,25,3.49
4160,fill1,7,0.00,92.1,25,3.50
4160,fill1,8,0.00,91.8,25,3.50
4160,fill1,9,0.00,92.1,25,3.49
4160,fill1,10,0.00,92.3,25,3.50
4160,fill1,11,0.00,92.0,25,3.49
4160,fill1,12,0.00,92.6,25,3.50
4160,fill1,13,0.00,101.0,25,3.51
4160,fill1,14,0.00,195.9,25,3.50
4160,fill1,15,0.00,195.5,25,3.50
4160,fill1,16,0.00,195.9,25,3.50
5548,fill0,0,0.00,83.4,19,3.49
5548,fill0,1,0.00,83.3,19,3.49
5548,fill0,2,0.00,83.3,19,3.49
5548,fill0,3,0.00,83.3,19,3.49
5548,fill0,4,0.00,83.3,19,3.48
5548,fill0,5,0.00,83.3,19,3.49
5548,fill0,6,0.00,83.2,19,3.48
5548,fill0,7,0.00,106.0,19,3.50
5548,fill0,8,0.00,185.9,19,3.48
5548,fill0,9,0.00,186.2,19,3.49
5548,fill0,10,0.00,186.2,19,3.49
5548,fill0,11,0.00,186.6,19,3.50
5548,fill0,12,0.00,186.2,19,3.49
5548,fill0,13,0.00,185.9,19,3.49
5548,fill0,14,0.00,186.9,19,3.50
5548,fill0,15,0.00,186.6,19,3.50
5548,fill0,16,0.00,186.2,19,3.49
5548,fill1,0,0.00,83.4,19,3.49
5548,fill1,1,0.00,83.3,19,3.49
5548,fill1,2,0.00,83.3,19,3.49
5548,fill1,3,0.00,83.3,19,3.49
5548,fill1,4,0.00,83.3,19,3.49
5548,fill1,5,0.00,83.3,19,3.49
5548,fill1,6,0.00,82.7,19,3.49
5548,fill1,7,0.00,83.1,19,3.49
5548,fill1,8,0.00,144.0,19,3.48
5548,fill1,9,0.00,186.9,19,3.49
5548,fill1,10,0.00,187.6,19,3.49
5548,fill1,11,0.00,185.9,19,3.49
5548,fill1,12,0.00,187.6,19,3.49
5548,fill1,13,0.00,187.6,19,3.49
5548,fill1,14,0.00,185.9,19,3.49
5548,fill1,15,0.00,188.2,19,3.50
5548,fill1,16,0.00,187.6,19,3.49
7396,fill0,0,0.00,86.6,14,3.50
7396,fill0,1,0.00,86.5,14,3.50
7396,fill0,2,0.00,86.6,14,3.50
7396,fill0,3,0.00,86.6,14,3.50
7396,fill0,4,0.00,86.4,14,3.49
7396,fill0,5,0.00,86.6,14,3.49
7396,fill0,6,0.00,86.5,14,3.49
7396,fill0,7,0.00,86.6,14,3.49
7396,fill0,8,0.00,88.4,14,3.49
7396,fill0,9,0.00,191.0,14,3.51
7396,fill0,10,0.00,189.6,14,3.48
7396,fill0,11,0.00,191.0,14,3.51
7396,fill0,12,0.00,190.0,14,3.49
7396,fill0,13,0.00,190.0,14,3.49
7396,fill0,14,0.00,190.3,14,3.49
7396,fill0,15,0.00,190.0,14,3.49
7396,fill0,16,0.00,190.3,14,3.49
7396,fill1,0,0.00,86.6,14,3.50
7396,fill1,1,0.00,86.5,14,3.50
7396,fill1,2,0.00,86.6,14,3.50
7396,fill1,3,0.00,86.8,14,3.50
7396,fill1,4,0.00,86.6,14,3.50
7396,fill1,5,0.00,86.1,14,3.50
7396,fill1,6,0.00,86.8,14,3.50
7396,fill1,7,0.00,86.9,14,3.50
7396,fill1,8,0.00,93.6,14,3.50
7396,fill1,9,0.00,190.0,14,3.50
7396,fill1,10,0.00,188.6,14,3.50
7396,fill1,11,0.00,189.6,14,3.51
7396,fill1,12,0.00,189.6,14,3.50
7396,fill1,13,0.00,188.9,14,3.49
7396,fill1,14,0.00,189.6,14,3.50
7396,fill1,15,0.00,189.6,14,3.50
7396,fill1,16,0.00,188.6,14,3.50
9864,fill0,0,0.00,91.4,11,3.49
9864,fill0,1,0.00,91.4,11,3.49
9864,fill0,2,0.00,91.7,11,3.49
9864,fill0,3,0.00,91.7,11,3.50
9864,fill0,4,0.00,91.6,11,3.50
9864,fill0,5,0.00,92.2,11,3.50
9864,fill0,6,0.00,92.2,11,3.50
9864,fill0,7,0.00,91.8,11,3.50
9864,fill0,8,0.00,91.7,11,3.50
9864,fill0,9,0.00,147.6,11,3.51
9864,fill0,10,0.00,197.3,11,3.50
9864,fill0,11,0.00,197.3,11,3.51
9864,fill0,12,0.00,196.9,11,3.50
9864,fill0,13,0.00,197.6,11,3.51
9864,fill0,14,0.00,196.6,11,3.49
9864,fill0,15,0.00,197.3,11,3.51
9864,fill0,16,0.00,196.6,11,3.49
9864,fill1,0,0.00,91.5,11,3.48
9864,fill1,1,0.00,92.0,11,3.50
9864,fill1,2,0.00,91.7,11,3.49
9864,fill1,3,0.00,91.6,11,3.49
9864,fill1,4,0.00,92.1,11,3.50
9864,fill1,5,0.00,92.2,11,3.49
9864,fill1,6,0.00,91.9,11,3.49
9864,fill1,7,0.00,92.0,11,3.50
9864,fill1,8,0.00,91.9,11,3.49
9864,fill1,9,0.00,167.7,11,3.50
9864,fill1,10,0.00,197.3,11,3.50
9864,fill1,11,0.00,197.3,11,3.50
9864,fill1,12,0.00,197.3,11,3.50
9864,fill1,13,0.00,197.3,11,3.50
9864,fill1,14,0.00,197.3,11,3.50
9864,fill1,15,0.00,197.3,11,3.50
9864,fill1,16,0.00,197.6,11,3.51
13152,fill0,0,0.00,89.7,8,3.49
13152,fill0,1,0.00,89.5,8,3.49
13152,fill0,2,0.00,89.2,8,3.49
13152,fill0,3,0.00,89.5,8,3.49
13152,fill0,4,0.00,89.3,8,3.48
13152,fill0,5,0.00,89.9,8,3.49
13152,fill0,6,0.00,89.9,8,3.49
13152,fill0,7,0.00,89.9,8,3.49
13152,fill0,8,0.00,89.9,8,3.49
13152,fill0,9,0.00,89.9,8,3.49
13152,fill0,10,0.00,89.9,8,3.49
13152,fill0,11,0.00,94.0,8,3.49
13152,fill0,12,0.00,187.9,8,3.50
13152,fill0,13,0.00,188.2,8,3.50
13152,fill0,14,0.00,187.6,8,3.49
13152,fill0,15,0.00,188.6,8,3.51
13152,fill0,16,0.00,187.6,8,3.49
13152,fill1,0,0.00,89.5,8,3.50
13152,fill1,1,0.00,89.4,8,3.50
13152,fill1,2,0.00,89.3,8,3.49
13152,fill1,3,0.00,88.9,8,3.49
13152,fill1,4,0.00,89.3,8,3.49
13152,fill1,5,0.00,89.9,8,3.50
13152,fill1,6,0.00,89.9,8,3.49
13152,fill1,7,0.00,170.8,8,3.49
13152,fill1,8,0.00,188.9,8,3.49
13152,fill1,9,0.00,188.6,8,3.49
13152,fill1,10,0.00,188.9,8,3.49
13152,fill1,11,0.00,188.6,8,3.49
13152,fill1,12,0.00,188.6,8,3.49
13152,fill1,13,0.00,187.9,8,3.48
13152,fill1,14,0.00,189.2,8,3.50
13152,fill1,15,0.00,187.9,8,3.48
13152,fill1,16,0.00,188.6,8,3.49
17536,fill0,0,0.00,93.4,6,3.50
17536,fill0,1,0.00,93.4,6,3.50
17536,fill0,2,0.00,92.9,6,3.49
17536,fill0,3,0.00,93.5,6,3.51
17536,fill0,4,0.00,93.5,6,3.50
17536,fill0,5,0.00,93.4,6,3.50
