Size,Algo,Trial,Stampms,GB/s,Iters
416,fill1,16,0.00,78.3,240
416,fill01,0,0.00,80.8,240
416,fill01,1,0.00,80.7,240
416,fill01,2,0.00,80.7,240
416,fill01,3,0.00,80.8,240
416,fill01,4,0.00,80.9,240
416,fill01,5,0.00,80.9,240
416,fill01,6,0.00,81.0,240
416,fill01,7,0.00,81.1,240
416,fill01,8,0.00,81.1,240
416,fill01,9,0.00,81.0,240
416,fill01,10,0.00,80.9,240
416,fill01,11,0.00,80.9,240
416,fill01,12,0.00,80.8,240
416,fill01,13,0.00,80.7,240
416,fill01,14,0.00,80.7,240
416,fill01,15,0.00,80.8,240
416,fill01,16,0.00,80.8,240
556,fill0,0,0.00,80.2,180
556,fill0,1,0.00,80.2,180
556,fill0,2,0.00,80.4,180
556,fill0,3,0.00,80.4,180
556,fill0,4,0.00,80.4,180
556,fill0,5,0.00,80.5,180
556,fill0,6,0.00,80.5,180
556,fill0,7,0.00,80.4,180
556,fill0,8,0.00,80.5,180
556,fill0,9,0.00,80.5,180
556,fill0,10,0.00,80.6,180
556,fill0,11,0.00,80.5,180
556,fill0,12,0.00,80.5,180
556,fill0,13,0.00,80.6,180
556,fill0,14,0.00,80.5,180
556,fill0,15,0.00,80.4,180
556,fill0,16,0.00,80.4,180
556,fill1,0,0.00,80.6,180
556,fill1,1,0.00,80.5,180
556,fill1,2,0.00,80.4,180
556,fill1,3,0.00,80.4,180
556,fill1,4,0.00,80.4,180
556,fill1,5,0.00,80.4,180
556,fill1,6,0.00,80.4,180
556,fill1,7,0.00,80.3,180
556,fill1,8,0.00,80.3,180
556,fill1,9,0.00,80.2,180
556,fill1,10,0.00,80.2,180
556,fill1,11,0.00,80.2,180
556,fill1,12,0.00,80.4,180
556,fill1,13,0.00,80.2,180
556,fill1,14,0.00,80.4,180
556,fill1,15,0.00,80.4,180
556,fill1,16,0.00,80.4,180
556,fill01,0,0.00,80.7,180
556,fill01,1,0.00,80.6,180
556,fill01,2,0.00,80.6,180
556,fill01,3,0.00,80.5,180
556,fill01,4,0.00,80.4,180
556,fill01,5,0.00,80.4,180
556,fill01,6,0.00,80.4,180
556,fill01,7,0.00,80.5,180
556,fill01,8,0.00,80.6,180
556,fill01,9,0.00,80.6,180
556,fill01,10,0.00,80.6,180
556,fill01,11,0.00,80.7,180
556,fill01,12,0.00,80.8,180
556,fill01,13,0.00,80.7,180
556,fill01,14,0.00,80.6,180
556,fill01,15,0.00,80.6,180
556,fill01,16,0.00,80.5,180
740,fill0,0,0.00,89.4,135
740,fill0,1,0.00,89.4,135
740,fill0,2,0.00,89.3,135
740,fill0,3,0.00,89.3,135
740,fill0,4,0.00,89.3,135
740,fill0,5,0.00,89.2,135
740,fill0,6,0.00,89.2,135
740,fill0,7,0.00,89.2,135
740,fill0,8,0.00,89.2,135
740,fill0,9,0.00,88.9,135
740,fill0,10,0.00,89.2,135
740,fill0,11,0.00,89.0,135
740,fill0,12,0.00,89.1,135
740,fill0,13,0.00,89.0,135
740,fill0,14,0.00,89.1,135
740,fill0,15,0.00,89.2,135
740,fill0,16,0.00,89.2,135
740,fill1,0,0.00,89.1,135
740,fill1,1,0.00,89.1,135
740,fill1,2,0.00,89.2,135
740,fill1,3,0.00,89.2,135
740,fill1,4,0.00,89.2,135
740,fill1,5,0.00,89.2,135
740,fill1,6,0.00,89.2,135
740,fill1,7,0.00,89.2,135
740,fill1,8,0.00,89.3,135
740,fill1,9,0.00,89.3,135
740,fill1,10,0.00,89.4,135
740,fill1,11,0.00,89.3,135
740,fill1,12,0.00,89.4,135
740,fill1,13,0.00,89.4,135
740,fill1,14,0.00,89.4,135
740,fill1,15,0.00,89.4,135
740,fill1,16,0.00,89.3,135
740,fill01,0,0.00,89.9,135
740,fill01,1,0.00,90.0,135
740,fill01,2,0.00,89.8,135
740,fill01,3,0.00,89.9,135
740,fill01,4,0.00,89.9,135
740,fill01,5,0.00,90.0,135
740,fill01,6,0.00,90.0,135
740,fill01,7,0.00,90.2,135
740,fill01,8,0.00,90.1,135
740,fill01,9,0.00,90.2,135
740,fill01,10,0.00,90.3,135
740,fill01,11,0.00,90.2,135
740,fill01,12,0.00,90.1,135
740,fill01,13,0.00,90.1,135
740,fill01,14,0.00,90.0,135
740,fill01,15,0.00,90.0,135
740,fill01,16,0.00,89.9,135
988,fill0,0,0.00,78.8,102
988,fill0,1,0.00,78.8,102
988,fill0,2,0.00,78.9,102
988,fill0,3,0.00,78.8,102
988,fill0,4,0.00,79.0,102
988,fill0,5,0.00,78.8,102
988,fill0,6,0.00,79.0,102
988,fill0,7,0.00,79.0,102
988,fill0,8,0.00,79.0,102
988,fill0,9,0.00,79.0,102
988,fill0,10,0.00,79.1,102
988,fill0,11,0.00,79.1,102
988,fill0,12,0.00,79.1,102
988,fill0,13,0.00,79.2,102
988,fill0,14,0.00,79.2,102
988,fill0,15,0.00,79.2,102
988,fill0,16,0.00,79.1,102
988,fill1,0,0.00,79.1,102
988,fill1,1,0.00,79.1,102
988,fill1,2,0.00,79.1,102
988,fill1,3,0.00,78.8,102
988,fill1,4,0.00,79.1,102
988,fill1,5,0.00,79.0,102
988,fill1,6,0.00,78.8,102
988,fill1,7,0.00,79.0,102
988,fill1,8,0.00,78.7,102
988,fill1,9,0.00,78.8,102
988,fill1,10,0.00,78.8,102
988,fill1,11,0.00,78.8,102
988,fill1,12,0.00,78.8,102
988,fill1,13,0.00,78.7,102
988,fill1,14,0.00,78.8,102
988,fill1,15,0.00,79.0,102
988,fill1,16,0.00,78.9,102
988,fill01,0,0.00,79.8,102
988,fill01,1,0.00,79.8,102
988,fill01,2,0.00,79.8,102
988,fill01,3,0.00,79.8,102
988,fill01,4,0.00,79.9,102
988,fill01,5,0.00,80.0,102
988,fill01,6,0.00,80.0,102
988,fill01,7,0.00,80.1,102
988,fill01,8,0.00,80.1,102
988,fill01,9,0.00,80.1,102
988,fill01,10,0.00,80.0,102
988,fill01,11,0.00,79.9,102
988,fill01,12,0.00,79.9,102
988,fill01,13,0.00,79.8,102
988,fill01,14,0.00,79.8,102
988,fill01,15,0.00,79.8,102
988,fill01,16,0.00,79.9,102
1316,fill0,0,0.00,91.9,76
1316,fill0,1,0.00,92.0,76
1316,fill0,2,0.00,91.9,76
1316,fill0,3,0.00,92.1,76
1316,fill0,4,0.00,91.9,76
1316,fill0,5,0.00,92.1,76
1316,fill0,6,0.00,92.1,76
1316,fill0,7,0.00,92.2,76
1316,fill0,8,0.00,92.2,76
1316,fill0,9,0.00,92.2,76
1316,fill0,10,0.00,92.1,76
1316,fill0,11,0.00,92.3,76
1316,fill0,12,0.00,92.2,76
1316,fill0,13,0.00,92.3,76
1316,fill0,14,0.00,92.3,76
1316,fill0,15,0.00,92.3,76
1316,fill0,16,0.00,92.3,76
1316,fill1,0,0.00,92.3,76
1316,fill1,1,0.00,92.4,76
1316,fill1,2,0.00,92.3,76
1316,fill1,3,0.00,92.3,76
1316,fill1,4,0.00,92.2,76
1316,fill1,5,0.00,92.2,76
1316,fill1,6,0.00,92.3,76
1316,fill1,7,0.00,92.2,76
1316,fill1,8,0.00,92.0,76
1316,fill1,9,0.00,92.2,76
1316,fill1,10,0.00,92.1,76
1316,fill1,11,0.00,91.9,76
1316,fill1,12,0.00,92.1,76
1316,fill1,13,0.00,91.9,76
1316,fill1,14,0.00,92.0,76
1316,fill1,15,0.00,92.0,76
1316,fill1,16,0.00,92.1,76
1316,fill01,0,0.00,93.9,76
1316,fill01,1,0.00,93.9,76
1316,fill01,2,0.00,94.0,76
1316,fill01,3,0.00,94.1,76
1316,fill01,4,0.00,94.0,76
1316,fill01,5,0.00,93.9,76
1316,fill01,6,0.00,93.9,76
1316,fill01,7,0.00,93.8,76
1316,fill01,8,0.00,93.8,76
1316,fill01,9,0.00,93.7,76
1316,fill01,10,0.00,93.6,76
1316,fill01,11,0.00,93.7,76
1316,fill01,12,0.00,93.7,76
1316,fill01,13,0.00,93.8,76
1316,fill01,14,0.00,93.9,76
1316,fill01,15,0.00,93.9,76
1316,fill01,16,0.00,93.9,76
1756,fill0,0,0.00,85.9,57
1756,fill0,1,0.00,85.8,57
1756,fill0,2,0.00,86.0,57
1756,fill0,3,0.00,85.9,57
1756,fill0,4,0.00,85.8,57
1756,fill0,5,0.00,85.7,57
1756,fill0,6,0.00,85.7,57
1756,fill0,7,0.00,85.7,57
1756,fill0,8,0.00,85.8,57
1756,fill0,9,0.00,85.5,57
1756,fill0,10,0.00,85.7,57
1756,fill0,11,0.00,85.6,57
1756,fill0,12,0.00,85.7,57
1756,fill0,13,0.00,85.5,57
1756,fill0,14,0.00,85.5,57
1756,fill0,15,0.00,85.5,57
1756,fill0,16,0.00,85.5,57
1756,fill1,0,0.00,85.6,57
1756,fill1,1,0.00,85.4,57
1756,fill1,2,0.00,85.6,57
1756,fill1,3,0.00,85.5,57
1756,fill1,4,0.00,85.5,57
1756,fill1,5,0.00,85.5,57
1756,fill1,6,0.00,85.6,57
1756,fill1,7,0.00,85.7,57
1756,fill1,8,0.00,85.7,57
1756,fill1,9,0.00,85.7,57
1756,fill1,10,0.00,85.7,57
1756,fill1,11,0.00,85.8,57
1756,fill1,12,0.00,85.7,57
1756,fill1,13,0.00,85.8,57
1756,fill1,14,0.00,85.8,57
1756,fill1,15,0.00,85.9,57
1756,fill1,16,0.00,85.9,57
1756,fill01,0,0.00,87.3,57
1756,fill01,1,0.00,87.2,57
1756,fill01,2,0.00,87.2,57
1756,fill01,3,0.00,87.1,57
1756,fill01,4,0.00,87.2,57
1756,fill01,5,0.00,87.2,57
1756,fill01,6,0.00,87.4,57
1756,fill01,7,0.00,87.4,57
1756,fill01,8,0.00,87.5,57
1756,fill01,9,0.00,87.5,57
1756,fill01,10,0.00,87.5,57
1756,fill01,11,0.00,87.5,57
1756,fill01,12,0.00,87.4,57
1756,fill01,13,0.00,87.4,57
1756,fill01,14,0.00,87.2,57
1756,fill01,15,0.00,87.2,57
1756,fill01,16,0.00,87.2,57
2340,fill0,0,0.00,87.3,43
2340,fill0,1,0.00,87.1,43
2340,fill0,2,0.00,87.3,43
2340,fill0,3,0.00,87.3,43
2340,fill0,4,0.00,87.3,43
2340,fill0,5,0.00,87.3,43
2340,fill0,6,0.00,87.4,43
2340,fill0,7,0.00,87.4,43
2340,fill0,8,0.00,87.5,43
2340,fill0,9,0.00,87.4,43
2340,fill0,10,0.00,87.5,43
2340,fill0,11,0.00,87.5,43
2340,fill0,12,0.00,87.6,43
2340,fill0,13,0.00,87.5,43
2340,fill0,14,0.00,87.6,43
2340,fill0,15,0.00,87.7,43
2340,fill0,16,0.00,87.5,43
2340,fill1,0,0.00,85.4,43
2340,fill1,1,0.00,85.6,43
2340,fill1,2,0.00,85.5,43
2340,fill1,3,0.00,85.7,43
2340,fill1,4,0.00,85.5,43
2340,fill1,5,0.00,85.4,43
2340,fill1,6,0.00,85.6,43
2340,fill1,7,0.00,85.6,43
2340,fill1,8,0.00,85.5,43
2340,fill1,9,0.00,85.3,43
2340,fill1,10,0.00,85.5,43
2340,fill1,11,0.00,85.3,43
2340,fill1,12,0.00,85.4,43
2340,fill1,13,0.00,85.3,43
2340,fill1,14,0.00,85.3,43
2340,fill1,15,0.00,85.3,43
2340,fill1,16,0.00,85.2,43
2340,fill01,0,0.00,92.0,43
2340,fill01,1,0.00,92.0,43
2340,fill01,2,0.00,92.0,43
2340,fill01,3,0.00,92.1,43
2340,fill01,4,0.00,92.2,43
2340,fill01,5,0.00,92.1,43
2340,fill01,6,0.00,92.1,43
2340,fill01,7,0.00,92.0,43
2340,fill01,8,0.00,92.0,43
2340,fill01,9,0.00,91.9,43
2340,fill01,10,0.00,91.9,43
2340,fill01,11,0.00,91.8,43
2340,fill01,12,0.00,91.8,43
2340,fill01,13,0.00,91.8,43
2340,fill01,14,0.00,92.0,43
2340,fill01,15,0.00,91.9,43
2340,fill01,16,0.00,92.0,43
3120,fill0,0,0.00,92.3,33
3120,fill0,1,0.00,92.3,33
3120,fill0,2,0.00,92.3,33
3120,fill0,3,0.00,92.5,33
3120,fill0,4,0.00,92.3,33
3120,fill0,5,0.00,92.5,33
3120,fill0,6,0.00,92.3,33
3120,fill0,7,0.00,92.6,33
3120,fill0,8,0.00,92.5,33
3120,fill0,9,0.00,92.6,33
3120,fill0,10,0.00,92.3,33
3120,fill0,11,0.00,92.5,33
3120,fill0,12,0.00,92.3,33
3120,fill0,13,0.00,92.5,33
3120,fill0,14,0.00,92.3,33
3120,fill0,15,0.00,92.3,33
3120,fill0,16,0.00,92.2,33
3120,fill1,0,0.00,92.3,33
3120,fill1,1,0.00,92.4,33
3120,fill1,2,0.00,92.4,33
3120,fill1,3,0.00,92.3,33
3120,fill1,4,0.00,92.3,33
3120,fill1,5,0.00,92.3,33
3120,fill1,6,0.00,92.3,33
3120,fill1,7,0.00,92.3,33
3120,fill1,8,0.00,92.2,33
3120,fill1,9,0.00,92.1,33
3120,fill1,10,0.00,92.2,33
3120,fill1,11,0.00,92.2,33
3120,fill1,12,0.00,92.2,33
3120,fill1,13,0.00,92.2,33
3120,fill1,14,0.00,92.3,33
3120,fill1,15,0.00,92.3,33
3120,fill1,16,0.00,92.3,33
3120,fill01,0,0.00,94.7,33
3120,fill01,1,0.00,94.7,33
3120,fill01,2,0.00,94.7,33
3120,fill01,3,0.00,94.6,33
3120,fill01,4,0.00,94.6,33
3120,fill01,5,0.00,94.5,33
3120,fill01,6,0.00,94.4,33
3120,fill01,7,0.00,94.4,33
3120,fill01,8,0.00,94.3,33
3120,fill01,9,0.00,94.3,33
3120,fill01,10,0.00,94.4,33
3120,fill01,11,0.00,94.4,33
3120,fill01,12,0.00,94.5,33
3120,fill01,13,0.00,94.6,33
3120,fill01,14,0.00,94.6,33
3120,fill01,15,0.00,94.7,33
3120,fill01,16,0.00,94.8,33
4160,fill0,0,0.00,95.2,25
4160,fill0,1,0.00,95.2,25
4160,fill0,2,0.00,95.2,25
4160,fill0,3,0.00,95.4,25
4160,fill0,4,0.00,95.2,25
4160,fill0,5,0.00,95.0,25
4160,fill0,6,0.00,95.1,25
4160,fill0,7,0.00,95.2,25
4160,fill0,8,0.00,95.0,25
4160,fill0,9,0.00,95.0,25
4160,fill0,10,0.00,95.0,25
4160,fill0,11,0.00,95.0,25
4160,fill0,12,0.00,95.0,25
4160,fill0,13,0.00,94.9,25
4160,fill0,14,0.00,94.8,25
4160,fill0,15,0.00,94.9,25
4160,fill0,16,0.00,94.9,25
4160,fill1,0,0.00,91.9,25
4160,fill1,1,0.00,92.1,25
4160,fill1,2,0.00,91.9,25
4160,fill1,3,0.00,92.2,25
4160,fill1,4,0.00,91.9,25
4160,fill1,5,0.00,92.3,25
4160,fill1,6,0.00,92.0,25
4160,fill1,7,0.00,92.4,25
4160,fill1,8,0.00,92.0,25
4160,fill1,9,0.00,92.7,25
4160,fill1,10,0.00,92.2,25
4160,fill1,11,0.00,92.5,25
4160,fill1,12,0.00,92.2,25
4160,fill1,13,0.00,92.7,25
4160,fill1,14,0.00,92.4,25
4160,fill1,15,0.00,92.7,25
4160,fill1,16,0.00,92.4,25
4160,fill01,0,0.00,95.1,25
4160,fill01,1,0.00,95.3,25
4160,fill01,2,0.00,95.0,25
4160,fill01,3,0.00,95.2,25
4160,fill01,4,0.00,95.1,25
4160,fill01,5,0.00,95.3,25
4160,fill01,6,0.00,95.2,25
4160,fill01,7,0.00,95.4,25
4160,fill01,8,0.00,95.4,25
4160,fill01,9,0.00,95.6,25
4160,fill01,10,0.00,95.4,25
4160,fill01,11,0.00,95.5,25
4160,fill01,12,0.00,95.3,25
4160,fill01,13,0.00,95.4,25
4160,fill01,14,0.00,95.1,25
4160,fill01,15,0.00,95.3,25
4160,fill01,16,0.00,95.0,25
5548,fill0,0,0.00,91.3,19
5548,fill0,1,0.00,91.1,19
5548,fill0,2,0.00,91.2,19
5548,fill0,3,0.00,91.1,19
5548,fill0,4,0.00,91.2,19
5548,fill0,5,0.00,91.0,19
5548,fill0,6,0.00,91.3,19
5548,fill0,7,0.00,91.0,19
5548,fill0,8,0.00,91.3,19
5548,fill0,9,0.00,91.1,19
5548,fill0,10,0.00,91.2,19
5548,fill0,11,0.00,91.3,19
5548,fill0,12,0.00,91.4,19
5548,fill0,13,0.00,91.3,19
5548,fill0,14,0.00,91.3,19
5548,fill0,15,0.00,91.2,19
5548,fill0,16,0.00,91.6,19
5548,fill1,0,0.00,91.3,19
5548,fill1,1,0.00,91.4,19
5548,fill1,2,0.00,91.3,19
5548,fill1,3,0.00,91.6,19
5548,fill1,4,0.00,91.1,19
5548,fill1,5,0.00,91.9,19
5548,fill1,6,0.00,91.4,19
5548,fill1,7,0.00,91.6,19
5548,fill1,8,0.00,91.2,19
5548,fill1,9,0.00,91.5,19
5548,fill1,10,0.00,91.2,19
5548,fill1,11,0.00,91.6,19
5548,fill1,12,0.00,91.0,19
5548,fill1,13,0.00,91.6,19
5548,fill1,14,0.00,91.1,19
5548,fill1,15,0.00,91.3,19
5548,fill1,16,0.00,91.1,19
5548,fill01,0,0.00,94.5,19
5548,fill01,1,0.00,94.3,19
5548,fill01,2,0.00,94.3,19
5548,fill01,3,0.00,94.4,19
5548,fill01,4,0.00,94.8,19
5548,fill01,5,0.00,94.5,19
5548,fill01,6,0.00,94.8,19
