Size,Algo,Trial,Stampms,GB/s,Iters,l2-out-silent,l2-out-non-silent,GHz
72600,fill256_0,13,0.00,67.2,2,0.00,0.00,3.50
72600,fill256_0,14,0.00,68.7,2,0.00,0.00,3.50
72600,fill256_0,15,0.00,65.5,2,0.00,0.00,3.49
72600,fill256_0,16,0.00,63.0,2,0.00,0.00,3.50
72600,fill512_0,0,0.00,60.3,2,0.00,0.00,3.50
72600,fill512_0,1,0.00,59.9,2,0.00,0.00,3.50
72600,fill512_0,2,0.00,60.8,2,0.00,0.00,3.49
72600,fill512_0,3,0.00,60.7,2,0.00,0.00,3.49
72600,fill512_0,4,0.00,62.1,2,0.00,0.00,3.49
72600,fill512_0,5,0.00,60.3,2,0.00,0.00,3.48
72600,fill512_0,6,0.00,62.2,2,0.00,0.00,3.49
72600,fill512_0,7,0.00,60.3,2,0.00,0.00,3.49
72600,fill512_0,8,0.00,60.7,2,0.00,0.00,3.49
72600,fill512_0,9,0.00,61.6,2,0.00,0.00,3.50
72600,fill512_0,10,0.00,65.5,2,0.00,0.00,3.50
72600,fill512_0,11,0.00,61.8,2,0.00,0.00,3.50
72600,fill512_0,12,0.00,60.9,2,0.00,0.00,3.50
72600,fill512_0,13,0.00,60.8,2,0.00,0.00,3.49
72600,fill512_0,14,0.00,60.7,2,0.00,0.00,3.49
72600,fill512_0,15,0.00,60.4,2,0.00,0.00,3.50
72600,fill512_0,16,0.00,65.9,2,0.00,0.00,3.50
72600,fill256_1,0,0.00,61.9,2,0.00,0.00,3.50
72600,fill256_1,1,0.00,66.9,2,0.00,0.00,3.50
72600,fill256_1,2,0.00,57.3,2,0.00,0.00,3.48
72600,fill256_1,3,0.00,63.4,2,0.00,0.00,3.49
72600,fill256_1,4,0.00,65.4,2,0.00,0.00,3.49
72600,fill256_1,5,0.00,68.2,2,0.00,0.00,3.48
72600,fill256_1,6,0.00,56.9,2,0.00,0.00,3.49
72600,fill256_1,7,0.00,66.0,2,0.00,0.00,3.49
72600,fill256_1,8,0.00,62.4,2,0.00,0.00,3.49
72600,fill256_1,9,0.00,64.7,2,0.00,0.00,3.50
72600,fill256_1,10,0.00,64.0,2,0.00,0.00,3.49
72600,fill256_1,11,0.00,66.4,2,0.00,0.00,3.51
72600,fill256_1,12,0.00,62.5,2,0.00,0.00,3.50
72600,fill256_1,13,0.00,60.8,2,0.00,0.00,3.50
72600,fill256_1,14,0.00,58.7,2,0.00,0.00,3.49
72600,fill256_1,15,0.00,61.0,2,0.00,0.00,3.50
72600,fill256_1,16,0.00,58.8,2,0.00,0.00,3.48
72600,fill512_1,0,0.00,59.9,2,0.00,0.00,3.49
72600,fill512_1,1,0.00,63.1,2,0.00,0.00,3.49
72600,fill512_1,2,0.00,61.4,2,0.00,0.00,3.49
72600,fill512_1,3,0.00,60.9,2,0.00,0.00,3.49
72600,fill512_1,4,0.00,60.2,2,0.00,0.00,3.49
72600,fill512_1,5,0.00,61.6,2,0.00,0.00,3.49
72600,fill512_1,6,0.00,62.3,2,0.00,0.00,3.49
72600,fill512_1,7,0.00,61.7,2,0.00,0.00,3.49
72600,fill512_1,8,0.00,69.1,2,0.00,0.00,3.49
72600,fill512_1,9,0.00,62.2,2,0.00,0.00,3.51
72600,fill512_1,10,0.00,61.8,2,0.00,0.00,3.49
72600,fill512_1,11,0.00,66.6,2,0.00,0.00,3.50
72600,fill512_1,12,0.00,60.8,2,0.00,0.00,3.50
72600,fill512_1,13,0.00,62.8,2,0.00,0.00,3.50
72600,fill512_1,14,0.00,60.9,2,0.00,0.00,3.49
72600,fill512_1,15,0.00,59.3,2,0.00,0.00,3.48
72600,fill512_1,16,0.00,60.3,2,0.00,0.00,3.49
79860,fill256_0,0,0.00,59.8,2,0.00,0.00,3.52
79860,fill256_0,1,0.00,60.2,2,0.00,0.00,3.49
79860,fill256_0,2,0.00,65.6,2,0.00,0.00,3.48
79860,fill256_0,3,0.00,66.1,2,0.00,0.00,3.50
79860,fill256_0,4,0.00,68.5,2,0.00,0.00,3.49
79860,fill256_0,5,0.00,61.1,2,0.00,0.00,3.50
79860,fill256_0,6,0.00,60.6,2,0.00,0.00,3.50
79860,fill256_0,7,0.00,61.6,2,0.00,0.00,3.50
79860,fill256_0,8,0.00,61.7,2,0.00,0.00,3.49
79860,fill256_0,9,0.00,63.7,2,0.00,0.00,3.50
79860,fill256_0,10,0.00,65.9,2,0.00,0.00,3.50
79860,fill256_0,11,0.00,57.6,2,0.00,0.00,3.48
79860,fill256_0,12,0.00,62.8,2,0.00,0.00,3.49
79860,fill256_0,13,0.00,68.5,2,0.00,0.00,3.48
79860,fill256_0,14,0.00,64.2,2,0.00,0.00,3.48
79860,fill256_0,15,0.00,62.4,2,0.00,0.00,3.49
79860,fill256_0,16,0.00,65.2,2,0.00,0.00,3.49
79860,fill512_0,0,0.00,61.9,2,0.00,0.00,3.49
79860,fill512_0,1,0.00,60.8,2,0.00,0.00,3.49
79860,fill512_0,2,0.00,60.9,2,0.00,0.00,3.49
79860,fill512_0,3,0.00,63.3,2,0.00,0.00,3.51
79860,fill512_0,4,0.00,63.6,2,0.00,0.00,3.49
79860,fill512_0,5,0.00,61.8,2,0.00,0.00,3.50
79860,fill512_0,6,0.00,62.7,2,0.00,0.00,3.49
79860,fill512_0,7,0.00,61.7,2,0.00,0.00,3.50
79860,fill512_0,8,0.00,60.2,2,0.00,0.00,3.49
79860,fill512_0,9,0.00,61.9,2,0.00,0.00,3.49
79860,fill512_0,10,0.00,61.6,2,0.00,0.00,3.49
79860,fill512_0,11,0.00,60.7,2,0.00,0.00,3.49
79860,fill512_0,12,0.00,60.2,2,0.00,0.00,3.49
79860,fill512_0,13,0.00,59.9,2,0.00,0.00,3.49
79860,fill512_0,14,0.00,63.5,2,0.00,0.00,3.51
79860,fill512_0,15,0.00,61.8,2,0.00,0.00,3.49
79860,fill512_0,16,0.00,59.4,2,0.00,0.00,3.50
79860,fill256_1,0,0.00,63.5,2,0.00,0.00,3.50
79860,fill256_1,1,0.00,60.3,2,0.00,0.00,3.50
79860,fill256_1,2,0.00,67.4,2,0.00,0.00,3.50
79860,fill256_1,3,0.00,68.1,2,0.00,0.00,3.49
79860,fill256_1,4,0.00,68.8,2,0.00,0.00,3.50
79860,fill256_1,5,0.00,58.0,2,0.00,0.00,3.49
79860,fill256_1,6,0.00,66.4,2,0.00,0.00,3.49
79860,fill256_1,7,0.00,64.6,2,0.00,0.00,3.49
79860,fill256_1,8,0.00,64.9,2,0.00,0.00,3.49
79860,fill256_1,9,0.00,66.2,2,0.00,0.00,3.50
79860,fill256_1,10,0.00,69.0,2,0.00,0.00,3.49
79860,fill256_1,11,0.00,61.0,2,0.00,0.00,3.50
79860,fill256_1,12,0.00,61.2,2,0.00,0.00,3.49
79860,fill256_1,13,0.00,64.4,2,0.00,0.00,3.50
79860,fill256_1,14,0.00,67.5,2,0.00,0.00,3.50
79860,fill256_1,15,0.00,65.5,2,0.00,0.00,3.49
79860,fill256_1,16,0.00,62.9,2,0.00,0.00,3.49
79860,fill512_1,0,0.00,59.6,2,0.00,0.00,3.49
79860,fill512_1,1,0.00,63.9,2,0.00,0.00,3.50
79860,fill512_1,2,0.00,61.7,2,0.00,0.00,3.48
79860,fill512_1,3,0.00,64.1,2,0.00,0.00,3.49
79860,fill512_1,4,0.00,60.4,2,0.00,0.00,3.49
79860,fill512_1,5,0.00,61.7,2,0.00,0.00,3.50
79860,fill512_1,6,0.00,60.5,2,0.00,0.00,3.49
79860,fill512_1,7,0.00,64.9,2,0.00,0.00,3.49
79860,fill512_1,8,0.00,60.6,2,0.00,0.00,3.50
79860,fill512_1,9,0.00,61.0,2,0.00,0.00,3.51
79860,fill512_1,10,0.00,64.4,2,0.00,0.00,3.49
79860,fill512_1,11,0.00,60.2,2,0.00,0.00,3.49
79860,fill512_1,12,0.00,60.7,2,0.00,0.00,3.50
79860,fill512_1,13,0.00,61.4,2,0.00,0.00,3.50
79860,fill512_1,14,0.00,65.2,2,0.00,0.00,3.49
79860,fill512_1,15,0.00,59.9,2,0.00,0.00,3.48
79860,fill512_1,16,0.00,60.0,2,0.00,0.00,3.49
87844,fill256_0,0,0.00,62.9,2,0.00,0.00,3.49
87844,fill256_0,1,0.00,63.6,2,0.00,0.00,3.50
87844,fill256_0,2,0.00,60.0,2,0.00,0.00,3.50
87844,fill256_0,3,0.00,61.2,2,0.00,0.00,3.49
87844,fill256_0,4,0.00,65.9,2,0.00,0.00,3.51
87844,fill256_0,5,0.00,65.6,2,0.00,0.00,3.49
87844,fill256_0,6,0.00,64.9,2,0.00,0.00,3.49
87844,fill256_0,7,0.00,62.7,2,0.00,0.00,3.50
87844,fill256_0,8,0.00,60.4,2,0.00,0.00,3.49
87844,fill256_0,9,0.00,63.9,2,0.00,0.00,3.49
87844,fill256_0,10,0.00,61.7,2,0.00,0.00,3.49
87844,fill256_0,11,0.00,57.3,2,0.00,0.00,3.49
87844,fill256_0,12,0.00,67.6,2,0.00,0.00,3.50
87844,fill256_0,13,0.00,59.8,2,0.00,0.00,3.49
87844,fill256_0,14,0.00,68.3,2,0.00,0.00,3.50
87844,fill256_0,15,0.00,60.5,2,0.00,0.00,3.50
87844,fill256_0,16,0.00,66.1,2,0.00,0.00,3.50
87844,fill512_0,0,0.00,60.4,2,0.00,0.00,3.49
87844,fill512_0,1,0.00,62.9,2,0.00,0.00,3.50
87844,fill512_0,2,0.00,65.6,2,0.00,0.00,3.49
87844,fill512_0,3,0.00,62.2,2,0.00,0.00,3.49
87844,fill512_0,4,0.00,60.2,2,0.00,0.00,3.49
87844,fill512_0,5,0.00,61.7,2,0.00,0.00,3.49
87844,fill512_0,6,0.00,62.4,2,0.00,0.00,3.49
87844,fill512_0,7,0.00,62.1,2,0.00,0.00,3.47
87844,fill512_0,8,0.00,60.2,2,0.00,0.00,3.52
87844,fill512_0,9,0.00,61.7,2,0.00,0.00,3.50
87844,fill512_0,10,0.00,61.5,2,0.00,0.00,3.50
87844,fill512_0,11,0.00,66.7,2,0.00,0.00,3.50
87844,fill512_0,12,0.00,60.7,2,0.00,0.00,3.49
87844,fill512_0,13,0.00,61.0,2,0.00,0.00,3.49
87844,fill512_0,14,0.00,60.7,2,0.00,0.00,3.49
87844,fill512_0,15,0.00,64.2,2,0.00,0.00,3.49
87844,fill512_0,16,0.00,61.3,2,0.00,0.00,3.49
87844,fill256_1,0,0.00,67.7,2,0.00,0.00,3.48
87844,fill256_1,1,0.00,64.3,2,0.00,0.00,3.50
87844,fill256_1,2,0.00,59.5,2,0.00,0.00,3.49
87844,fill256_1,3,0.00,66.5,2,0.00,0.00,3.49
87844,fill256_1,4,0.00,63.2,2,0.00,0.00,3.51
87844,fill256_1,5,0.00,65.9,2,0.00,0.00,3.49
87844,fill256_1,6,0.00,59.9,2,0.00,0.00,3.50
87844,fill256_1,7,0.00,58.3,2,0.00,0.00,3.49
87844,fill256_1,8,0.00,67.4,2,0.00,0.00,3.49
87844,fill256_1,9,0.00,64.8,2,0.00,0.00,3.49
87844,fill256_1,10,0.00,64.2,2,0.00,0.00,3.48
87844,fill256_1,11,0.00,64.8,2,0.00,0.00,3.49
87844,fill256_1,12,0.00,65.9,2,0.00,0.00,3.49
87844,fill256_1,13,0.00,60.7,2,0.00,0.00,3.49
87844,fill256_1,14,0.00,65.2,2,0.00,0.00,3.50
87844,fill256_1,15,0.00,56.6,2,0.00,0.00,3.50
87844,fill256_1,16,0.00,60.6,2,0.00,0.00,3.50
87844,fill512_1,0,0.00,62.3,2,0.00,0.00,3.49
87844,fill512_1,1,0.00,62.8,2,0.00,0.00,3.50
87844,fill512_1,2,0.00,61.5,2,0.00,0.00,3.49
87844,fill512_1,3,0.00,62.7,2,0.00,0.00,3.49
87844,fill512_1,4,0.00,61.5,2,0.00,0.00,3.49
87844,fill512_1,5,0.00,62.4,2,0.00,0.00,3.48
87844,fill512_1,6,0.00,61.5,2,0.00,0.00,3.50
87844,fill512_1,7,0.00,62.2,2,0.00,0.00,3.50
87844,fill512_1,8,0.00,61.6,2,0.00,0.00,3.49
87844,fill512_1,9,0.00,60.9,2,0.00,0.00,3.50
87844,fill512_1,10,0.00,60.9,2,0.00,0.00,3.51
87844,fill512_1,11,0.00,66.1,2,0.00,0.00,3.50
87844,fill512_1,12,0.00,63.6,2,0.00,0.00,3.49
87844,fill512_1,13,0.00,66.2,2,0.00,0.00,3.49
87844,fill512_1,14,0.00,60.9,2,0.00,0.00,3.49
87844,fill512_1,15,0.00,60.9,2,0.00,0.00,3.48
87844,fill512_1,16,0.00,61.4,2,0.00,0.00,3.49
96628,fill256_0,0,0.00,62.8,2,0.00,0.00,3.49
96628,fill256_0,1,0.00,64.2,2,0.00,0.00,3.49
96628,fill256_0,2,0.00,62.9,2,0.00,0.00,3.50
96628,fill256_0,3,0.00,63.9,2,0.00,0.00,3.50
96628,fill256_0,4,0.00,63.3,2,0.00,0.00,3.49
96628,fill256_0,5,0.00,65.1,2,0.00,0.00,3.50
96628,fill256_0,6,0.00,67.5,2,0.00,0.00,3.49
96628,fill256_0,7,0.00,64.4,2,0.00,0.00,3.49
96628,fill256_0,8,0.00,61.2,2,0.00,0.00,3.49
96628,fill256_0,9,0.00,63.6,2,0.00,0.00,3.49
96628,fill256_0,10,0.00,59.2,2,0.00,0.00,3.49
96628,fill256_0,11,0.00,61.7,2,0.00,0.00,3.49
96628,fill256_0,12,0.00,65.2,2,0.00,0.00,3.50
96628,fill256_0,13,0.00,63.9,2,0.00,0.00,3.50
96628,fill256_0,14,0.00,64.5,2,0.00,0.00,3.50
96628,fill256_0,15,0.00,62.1,2,0.00,0.00,3.49
96628,fill256_0,16,0.00,62.2,2,0.00,0.00,3.49
96628,fill512_0,0,0.00,66.5,2,0.00,0.00,3.48
96628,fill512_0,1,0.00,62.2,2,0.00,0.00,3.49
96628,fill512_0,2,0.00,65.6,2,0.00,0.00,3.48
96628,fill512_0,3,0.00,61.4,2,0.00,0.00,3.50
96628,fill512_0,4,0.00,70.0,2,0.00,0.00,3.49
96628,fill512_0,5,0.00,59.4,2,0.00,0.00,3.50
96628,fill512_0,6,0.00,62.8,2,0.00,0.00,3.50
96628,fill512_0,7,0.00,60.8,2,0.00,0.00,3.50
96628,fill512_0,8,0.00,60.3,2,0.00,0.00,3.49
96628,fill512_0,9,0.00,61.7,2,0.00,0.00,3.49
96628,fill512_0,10,0.00,60.4,2,0.00,0.00,3.49
96628,fill512_0,11,0.00,61.6,2,0.00,0.00,3.48
96628,fill512_0,12,0.00,61.5,2,0.00,0.00,3.48
96628,fill512_0,13,0.00,61.8,2,0.00,0.00,3.50
96628,fill512_0,14,0.00,61.5,2,0.00,0.00,3.50
96628,fill512_0,15,0.00,61.2,2,0.00,0.00,3.49
96628,fill512_0,16,0.00,61.3,2,0.00,0.00,3.50
96628,fill256_1,0,0.00,66.1,2,0.00,0.00,3.49
96628,fill256_1,1,0.00,63.7,2,0.00,0.00,3.49
96628,fill256_1,2,0.00,62.9,2,0.00,0.00,3.49
96628,fill256_1,3,0.00,63.5,2,0.00,0.00,3.49
96628,fill256_1,4,0.00,68.7,2,0.00,0.00,3.49
96628,fill256_1,5,0.00,62.9,2,0.00,0.00,3.49
96628,fill256_1,6,0.00,66.2,2,0.00,0.00,3.49
96628,fill256_1,7,0.00,60.4,2,0.00,0.00,3.50
96628,fill256_1,8,0.00,67.2,2,0.00,0.00,3.50
96628,fill256_1,9,0.00,61.7,2,0.00,0.00,3.49
96628,fill256_1,10,0.00,65.8,2,0.00,0.00,3.50
96628,fill256_1,11,0.00,68.3,2,0.00,0.00,3.49
96628,fill256_1,12,0.00,65.2,2,0.00,0.00,3.49
96628,fill256_1,13,0.00,63.1,2,0.00,0.00,3.49
96628,fill256_1,14,0.00,67.3,2,0.00,0.00,3.48
96628,fill256_1,15,0.00,59.7,2,0.00,0.00,3.49
96628,fill256_1,16,0.00,66.6,2,0.00,0.00,3.49
96628,fill512_1,0,0.00,60.8,2,0.00,0.00,3.50
96628,fill512_1,1,0.00,61.3,2,0.00,0.00,3.50
96628,fill512_1,2,0.00,66.0,2,0.00,0.00,3.50
96628,fill512_1,3,0.00,60.6,2,0.00,0.00,3.50
96628,fill512_1,4,0.00,62.6,2,0.00,0.00,3.49
96628,fill512_1,5,0.00,60.7,2,0.00,0.00,3.49
96628,fill512_1,6,0.00,65.2,2,0.00,0.00,3.48
96628,fill512_1,7,0.00,62.0,2,0.00,0.00,3.49
96628,fill512_1,8,0.00,62.1,2,0.00,0.00,3.49
96628,fill512_1,9,0.00,59.6,2,0.00,0.00,3.49
96628,fill512_1,10,0.00,63.6,2,0.00,0.00,3.50
96628,fill512_1,11,0.00,61.7,2,0.00,0.00,3.50
96628,fill512_1,12,0.00,61.1,2,0.00,0.00,3.50
96628,fill512_1,13,0.00,61.3,2,0.00,0.00,3.50
96628,fill512_1,14,0.00,64.5,2,0.00,0.00,3.49
96628,fill512_1,15,0.00,63.3,2,0.00,0.00,3.49
96628,fill512_1,16,0.00,61.0,2,0.00,0.00,3.49
106292,fill256_0,0,0.00,64.8,2,0.00,0.00,3.49
106292,fill256_0,1,0.00,57.9,2,0.00,0.00,3.49
106292,fill256_0,2,0.00,61.0,2,0.00,0.00,3.50
106292,fill256_0,3,0.00,61.7,2,0.00,0.00,3.49
106292,fill256_0,4,0.00,65.3,2,0.00,0.00,3.50
106292,fill256_0,5,0.00,64.1,2,0.00,0.00,3.49
106292,fill256_0,6,0.00,64.1,2,0.00,0.00,3.49
106292,fill256_0,7,0.00,61.3,2,0.00,0.00,3.48
106292,fill256_0,8,0.00,63.7,2,0.00,0.00,3.49
106292,fill256_0,9,0.00,62.0,2,0.00,0.00,3.49
106292,fill256_0,10,0.00,64.4,2,0.00,0.00,3.49
106292,fill256_0,11,0.00,60.2,2,0.00,0.00,3.50
106292,fill256_0,12,0.00,67.9,2,0.00,0.00,3.50
