Size,Algo,Trial,Stampms,GB/s,Iters,l2-out-silent,l2-out-non-silent
46304,alt01,5,0.00,63.6,3,0.00,0.00
46304,alt01,6,0.00,63.4,3,0.00,0.00
46304,alt01,7,0.00,62.6,3,0.00,0.00
46304,alt01,8,0.00,63.2,3,0.00,0.00
46304,alt01,9,0.00,63.1,3,0.00,0.00
46304,alt01,10,0.00,63.5,3,0.00,0.00
46304,alt01,11,0.00,62.8,3,0.00,0.00
46304,alt01,12,0.00,62.7,3,0.00,0.00
46304,alt01,13,0.00,62.2,3,0.00,0.00
46304,alt01,14,0.00,62.5,3,0.00,0.00
46304,alt01,15,0.00,62.5,3,0.00,0.00
46304,alt01,16,0.00,62.7,3,0.00,0.00
48620,fill0,0,0.00,62.3,3,0.00,0.00
48620,fill0,1,0.00,61.9,3,0.00,0.00
48620,fill0,2,0.00,62.1,3,0.00,0.00
48620,fill0,3,0.00,62.3,3,0.00,0.00
48620,fill0,4,0.00,62.1,3,0.00,0.00
48620,fill0,5,0.00,62.4,3,0.00,0.00
48620,fill0,6,0.00,62.0,3,0.00,0.00
48620,fill0,7,0.00,62.7,3,0.00,0.00
48620,fill0,8,0.00,62.2,3,0.00,0.00
48620,fill0,9,0.00,62.6,3,0.00,0.00
48620,fill0,10,0.00,62.6,3,0.00,0.00
48620,fill0,11,0.00,62.1,3,0.00,0.00
48620,fill0,12,0.00,62.5,3,0.00,0.00
48620,fill0,13,0.00,61.6,3,0.00,0.00
48620,fill0,14,0.00,61.9,3,0.00,0.00
48620,fill0,15,0.00,62.5,3,0.00,0.00
48620,fill0,16,0.00,61.9,3,0.00,0.00
48620,fill1,0,0.00,61.4,3,0.00,0.00
48620,fill1,1,0.00,61.2,3,0.00,0.00
48620,fill1,2,0.00,60.8,3,0.00,0.00
48620,fill1,3,0.00,61.1,3,0.00,0.00
48620,fill1,4,0.00,60.6,3,0.00,0.00
48620,fill1,5,0.00,60.6,3,0.00,0.00
48620,fill1,6,0.00,60.9,3,0.00,0.00
48620,fill1,7,0.00,61.0,3,0.00,0.00
48620,fill1,8,0.00,60.4,3,0.00,0.00
48620,fill1,9,0.00,61.1,3,0.00,0.00
48620,fill1,10,0.00,61.7,3,0.00,0.00
48620,fill1,11,0.00,60.5,3,0.00,0.00
48620,fill1,12,0.00,60.9,3,0.00,0.00
48620,fill1,13,0.00,61.1,3,0.00,0.00
48620,fill1,14,0.00,60.9,3,0.00,0.00
48620,fill1,15,0.00,61.0,3,0.00,0.00
48620,fill1,16,0.00,61.5,3,0.00,0.00
48620,alt01,0,0.00,63.5,3,0.00,0.00
48620,alt01,1,0.00,63.9,3,0.00,0.00
48620,alt01,2,0.00,63.1,3,0.00,0.00
48620,alt01,3,0.00,63.6,3,0.00,0.00
48620,alt01,4,0.00,63.5,3,0.00,0.00
48620,alt01,5,0.00,63.9,3,0.00,0.00
48620,alt01,6,0.00,63.7,3,0.00,0.00
48620,alt01,7,0.00,64.3,3,0.00,0.00
48620,alt01,8,0.00,64.1,3,0.00,0.00
48620,alt01,9,0.00,63.6,3,0.00,0.00
48620,alt01,10,0.00,62.9,3,0.00,0.00
48620,alt01,11,0.00,63.4,3,0.00,0.00
48620,alt01,12,0.00,63.5,3,0.00,0.00
48620,alt01,13,0.00,63.3,3,0.00,0.00
48620,alt01,14,0.00,63.3,3,0.00,0.00
48620,alt01,15,0.00,63.4,3,0.00,0.00
48620,alt01,16,0.00,63.6,3,0.00,0.00
51048,fill0,0,0.00,58.9,2,0.00,0.00
51048,fill0,1,0.00,59.1,2,0.00,0.00
51048,fill0,2,0.00,58.7,2,0.00,0.00
51048,fill0,3,0.00,59.3,2,0.00,0.00
51048,fill0,4,0.00,58.4,2,0.00,0.00
51048,fill0,5,0.00,59.5,2,0.00,0.00
51048,fill0,6,0.00,59.5,2,0.00,0.00
51048,fill0,7,0.00,59.6,2,0.00,0.00
51048,fill0,8,0.00,58.9,2,0.00,0.00
51048,fill0,9,0.00,59.4,2,0.00,0.00
51048,fill0,10,0.00,59.5,2,0.00,0.00
51048,fill0,11,0.00,59.8,2,0.00,0.00
51048,fill0,12,0.00,59.2,2,0.00,0.00
51048,fill0,13,0.00,59.2,2,0.00,0.00
51048,fill0,14,0.00,59.7,2,0.00,0.00
51048,fill0,15,0.00,59.3,2,0.00,0.00
51048,fill0,16,0.00,58.9,2,0.00,0.00
51048,fill1,0,0.00,60.1,2,0.00,0.00
51048,fill1,1,0.00,59.7,2,0.00,0.00
51048,fill1,2,0.00,59.4,2,0.00,0.00
51048,fill1,3,0.00,60.1,2,0.00,0.00
51048,fill1,4,0.00,60.1,2,0.00,0.00
51048,fill1,5,0.00,60.1,2,0.00,0.00
51048,fill1,6,0.00,60.0,2,0.00,0.00
51048,fill1,7,0.00,60.7,2,0.00,0.00
51048,fill1,8,0.00,59.5,2,0.00,0.00
51048,fill1,9,0.00,59.6,2,0.00,0.00
51048,fill1,10,0.00,59.6,2,0.00,0.00
51048,fill1,11,0.00,60.1,2,0.00,0.00
51048,fill1,12,0.00,59.8,2,0.00,0.00
51048,fill1,13,0.00,59.5,2,0.00,0.00
51048,fill1,14,0.00,60.0,2,0.00,0.00
51048,fill1,15,0.00,59.8,2,0.00,0.00
51048,fill1,16,0.00,60.0,2,0.00,0.00
51048,alt01,0,0.00,62.4,2,0.00,0.00
51048,alt01,1,0.00,62.3,2,0.00,0.00
51048,alt01,2,0.00,62.1,2,0.00,0.00
51048,alt01,3,0.00,63.0,2,0.00,0.00
51048,alt01,4,0.00,62.5,2,0.00,0.00
51048,alt01,5,0.00,62.0,2,0.00,0.00
51048,alt01,6,0.00,62.2,2,0.00,0.00
51048,alt01,7,0.00,62.8,2,0.00,0.00
51048,alt01,8,0.00,62.8,2,0.00,0.00
51048,alt01,9,0.00,62.8,2,0.00,0.00
51048,alt01,10,0.00,61.9,2,0.00,0.00
51048,alt01,11,0.00,62.9,2,0.00,0.00
51048,alt01,12,0.00,62.9,2,0.00,0.00
51048,alt01,13,0.00,62.1,2,0.00,0.00
51048,alt01,14,0.00,62.0,2,0.00,0.00
51048,alt01,15,0.00,62.3,2,0.00,0.00
51048,alt01,16,0.00,62.4,2,0.00,0.00
53600,fill0,0,0.00,65.8,2,0.00,0.00
53600,fill0,1,0.00,65.4,2,0.00,0.00
53600,fill0,2,0.00,65.5,2,0.00,0.00
53600,fill0,3,0.00,66.2,2,0.00,0.00
53600,fill0,4,0.00,65.7,2,0.00,0.00
53600,fill0,5,0.00,65.8,2,0.00,0.00
53600,fill0,6,0.00,65.8,2,0.00,0.00
53600,fill0,7,0.00,65.7,2,0.00,0.00
53600,fill0,8,0.00,66.0,2,0.00,0.00
53600,fill0,9,0.00,65.6,2,0.00,0.00
53600,fill0,10,0.00,65.7,2,0.00,0.00
53600,fill0,11,0.00,65.7,2,0.00,0.00
53600,fill0,12,0.00,65.5,2,0.00,0.00
53600,fill0,13,0.00,66.0,2,0.00,0.00
53600,fill0,14,0.00,65.2,2,0.00,0.00
53600,fill0,15,0.00,65.4,2,0.00,0.00
53600,fill0,16,0.00,65.4,2,0.00,0.00
53600,fill1,0,0.00,60.5,2,0.00,0.00
53600,fill1,1,0.00,60.8,2,0.00,0.00
53600,fill1,2,0.00,60.8,2,0.00,0.00
53600,fill1,3,0.00,61.0,2,0.00,0.00
53600,fill1,4,0.00,60.4,2,0.00,0.00
53600,fill1,5,0.00,60.1,2,0.00,0.00
53600,fill1,6,0.00,60.6,2,0.00,0.00
53600,fill1,7,0.00,60.6,2,0.00,0.00
53600,fill1,8,0.00,60.5,2,0.00,0.00
53600,fill1,9,0.00,60.2,2,0.00,0.00
53600,fill1,10,0.00,60.0,2,0.00,0.00
53600,fill1,11,0.00,60.0,2,0.00,0.00
53600,fill1,12,0.00,59.7,2,0.00,0.00
53600,fill1,13,0.00,60.1,2,0.00,0.00
53600,fill1,14,0.00,60.3,2,0.00,0.00
53600,fill1,15,0.00,60.1,2,0.00,0.00
53600,fill1,16,0.00,60.1,2,0.00,0.00
53600,alt01,0,0.00,60.9,2,0.00,0.00
53600,alt01,1,0.00,60.1,2,0.00,0.00
53600,alt01,2,0.00,61.1,2,0.00,0.00
53600,alt01,3,0.00,60.6,2,0.00,0.00
53600,alt01,4,0.00,60.5,2,0.00,0.00
53600,alt01,5,0.00,60.7,2,0.00,0.00
53600,alt01,6,0.00,60.3,2,0.00,0.00
53600,alt01,7,0.00,60.8,2,0.00,0.00
53600,alt01,8,0.00,61.4,2,0.00,0.00
53600,alt01,9,0.00,60.7,2,0.00,0.00
53600,alt01,10,0.00,60.9,2,0.00,0.00
53600,alt01,11,0.00,61.0,2,0.00,0.00
53600,alt01,12,0.00,60.3,2,0.00,0.00
53600,alt01,13,0.00,60.3,2,0.00,0.00
53600,alt01,14,0.00,60.5,2,0.00,0.00
53600,alt01,15,0.00,61.0,2,0.00,0.00
53600,alt01,16,0.00,61.2,2,0.00,0.00
56280,fill0,0,0.00,62.3,2,0.00,0.00
56280,fill0,1,0.00,62.4,2,0.00,0.00
56280,fill0,2,0.00,62.4,2,0.00,0.00
56280,fill0,3,0.00,61.7,2,0.00,0.00
56280,fill0,4,0.00,62.2,2,0.00,0.00
56280,fill0,5,0.00,62.2,2,0.00,0.00
56280,fill0,6,0.00,62.4,2,0.00,0.00
56280,fill0,7,0.00,61.5,2,0.00,0.00
56280,fill0,8,0.00,62.4,2,0.00,0.00
56280,fill0,9,0.00,62.1,2,0.00,0.00
56280,fill0,10,0.00,62.5,2,0.00,0.00
56280,fill0,11,0.00,62.2,2,0.00,0.00
56280,fill0,12,0.00,62.5,2,0.00,0.00
56280,fill0,13,0.00,61.3,2,0.00,0.00
56280,fill0,14,0.00,62.3,2,0.00,0.00
56280,fill0,15,0.00,62.3,2,0.00,0.00
56280,fill0,16,0.00,62.4,2,0.00,0.00
56280,fill1,0,0.00,64.8,2,0.00,0.00
56280,fill1,1,0.00,64.0,2,0.00,0.00
56280,fill1,2,0.00,63.8,2,0.00,0.00
56280,fill1,3,0.00,63.9,2,0.00,0.00
56280,fill1,4,0.00,64.2,2,0.00,0.00
56280,fill1,5,0.00,64.5,2,0.00,0.00
56280,fill1,6,0.00,64.3,2,0.00,0.00
56280,fill1,7,0.00,64.1,2,0.00,0.00
56280,fill1,8,0.00,64.7,2,0.00,0.00
56280,fill1,9,0.00,64.8,2,0.00,0.00
56280,fill1,10,0.00,64.6,2,0.00,0.00
56280,fill1,11,0.00,64.5,2,0.00,0.00
56280,fill1,12,0.00,64.9,2,0.00,0.00
56280,fill1,13,0.00,64.6,2,0.00,0.00
56280,fill1,14,0.00,64.4,2,0.00,0.00
56280,fill1,15,0.00,64.6,2,0.00,0.00
56280,fill1,16,0.00,64.8,2,0.00,0.00
56280,alt01,0,0.00,61.7,2,0.00,0.00
56280,alt01,1,0.00,60.8,2,0.00,0.00
56280,alt01,2,0.00,61.1,2,0.00,0.00
56280,alt01,3,0.00,61.0,2,0.00,0.00
56280,alt01,4,0.00,61.1,2,0.00,0.00
56280,alt01,5,0.00,61.1,2,0.00,0.00
56280,alt01,6,0.00,61.1,2,0.00,0.00
56280,alt01,7,0.00,61.3,2,0.00,0.00
56280,alt01,8,0.00,60.8,2,0.00,0.00
56280,alt01,9,0.00,60.3,2,0.00,0.00
56280,alt01,10,0.00,61.3,2,0.00,0.00
56280,alt01,11,0.00,61.4,2,0.00,0.00
56280,alt01,12,0.00,60.9,2,0.00,0.00
56280,alt01,13,0.00,61.2,2,0.00,0.00
56280,alt01,14,0.00,60.9,2,0.00,0.00
56280,alt01,15,0.00,61.1,2,0.00,0.00
56280,alt01,16,0.00,61.0,2,0.00,0.00
59096,fill0,0,0.00,65.8,2,0.00,0.00
59096,fill0,1,0.00,65.8,2,0.00,0.00
59096,fill0,2,0.00,66.1,2,0.00,0.00
59096,fill0,3,0.00,66.4,2,0.00,0.00
59096,fill0,4,0.00,65.8,2,0.00,0.00
59096,fill0,5,0.00,65.7,2,0.00,0.00
59096,fill0,6,0.00,66.1,2,0.00,0.00
59096,fill0,7,0.00,66.1,2,0.00,0.00
59096,fill0,8,0.00,65.9,2,0.00,0.00
59096,fill0,9,0.00,65.9,2,0.00,0.00
59096,fill0,10,0.00,66.0,2,0.00,0.00
59096,fill0,11,0.00,65.8,2,0.00,0.00
59096,fill0,12,0.00,66.3,2,0.00,0.00
59096,fill0,13,0.00,65.8,2,0.00,0.00
59096,fill0,14,0.00,66.3,2,0.00,0.00
59096,fill0,15,0.00,66.1,2,0.00,0.00
59096,fill0,16,0.00,66.4,2,0.00,0.00
59096,fill1,0,0.00,65.2,2,0.00,0.00
59096,fill1,1,0.00,65.3,2,0.00,0.00
59096,fill1,2,0.00,65.1,2,0.00,0.00
59096,fill1,3,0.00,65.2,2,0.00,0.00
59096,fill1,4,0.00,65.0,2,0.00,0.00
59096,fill1,5,0.00,64.7,2,0.00,0.00
59096,fill1,6,0.00,64.4,2,0.00,0.00
59096,fill1,7,0.00,64.7,2,0.00,0.00
59096,fill1,8,0.00,64.8,2,0.00,0.00
59096,fill1,9,0.00,64.2,2,0.00,0.00
59096,fill1,10,0.00,64.7,2,0.00,0.00
59096,fill1,11,0.00,65.2,2,0.00,0.00
59096,fill1,12,0.00,64.7,2,0.00,0.00
59096,fill1,13,0.00,64.6,2,0.00,0.00
59096,fill1,14,0.00,64.5,2,0.00,0.00
59096,fill1,15,0.00,65.0,2,0.00,0.00
59096,fill1,16,0.00,65.3,2,0.00,0.00
59096,alt01,0,0.00,64.6,2,0.00,0.00
59096,alt01,1,0.00,64.0,2,0.00,0.00
59096,alt01,2,0.00,63.9,2,0.00,0.00
59096,alt01,3,0.00,64.0,2,0.00,0.00
59096,alt01,4,0.00,63.6,2,0.00,0.00
59096,alt01,5,0.00,64.0,2,0.00,0.00
59096,alt01,6,0.00,64.5,2,0.00,0.00
59096,alt01,7,0.00,64.8,2,0.00,0.00
59096,alt01,8,0.00,64.0,2,0.00,0.00
59096,alt01,9,0.00,63.9,2,0.00,0.00
59096,alt01,10,0.00,64.3,2,0.00,0.00
59096,alt01,11,0.00,64.6,2,0.00,0.00
59096,alt01,12,0.00,64.6,2,0.00,0.00
59096,alt01,13,0.00,64.3,2,0.00,0.00
59096,alt01,14,0.00,64.3,2,0.00,0.00
59096,alt01,15,0.00,64.3,2,0.00,0.00
59096,alt01,16,0.00,64.1,2,0.00,0.00
62048,fill0,0,0.00,64.1,2,0.00,0.00
62048,fill0,1,0.00,63.9,2,0.00,0.00
62048,fill0,2,0.00,63.4,2,0.00,0.00
62048,fill0,3,0.00,62.9,2,0.00,0.00
62048,fill0,4,0.00,63.9,2,0.00,0.00
62048,fill0,5,0.00,63.6,2,0.00,0.00
62048,fill0,6,0.00,63.7,2,0.00,0.00
62048,fill0,7,0.00,63.7,2,0.00,0.00
62048,fill0,8,0.00,63.2,2,0.00,0.00
62048,fill0,9,0.00,63.1,2,0.00,0.00
62048,fill0,10,0.00,64.1,2,0.00,0.00
62048,fill0,11,0.00,64.0,2,0.00,0.00
62048,fill0,12,0.00,63.6,2,0.00,0.00
62048,fill0,13,0.00,63.3,2,0.00,0.00
62048,fill0,14,0.00,63.7,2,0.00,0.00
62048,fill0,15,0.00,63.8,2,0.00,0.00
62048,fill0,16,0.00,63.7,2,0.00,0.00
62048,fill1,0,0.00,62.8,2,0.00,0.00
62048,fill1,1,0.00,62.8,2,0.00,0.00
62048,fill1,2,0.00,63.1,2,0.00,0.00
62048,fill1,3,0.00,63.0,2,0.00,0.00
62048,fill1,4,0.00,63.1,2,0.00,0.00
62048,fill1,5,0.00,62.9,2,0.00,0.00
62048,fill1,6,0.00,63.5,2,0.00,0.00
62048,fill1,7,0.00,63.4,2,0.00,0.00
62048,fill1,8,0.00,63.7,2,0.00,0.00
62048,fill1,9,0.00,63.5,2,0.00,0.00
62048,fill1,10,0.00,63.2,2,0.00,0.00
62048,fill1,11,0.00,63.5,2,0.00,0.00
62048,fill1,12,0.00,63.2,2,0.00,0.00
62048,fill1,13,0.00,63.5,2,0.00,0.00
62048,fill1,14,0.00,63.5,2,0.00,0.00
62048,fill1,15,0.00,63.7,2,0.00,0.00
62048,fill1,16,0.00,63.3,2,0.00,0.00
62048,alt01,0,0.00,64.1,2,0.00,0.00
62048,alt01,1,0.00,64.1,2,0.00,0.00
62048,alt01,2,0.00,63.8,2,0.00,0.00
62048,alt01,3,0.00,63.4,2,0.00,0.00
62048,alt01,4,0.00,63.1,2,0.00,0.00
62048,alt01,5,0.00,63.3,2,0.00,0.00
62048,alt01,6,0.00,63.0,2,0.00,0.00
62048,alt01,7,0.00,63.9,2,0.00,0.00
62048,alt01,8,0.00,63.6,2,0.00,0.00
62048,alt01,9,0.00,63.6,2,0.00,0.00
62048,alt01,10,0.00,64.0,2,0.00,0.00
62048,alt01,11,0.00,63.4,2,0.00,0.00
62048,alt01,12,0.00,63.8,2,0.00,0.00
62048,alt01,13,0.00,63.5,2,0.00,0.00
62048,alt01,14,0.00,63.4,2,0.00,0.00
62048,alt01,15,0.00,64.2,2,0.00,0.00
62048,alt01,16,0.00,63.7,2,0.00,0.00
65152,fill0,0,0.00,65.0,2,0.00,0.00
65152,fill0,1,0.00,65.0,2,0.00,0.00
65152,fill0,2,0.00,65.2,2,0.00,0.00
65152,fill0,3,0.00,65.1,2,0.00,0.00
65152,fill0,4,0.00,64.8,2,0.00,0.00
