Size,Algo,Trial,Stampms,GB/s,Iters,l2-out-silent,l2-out-non-silent
48400,fill0,1,0.00,47.0,3,0.00,0.00
48400,fill0,2,0.00,47.1,3,0.00,0.00
48400,fill0,3,0.00,47.0,3,0.00,0.00
48400,fill0,4,0.00,46.8,3,0.00,0.00
48400,fill0,5,0.00,47.2,3,0.00,0.00
48400,fill0,6,0.00,46.8,3,0.00,0.00
48400,fill0,7,0.00,47.2,3,0.00,0.00
48400,fill0,8,0.00,47.1,3,0.00,0.00
48400,fill0,9,0.00,47.1,3,0.00,0.00
48400,fill0,10,0.00,47.1,3,0.00,0.00
48400,fill0,11,0.00,47.1,3,0.00,0.00
48400,fill0,12,0.00,47.0,3,0.00,0.00
48400,fill0,13,0.00,47.3,3,0.00,0.00
48400,fill0,14,0.00,46.8,3,0.00,0.00
48400,fill0,15,0.00,46.8,3,0.00,0.00
48400,fill0,16,0.00,47.0,3,0.00,0.00
48400,fill1,0,0.00,47.0,3,0.00,0.00
48400,fill1,1,0.00,47.2,3,0.00,0.00
48400,fill1,2,0.00,47.1,3,0.00,0.00
48400,fill1,3,0.00,46.5,3,0.00,0.00
48400,fill1,4,0.00,47.1,3,0.00,0.00
48400,fill1,5,0.00,47.1,3,0.00,0.00
48400,fill1,6,0.00,47.4,3,0.00,0.00
48400,fill1,7,0.00,47.2,3,0.00,0.00
48400,fill1,8,0.00,46.9,3,0.00,0.00
48400,fill1,9,0.00,47.1,3,0.00,0.00
48400,fill1,10,0.00,47.2,3,0.00,0.00
48400,fill1,11,0.00,47.0,3,0.00,0.00
48400,fill1,12,0.00,47.1,3,0.00,0.00
48400,fill1,13,0.00,46.6,3,0.00,0.00
48400,fill1,14,0.00,47.1,3,0.00,0.00
48400,fill1,15,0.00,46.4,3,0.00,0.00
48400,fill1,16,0.00,47.1,3,0.00,0.00
48400,alt01,0,0.00,47.2,3,0.00,0.00
48400,alt01,1,0.00,47.2,3,0.00,0.00
48400,alt01,2,0.00,47.0,3,0.00,0.00
48400,alt01,3,0.00,47.2,3,0.00,0.00
48400,alt01,4,0.00,46.8,3,0.00,0.00
48400,alt01,5,0.00,47.2,3,0.00,0.00
48400,alt01,6,0.00,47.0,3,0.00,0.00
48400,alt01,7,0.00,47.1,3,0.00,0.00
48400,alt01,8,0.00,47.0,3,0.00,0.00
48400,alt01,9,0.00,47.2,3,0.00,0.00
48400,alt01,10,0.00,46.8,3,0.00,0.00
48400,alt01,11,0.00,47.3,3,0.00,0.00
48400,alt01,12,0.00,47.0,3,0.00,0.00
48400,alt01,13,0.00,47.3,3,0.00,0.00
48400,alt01,14,0.00,46.8,3,0.00,0.00
48400,alt01,15,0.00,46.7,3,0.00,0.00
48400,alt01,16,0.00,47.0,3,0.00,0.00
53240,fill0,0,0.00,47.9,2,0.00,0.00
53240,fill0,1,0.00,48.2,2,0.00,0.00
53240,fill0,2,0.00,48.1,2,0.00,0.00
53240,fill0,3,0.00,47.5,2,0.00,0.00
53240,fill0,4,0.00,48.0,2,0.00,0.00
53240,fill0,5,0.00,47.7,2,0.00,0.00
53240,fill0,6,0.00,47.8,2,0.00,0.00
53240,fill0,7,0.00,47.7,2,0.00,0.00
53240,fill0,8,0.00,47.7,2,0.00,0.00
53240,fill0,9,0.00,47.9,2,0.00,0.00
53240,fill0,10,0.00,48.4,2,0.00,0.00
53240,fill0,11,0.00,48.1,2,0.00,0.00
53240,fill0,12,0.00,47.7,2,0.00,0.00
53240,fill0,13,0.00,47.9,2,0.00,0.00
53240,fill0,14,0.00,47.5,2,0.00,0.00
53240,fill0,15,0.00,47.8,2,0.00,0.00
53240,fill0,16,0.00,47.8,2,0.00,0.00
53240,fill1,0,0.00,47.6,2,0.00,0.00
53240,fill1,1,0.00,47.7,2,0.00,0.00
53240,fill1,2,0.00,47.8,2,0.00,0.00
53240,fill1,3,0.00,48.1,2,0.00,0.00
53240,fill1,4,0.00,47.8,2,0.00,0.00
53240,fill1,5,0.00,47.7,2,0.00,0.00
53240,fill1,6,0.00,48.1,2,0.00,0.00
53240,fill1,7,0.00,48.0,2,0.00,0.00
53240,fill1,8,0.00,47.4,2,0.00,0.00
53240,fill1,9,0.00,47.6,2,0.00,0.00
53240,fill1,10,0.00,47.6,2,0.00,0.00
53240,fill1,11,0.00,48.1,2,0.00,0.00
53240,fill1,12,0.00,47.7,2,0.00,0.00
53240,fill1,13,0.00,47.7,2,0.00,0.00
53240,fill1,14,0.00,48.2,2,0.00,0.00
53240,fill1,15,0.00,47.6,2,0.00,0.00
53240,fill1,16,0.00,48.1,2,0.00,0.00
53240,alt01,0,0.00,47.8,2,0.00,0.00
53240,alt01,1,0.00,48.0,2,0.00,0.00
53240,alt01,2,0.00,48.1,2,0.00,0.00
53240,alt01,3,0.00,47.9,2,0.00,0.00
53240,alt01,4,0.00,47.8,2,0.00,0.00
53240,alt01,5,0.00,47.9,2,0.00,0.00
53240,alt01,6,0.00,47.6,2,0.00,0.00
53240,alt01,7,0.00,48.1,2,0.00,0.00
53240,alt01,8,0.00,48.1,2,0.00,0.00
53240,alt01,9,0.00,47.7,2,0.00,0.00
53240,alt01,10,0.00,48.2,2,0.00,0.00
53240,alt01,11,0.00,48.5,2,0.00,0.00
53240,alt01,12,0.00,48.4,2,0.00,0.00
53240,alt01,13,0.00,48.2,2,0.00,0.00
53240,alt01,14,0.00,48.3,2,0.00,0.00
53240,alt01,15,0.00,48.1,2,0.00,0.00
53240,alt01,16,0.00,48.0,2,0.00,0.00
58564,fill0,0,0.00,47.9,2,0.00,0.00
58564,fill0,1,0.00,48.4,2,0.00,0.00
58564,fill0,2,0.00,47.5,2,0.00,0.00
58564,fill0,3,0.00,47.7,2,0.00,0.00
58564,fill0,4,0.00,47.8,2,0.00,0.00
58564,fill0,5,0.00,47.7,2,0.00,0.00
58564,fill0,6,0.00,48.1,2,0.00,0.00
58564,fill0,7,0.00,47.7,2,0.00,0.00
58564,fill0,8,0.00,48.1,2,0.00,0.00
58564,fill0,9,0.00,47.9,2,0.00,0.00
58564,fill0,10,0.00,48.0,2,0.00,0.00
58564,fill0,11,0.00,47.6,2,0.00,0.00
58564,fill0,12,0.00,48.2,2,0.00,0.00
58564,fill0,13,0.00,47.7,2,0.00,0.00
58564,fill0,14,0.00,47.8,2,0.00,0.00
58564,fill0,15,0.00,47.8,2,0.00,0.00
58564,fill0,16,0.00,48.1,2,0.00,0.00
58564,fill1,0,0.00,47.2,2,0.00,0.00
58564,fill1,1,0.00,47.4,2,0.00,0.00
58564,fill1,2,0.00,47.2,2,0.00,0.00
58564,fill1,3,0.00,47.4,2,0.00,0.00
58564,fill1,4,0.00,47.3,2,0.00,0.00
58564,fill1,5,0.00,47.3,2,0.00,0.00
58564,fill1,6,0.00,47.1,2,0.00,0.00
58564,fill1,7,0.00,47.6,2,0.00,0.00
58564,fill1,8,0.00,47.6,2,0.00,0.00
58564,fill1,9,0.00,47.1,2,0.00,0.00
58564,fill1,10,0.00,47.5,2,0.00,0.00
58564,fill1,11,0.00,47.1,2,0.00,0.00
58564,fill1,12,0.00,47.2,2,0.00,0.00
58564,fill1,13,0.00,47.0,2,0.00,0.00
58564,fill1,14,0.00,47.5,2,0.00,0.00
58564,fill1,15,0.00,47.3,2,0.00,0.00
58564,fill1,16,0.00,47.2,2,0.00,0.00
58564,alt01,0,0.00,47.6,2,0.00,0.00
58564,alt01,1,0.00,47.2,2,0.00,0.00
58564,alt01,2,0.00,47.2,2,0.00,0.00
58564,alt01,3,0.00,47.2,2,0.00,0.00
58564,alt01,4,0.00,47.2,2,0.00,0.00
58564,alt01,5,0.00,47.4,2,0.00,0.00
58564,alt01,6,0.00,47.5,2,0.00,0.00
58564,alt01,7,0.00,47.6,2,0.00,0.00
58564,alt01,8,0.00,47.6,2,0.00,0.00
58564,alt01,9,0.00,47.4,2,0.00,0.00
58564,alt01,10,0.00,47.4,2,0.00,0.00
58564,alt01,11,0.00,47.4,2,0.00,0.00
58564,alt01,12,0.00,47.5,2,0.00,0.00
58564,alt01,13,0.00,47.5,2,0.00,0.00
58564,alt01,14,0.00,47.5,2,0.00,0.00
58564,alt01,15,0.00,47.3,2,0.00,0.00
58564,alt01,16,0.00,47.4,2,0.00,0.00
64420,fill0,0,0.00,46.9,2,0.00,0.00
64420,fill0,1,0.00,47.1,2,0.00,0.00
64420,fill0,2,0.00,47.1,2,0.00,0.00
64420,fill0,3,0.00,47.5,2,0.00,0.00
64420,fill0,4,0.00,47.0,2,0.00,0.00
64420,fill0,5,0.00,46.9,2,0.00,0.00
64420,fill0,6,0.00,47.0,2,0.00,0.00
64420,fill0,7,0.00,46.6,2,0.00,0.00
64420,fill0,8,0.00,46.7,2,0.00,0.00
64420,fill0,9,0.00,47.2,2,0.00,0.00
64420,fill0,10,0.00,46.8,2,0.00,0.00
64420,fill0,11,0.00,47.3,2,0.00,0.00
64420,fill0,12,0.00,46.9,2,0.00,0.00
64420,fill0,13,0.00,47.0,2,0.00,0.00
64420,fill0,14,0.00,47.0,2,0.00,0.00
64420,fill0,15,0.00,46.8,2,0.00,0.00
64420,fill0,16,0.00,47.1,2,0.00,0.00
64420,fill1,0,0.00,48.0,2,0.00,0.00
64420,fill1,1,0.00,48.2,2,0.00,0.00
64420,fill1,2,0.00,47.9,2,0.00,0.00
64420,fill1,3,0.00,48.0,2,0.00,0.00
64420,fill1,4,0.00,47.9,2,0.00,0.00
64420,fill1,5,0.00,48.2,2,0.00,0.00
64420,fill1,6,0.00,47.9,2,0.00,0.00
64420,fill1,7,0.00,47.8,2,0.00,0.00
64420,fill1,8,0.00,48.3,2,0.00,0.00
64420,fill1,9,0.00,47.9,2,0.00,0.00
64420,fill1,10,0.00,48.1,2,0.00,0.00
64420,fill1,11,0.00,47.9,2,0.00,0.00
64420,fill1,12,0.00,47.7,2,0.00,0.00
64420,fill1,13,0.00,47.7,2,0.00,0.00
64420,fill1,14,0.00,47.8,2,0.00,0.00
64420,fill1,15,0.00,47.4,2,0.00,0.00
64420,fill1,16,0.00,47.9,2,0.00,0.00
64420,alt01,0,0.00,47.5,2,0.00,0.00
64420,alt01,1,0.00,47.4,2,0.00,0.00
64420,alt01,2,0.00,47.3,2,0.00,0.00
64420,alt01,3,0.00,47.5,2,0.00,0.00
64420,alt01,4,0.00,47.8,2,0.00,0.00
64420,alt01,5,0.00,47.8,2,0.00,0.00
64420,alt01,6,0.00,47.5,2,0.00,0.00
64420,alt01,7,0.00,48.0,2,0.00,0.00
64420,alt01,8,0.00,47.8,2,0.00,0.00
64420,alt01,9,0.00,47.2,2,0.00,0.00
64420,alt01,10,0.00,47.8,2,0.00,0.00
64420,alt01,11,0.00,47.5,2,0.00,0.00
64420,alt01,12,0.00,47.3,2,0.00,0.00
64420,alt01,13,0.00,47.5,2,0.00,0.00
64420,alt01,14,0.00,47.8,2,0.00,0.00
64420,alt01,15,0.00,47.5,2,0.00,0.00
64420,alt01,16,0.00,47.6,2,0.00,0.00
70860,fill0,0,0.00,48.0,2,0.00,0.00
70860,fill0,1,0.00,48.5,2,0.00,0.00
70860,fill0,2,0.00,47.7,2,0.00,0.00
70860,fill0,3,0.00,48.1,2,0.00,0.00
70860,fill0,4,0.00,47.9,2,0.00,0.00
70860,fill0,5,0.00,48.1,2,0.00,0.00
70860,fill0,6,0.00,48.0,2,0.00,0.00
70860,fill0,7,0.00,47.9,2,0.00,0.00
70860,fill0,8,0.00,47.7,2,0.00,0.00
70860,fill0,9,0.00,48.1,2,0.00,0.00
70860,fill0,10,0.00,48.0,2,0.00,0.00
70860,fill0,11,0.00,47.9,2,0.00,0.00
70860,fill0,12,0.00,47.8,2,0.00,0.00
70860,fill0,13,0.00,48.2,2,0.00,0.00
70860,fill0,14,0.00,48.4,2,0.00,0.00
70860,fill0,15,0.00,47.8,2,0.00,0.00
70860,fill0,16,0.00,48.3,2,0.00,0.00
70860,fill1,0,0.00,47.8,2,0.00,0.00
70860,fill1,1,0.00,47.9,2,0.00,0.00
70860,fill1,2,0.00,47.9,2,0.00,0.00
70860,fill1,3,0.00,47.7,2,0.00,0.00
70860,fill1,4,0.00,48.0,2,0.00,0.00
70860,fill1,5,0.00,48.1,2,0.00,0.00
70860,fill1,6,0.00,48.2,2,0.00,0.00
70860,fill1,7,0.00,47.9,2,0.00,0.00
70860,fill1,8,0.00,47.6,2,0.00,0.00
70860,fill1,9,0.00,48.0,2,0.00,0.00
70860,fill1,10,0.00,47.8,2,0.00,0.00
70860,fill1,11,0.00,47.9,2,0.00,0.00
70860,fill1,12,0.00,47.9,2,0.00,0.00
70860,fill1,13,0.00,48.1,2,0.00,0.00
70860,fill1,14,0.00,47.7,2,0.00,0.00
70860,fill1,15,0.00,48.0,2,0.00,0.00
70860,fill1,16,0.00,47.9,2,0.00,0.00
70860,alt01,0,0.00,48.1,2,0.00,0.00
70860,alt01,1,0.00,48.1,2,0.00,0.00
70860,alt01,2,0.00,48.2,2,0.00,0.00
70860,alt01,3,0.00,47.8,2,0.00,0.00
70860,alt01,4,0.00,48.1,2,0.00,0.00
70860,alt01,5,0.00,48.0,2,0.00,0.00
70860,alt01,6,0.00,47.8,2,0.00,0.00
70860,alt01,7,0.00,48.0,2,0.00,0.00
70860,alt01,8,0.00,47.8,2,0.00,0.00
70860,alt01,9,0.00,48.1,2,0.00,0.00
70860,alt01,10,0.00,48.1,2,0.00,0.00
70860,alt01,11,0.00,48.4,2,0.00,0.00
70860,alt01,12,0.00,47.8,2,0.00,0.00
70860,alt01,13,0.00,47.9,2,0.00,0.00
70860,alt01,14,0.00,48.1,2,0.00,0.00
70860,alt01,15,0.00,48.3,2,0.00,0.00
70860,alt01,16,0.00,48.4,2,0.00,0.00
77948,fill0,0,0.00,48.3,2,0.00,0.00
77948,fill0,1,0.00,48.2,2,0.00,0.00
77948,fill0,2,0.00,48.6,2,0.00,0.00
77948,fill0,3,0.00,48.5,2,0.00,0.00
77948,fill0,4,0.00,48.1,2,0.00,0.00
77948,fill0,5,0.00,48.3,2,0.00,0.00
77948,fill0,6,0.00,48.3,2,0.00,0.00
77948,fill0,7,0.00,48.4,2,0.00,0.00
77948,fill0,8,0.00,48.2,2,0.00,0.00
77948,fill0,9,0.00,48.2,2,0.00,0.00
77948,fill0,10,0.00,48.3,2,0.00,0.00
77948,fill0,11,0.00,48.1,2,0.00,0.00
77948,fill0,12,0.00,48.1,2,0.00,0.00
77948,fill0,13,0.00,48.1,2,0.00,0.00
77948,fill0,14,0.00,48.0,2,0.00,0.00
77948,fill0,15,0.00,48.2,2,0.00,0.00
77948,fill0,16,0.00,48.2,2,0.00,0.00
77948,fill1,0,0.00,48.1,2,0.00,0.00
77948,fill1,1,0.00,48.1,2,0.00,0.00
77948,fill1,2,0.00,48.4,2,0.00,0.00
77948,fill1,3,0.00,48.2,2,0.00,0.00
77948,fill1,4,0.00,48.3,2,0.00,0.00
77948,fill1,5,0.00,48.3,2,0.00,0.00
77948,fill1,6,0.00,48.2,2,0.00,0.00
77948,fill1,7,0.00,48.4,2,0.00,0.00
77948,fill1,8,0.00,47.9,2,0.00,0.00
77948,fill1,9,0.00,48.4,2,0.00,0.00
77948,fill1,10,0.00,47.8,2,0.00,0.00
77948,fill1,11,0.00,48.3,2,0.00,0.00
77948,fill1,12,0.00,48.2,2,0.00,0.00
77948,fill1,13,0.00,48.3,2,0.00,0.00
77948,fill1,14,0.00,48.1,2,0.00,0.00
77948,fill1,15,0.00,48.3,2,0.00,0.00
77948,fill1,16,0.00,48.1,2,0.00,0.00
77948,alt01,0,0.00,48.2,2,0.00,0.00
77948,alt01,1,0.00,48.3,2,0.00,0.00
77948,alt01,2,0.00,48.2,2,0.00,0.00
77948,alt01,3,0.00,48.1,2,0.00,0.00
77948,alt01,4,0.00,47.9,2,0.00,0.00
77948,alt01,5,0.00,48.4,2,0.00,0.00
77948,alt01,6,0.00,48.5,2,0.00,0.00
77948,alt01,7,0.00,48.2,2,0.00,0.00
77948,alt01,8,0.00,48.3,2,0.00,0.00
77948,alt01,9,0.00,48.3,2,0.00,0.00
77948,alt01,10,0.00,48.3,2,0.00,0.00
77948,alt01,11,0.00,48.3,2,0.00,0.00
77948,alt01,12,0.00,48.3,2,0.00,0.00
77948,alt01,13,0.00,48.4,2,0.00,0.00
77948,alt01,14,0.00,48.2,2,0.00,0.00
77948,alt01,15,0.00,48.6,2,0.00,0.00
77948,alt01,16,0.00,48.5,2,0.00,0.00
85740,fill0,0,0.00,48.3,2,0.00,0.00
85740,fill0,1,0.00,48.2,2,0.00,0.00
85740,fill0,2,0.00,48.0,2,0.00,0.00
85740,fill0,3,0.00,48.2,2,0.00,0.00
85740,fill0,4,0.00,48.1,2,0.00,0.00
85740,fill0,5,0.00,48.6,2,0.00,0.00
85740,fill0,6,0.00,48.4,2,0.00,0.00
85740,fill0,7,0.00,48.6,2,0.00,0.00
85740,fill0,8,0.00,47.9,2,0.00,0.00
85740,fill0,9,0.00,48.2,2,0.00,0.00
85740,fill0,10,0.00,48.0,2,0.00,0.00
85740,fill0,11,0.00,47.9,2,0.00,0.00
85740,fill0,12,0.00,48.4,2,0.00,0.00
85740,fill0,13,0.00,48.5,2,0.00,0.00
85740,fill0,14,0.00,48.1,2,0.00,0.00
85740,fill0,15,0.00,48.4,2,0.00,0.00
85740,fill0,16,0.00,48.5,2,0.00,0.00
85740,fill1,0,0.00,48.5,2,0.00,0.00
85740,fill1,1,0.00,48.4,2,0.00,0.00
85740,fill1,2,0.00,48.6,2,0.00,0.00
85740,fill1,3,0.00,48.7,2,0.00,0.00
85740,fill1,4,0.00,48.9,2,0.00,0.00
85740,fill1,5,0.00,48.8,2,0.00,0.00
85740,fill1,6,0.00,48.7,2,0.00,0.00
85740,fill1,7,0.00,48.9,2,0.00,0.00
85740,fill1,8,0.00,48.7,2,0.00,0.00
85740,fill1,9,0.00,48.8,2,0.00,0.00
85740,fill1,10,0.00,48.6,2,0.00,0.00
85740,fill1,11,0.00,48.4,2,0.00,0.00
85740,fill1,12,0.00,48.6,2,0.00,0.00
85740,fill1,13,0.00,48.7,2,0.00,0.00
85740,fill1,14,0.00,48.7,2,0.00,0.00
85740,fill1,15,0.00,48.4,2,0.00,0.00
85740,fill1,16,0.00,49.0,2,0.00,0.00
85740,alt01,0,0.00,48.7,2,0.00,0.00
85740,alt01,1,0.00,48.4,2,0.00,0.00
85740,alt01,2,0.00,48.8,2,0.00,0.00
85740,alt01,3,0.00,49.0,2,0.00,0.00
85740,alt01,4,0.00,49.1,2,0.00,0.00
85740,alt01,5,0.00,49.1,2,0.00,0.00
85740,alt01,6,0.00,48.9,2,0.00,0.00
85740,alt01,7,0.00,48.9,2,0.00,0.00
85740,alt01,8,0.00,48.8,2,0.00,0.00
85740,alt01,9,0.00,48.6,2,0.00,0.00
85740,alt01,10,0.00,48.6,2,0.00,0.00
85740,alt01,11,0.00,48.8,2,0.00,0.00
85740,alt01,12,0.00,48.6,2,0.00,0.00
85740,alt01,13,0.00,49.0,2,0.00,0.00
85740,alt01,14,0.00,48.8,2,0.00,0.00
85740,alt01,15,0.00,48.8,2,0.00,0.00
85740,alt01,16,0.00,48.9,2,0.00,0.00
94316,fill0,0,0.00,48.1,2,0.00,0.00
94316,fill0,1,0.00,48.4,2,0.00,0.01
94316,fill0,2,0.00,48.6,2,0.00,0.01
94316,fill0,3,0.00,48.5,2,0.00,0.01
94316,fill0,4,0.00,48.7,2,0.00,0.01
94316,fill0,5,0.00,48.5,2,0.00,0.00
94316,fill0,6,0.00,48.4,2,0.00,0.01
94316,fill0,7,0.00,48.6,2,0.00,0.01
94316,fill0,8,0.00,48.5,2,0.00,0.01
94316,fill0,9,0.00,48.4,2,0.00,0.00
94316,fill0,10,0.00,48.5,2,0.00,0.00
94316,fill0,11,0.00,48.8,2,0.00,0.00
94316,fill0,12,0.00,48.6,2,0.00,0.01
94316,fill0,13,0.00,48.4,2,0.00,0.01
94316,fill0,14,0.00,48.5,2,0.00,0.01
94316,fill0,15,0.00,48.2,2,0.00,0.01
94316,fill0,16,0.00,48.4,2,0.00,0.00
94316,fill1,0,0.00,48.4,2,0.00,0.00
94316,fill1,1,0.00,48.5,2,0.00,0.00
94316,fill1,2,0.00,48.5,2,0.00,0.01
94316,fill1,3,0.00,48.2,2,0.00,0.01
94316,fill1,4,0.00,48.7,2,0.00,0.01
94316,fill1,5,0.00,48.4,2,0.00,0.01
94316,fill1,6,0.00,48.3,2,0.00,0.00
94316,fill1,7,0.00,48.6,2,0.00,0.01
94316,fill1,8,0.00,48.4,2,0.00,0.01
94316,fill1,9,0.00,48.6,2,0.00,0.01
94316,fill1,10,0.00,48.5,2,0.00,0.01
94316,fill1,11,0.00,48.2,2,0.00,0.01
94316,fill1,12,0.00,48.6,2,0.00,0.00
94316,fill1,13,0.00,48.5,2,0.00,0.00
94316,fill1,14,0.00,48.6,2,0.00,0.01
94316,fill1,15,0.00,48.6,2,0.00,0.01
94316,fill1,16,0.00,48.4,2,0.00,0.01
94316,alt01,0,0.00,48.9,2,0.00,0.01
94316,alt01,1,0.00,48.8,2,0.00,0.01
94316,alt01,2,0.00,48.9,2,0.00,0.00
94316,alt01,3,0.00,49.0,2,0.00,0.01
94316,alt01,4,0.00,49.0,2,0.00,0.01
94316,alt01,5,0.00,48.7,2,0.00,0.01
94316,alt01,6,0.00,49.0,2,0.00,0.01
94316,alt01,7,0.00,48.9,2,0.00,0.00
94316,alt01,8,0.00,48.9,2,0.00,0.01
94316,alt01,9,0.00,48.8,2,0.00,0.01
94316,alt01,10,0.00,48.8,2,0.00,0.01
94316,alt01,11,0.00,48.7,2,0.00,0.01
94316,alt01,12,0.00,48.9,2,0.00,0.00
94316,alt01,13,0.00,49.2,2,0.00,0.00
94316,alt01,14,0.00,48.9,2,0.00,0.01
94316,alt01,15,0.00,49.0,2,0.00,0.01
94316,alt01,16,0.00,48.7,2,0.00,0.01
103744,fill0,0,0.00,48.2,2,0.00,0.00
103744,fill0,1,0.00,48.8,2,0.00,0.00
103744,fill0,2,0.00,48.7,2,0.00,0.00
103744,fill0,3,0.00,48.4,2,0.00,0.01
103744,fill0,4,0.00,48.8,2,0.00,0.01
